* Generated by rew_pipeline.py (source UUID a5e9af94-77a9-4614-b030-74790d74babe, calibrated to its own SPL at 100 Hz)
* Measurement: L.nofdw.clean-fdw8
* Dated: 2026-Sep-12 16:09:58
* Note: ; Copy of L.0 10 sept 2026 Position MLP 4.18m from front wall 3.32m from R and L speaker 1.20m speakers to front wall marker: green 2 screen panels prolongation - new setup DAC level -29dB MIC HEIGHT: 1.000m mic boom arm height: 1.040 -12dBFS OKTO -28dB DELAY 0.0001 ms (0.03 mm, 0 in) using estimated IR delay relative to Acoustic reference played from DAC8STEREO L with no timing offset Clock adjustment: -15.1 ppm
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
9945.922852 74.508 -92.1794
9946.289062 74.427 134.6609
9946.655273 74.552 1.8283
9947.021484 74.282 -131.3642
9947.387695 74.403 94.7122
9947.753906 74.285 -37.4788
9948.120117 73.995 -170.2531
9948.486328 73.954 56.0879
9948.852539 73.664 -76.3610
9949.218750 73.539 152.3741
9949.584961 73.224 20.6151
9949.951172 73.363 -113.9621
9950.317383 73.239 113.8947
9950.683594 73.141 -19.2565
9951.049805 72.910 -150.6458
9951.416016 72.770 76.9408
9951.782227 72.717 -54.7460
9952.148438 72.639 173.4782
9952.514648 72.543 42.1174
9952.880859 72.518 -88.5997
9953.247070 72.574 139.5492
9953.613281 72.638 7.0920
9953.979492 72.724 -124.7177
9954.345703 72.706 102.6783
9954.711914 72.818 -29.6052
9955.078125 72.828 -163.7026
9955.444336 72.959 63.2346
9955.810547 72.872 -69.9277
9956.176758 72.784 156.9998
9956.542969 72.713 24.4144
9956.909180 72.474 -109.0526
9957.275391 72.533 118.2976
9957.641602 72.614 -13.2360
9958.007812 72.383 -146.3955
9958.374023 72.274 78.6542
9958.740234 72.150 -51.9807
9959.106445 72.290 174.7475
9959.472656 72.187 42.3679
9959.838867 72.078 -91.2767
9960.205078 72.228 135.8192
9960.571289 72.052 1.2059
9960.937500 72.030 -131.5090
9961.303711 71.978 93.8274
9961.669922 71.770 -38.4819
9962.036133 71.704 -172.2360
9962.402344 71.452 55.3814
9962.768555 71.138 -78.1207
9963.134766 71.206 150.5903
9963.500977 71.122 15.2400
9963.867188 70.951 -116.8419
9964.233398 70.993 110.3707
9964.599609 70.891 -22.3067
9964.965820 70.439 -155.4899
9965.332031 70.937 72.0646
9965.698242 70.926 -62.9013
9966.064453 70.848 164.6073
9966.430664 70.821 29.7784
9966.796875 70.729 -104.3914
9967.163086 70.701 122.2155
9967.529297 70.300 -13.8962
9967.895508 70.349 -149.5158
9968.261719 70.327 75.0125
9968.627930 69.983 -58.2546
9968.994141 69.693 165.4306
9969.360352 69.278 29.9519
9969.726562 68.552 -103.3375
9970.092773 68.477 121.9981
9970.458984 68.183 -12.9213
9970.825195 67.872 -148.4502
9971.191406 67.292 75.6897
9971.557617 66.541 -58.5947
9971.923828 66.166 164.8333
9972.290039 65.842 32.2548
9972.656250 65.376 -103.3141
9973.022461 64.286 119.3251
9973.388672 63.643 -16.5121
9973.754883 62.883 -155.9873
9974.121094 60.991 64.4228
9974.487305 59.994 -65.0139
9974.853516 58.596 154.1958
9975.219727 56.328 22.0092
9975.585938 54.060 -120.2400
9975.952148 51.364 118.3990
9976.318359 47.616 -31.1714
9976.684570 37.740 170.1164
9977.050781 36.283 -126.4175
9977.416992 48.192 148.3054
9977.783203 50.171 -22.8036
9978.149414 52.837 -152.3503
9978.515625 54.554 74.9717
9978.881836 55.446 -66.4113
9979.248047 57.961 160.6290
9979.614258 59.434 26.8699
9979.980469 58.740 -106.5536
9980.346680 60.014 125.8557
9980.712891 61.565 -8.7816
9981.079102 63.017 -146.8710
9981.445312 64.025 78.0399
9981.811523 64.838 -56.4748
9982.177734 66.026 162.0282
9982.543945 67.048 27.6332
9982.910156 67.282 -110.5734
9983.276367 67.949 110.3440
9983.642578 68.649 -26.9988
9984.008789 68.903 -165.4911
9984.375000 69.608 57.0636
9984.741211 69.647 -83.0884
9985.107422 70.212 139.3130
9985.473633 70.153 1.9363
9985.839844 70.434 -134.5927
9986.206055 70.589 88.1804
9986.572266 70.447 -50.3050
9986.938477 70.891 173.5862
9987.304688 70.935 36.3351
9987.670898 70.916 -97.8442
9988.037109 71.332 124.2741
9988.403320 71.373 -12.6861
9988.769531 71.359 -147.1850
9989.135742 71.425 74.5178
9989.501953 71.626 -61.7019
9989.868164 71.447 162.2563
9990.234375 71.754 25.7636
9990.600586 72.142 -108.2198
9990.966797 72.012 114.7884
9991.333008 72.045 -21.8765
9991.699219 72.232 -158.1108
9992.065430 72.417 67.2476
9992.431641 72.255 -69.1540
9992.797852 72.487 153.0853
9993.164062 72.500 17.8115
9993.530273 72.761 -118.2491
9993.896484 72.705 105.6770
9994.262695 72.659 -29.3249
9994.628906 72.446 -166.3198
9994.995117 72.328 57.3591
9995.361328 72.450 -78.0966
9995.727539 72.400 148.1282
9996.093750 72.166 13.1072
9996.459961 72.203 -121.3507
9996.826172 71.911 103.2812
9997.192383 72.053 -30.4956
9997.558594 71.857 -167.3943
9997.924805 71.891 59.0418
9998.291016 71.892 -76.6139
9998.657227 71.731 149.6153
9999.023438 71.524 12.7897
9999.389648 71.304 -119.9519
9999.755859 71.329 104.0109
10000.122070 71.082 -30.1224
10000.488281 70.599 -164.2647
10000.854492 70.386 62.1475
10001.220703 70.315 -71.3658
10001.586914 70.075 154.2889
10001.953125 69.602 22.0028
10002.319336 69.432 -113.2244
10002.685547 69.402 114.9595
10003.051758 69.177 -18.1256
10003.417969 68.612 -150.6914
10003.784180 68.238 76.8501
10004.150391 68.640 -54.6835
10004.516602 68.095 171.7921
10004.882812 68.103 39.1829
10005.249023 67.819 -92.7832
10005.615234 67.868 136.3237
10005.981445 68.083 4.1543
10006.347656 68.215 -127.9399
10006.713867 68.130 98.9927
10007.080078 68.584 -33.1740
10007.446289 68.456 -165.5555
10007.812500 68.538 59.9348
10008.178711 68.371 -74.9236
10008.544922 68.462 152.6415
10008.911133 68.364 18.0959
10009.277344 68.309 -115.0998
10009.643555 68.188 107.6145
10010.009766 68.054 -23.5861
10010.375977 67.749 -158.6128
10010.742188 67.599 66.0666
10011.108398 67.431 -67.0189
10011.474609 67.118 157.9455
10011.840820 66.852 23.4711
10012.207031 66.376 -112.0634
10012.573242 65.698 113.6458
10012.939453 65.086 -17.9141
10013.305664 64.183 -154.5701
10013.671875 63.351 74.6530
10014.038086 62.036 -57.2075
10014.404297 60.861 168.6739
10014.770508 59.804 42.1050
10015.136719 58.658 -75.9972
10015.502930 57.537 162.4399
10015.869141 56.350 44.0038
10016.235352 58.189 -75.0480
10016.601562 59.749 157.2833
10016.967773 61.252 27.6397
10017.333984 62.340 -99.6598
10017.700195 63.480 121.2647
10018.066406 63.765 -11.5771
10018.432617 64.700 -148.9245
10018.798828 64.648 78.1821
10019.165039 65.348 -56.2752
10019.531250 65.473 166.7427
10019.897461 65.035 29.3243
10020.263672 64.427 -102.0234
10020.629883 64.417 119.5273
10020.996094 64.641 -11.7499
10021.362305 63.600 -144.5831
10021.728516 63.266 82.4228
10022.094727 63.429 -51.2161
10022.460938 62.879 172.4289
10022.827148 62.158 41.2037
10023.193359 62.174 -90.7210
10023.559570 61.339 137.8482
10023.925781 60.756 7.9941
10024.291992 60.628 -133.8353
10024.658203 59.730 95.2258
10025.024414 57.789 -39.7273
10025.390625 57.416 -178.8381
10025.756836 53.681 40.5447
10026.123047 48.234 -92.3118
10026.489258 43.698 148.6850
10026.855469 28.572 -161.8646
10027.221680 49.522 45.4675
10027.587891 56.605 -102.3583
10027.954102 58.258 123.9863
10028.320312 60.546 -11.8866
10028.686523 62.110 -150.8973
10029.052734 63.099 70.1556
10029.418945 64.924 -62.7509
10029.785156 65.731 158.2074
10030.151367 66.297 23.3455
10030.517578 67.051 -109.6228
10030.883789 67.360 113.5441
10031.250000 68.109 -22.0347
10031.616211 68.458 -156.9571
10031.982422 68.456 69.0035
10032.348633 68.927 -66.5860
10032.714844 68.867 160.6183
10033.081055 69.124 27.4715
10033.447266 69.142 -106.7145
10033.813477 69.171 119.9903
10034.179688 69.856 -13.3093
10034.545898 69.850 -146.6295
10034.912109 70.491 79.5471
10035.278320 71.002 -54.4495
10035.644531 71.006 173.3561
10036.010742 71.401 39.7871
10036.376953 71.970 -94.9393
10036.743164 71.849 130.2237
10037.109375 72.048 -4.7702
10037.475586 72.064 -140.9980
10037.841797 72.108 84.7500
10038.208008 72.334 -49.2278
10038.574219 72.446 175.4140
10038.940430 72.334 40.2040
10039.306641 72.374 -94.2473
10039.672852 72.199 131.0503
10040.039062 71.778 -4.2769
10040.405273 71.539 -140.1945
10040.771484 71.383 85.2714
10041.137695 70.639 -47.3686
10041.503906 70.317 177.7366
10041.870117 69.937 44.4808
10042.236328 69.084 -90.1180
10042.602539 68.356 136.7837
10042.968750 67.825 4.8388
10043.334961 66.766 -128.1601
10043.701172 66.183 108.5305
10044.067383 64.760 -20.7635
10044.433594 64.402 -147.2173
10044.799805 64.189 88.8507
10045.166016 64.222 -34.0032
10045.532227 64.522 -157.9755
10045.898438 65.609 74.5243
10046.264648 66.126 -55.1320
10046.630859 67.042 174.5127
10046.997070 67.793 43.9352
10047.363281 68.362 -87.4852
10047.729492 68.673 137.4991
10048.095703 69.528 4.6764
10048.461914 69.886 -129.7758
10048.828125 70.012 99.3817
10049.194336 70.280 -36.7770
10049.560547 70.221 -170.0949
10049.926758 70.496 54.9880
10050.292969 70.104 -77.1188
10050.659180 70.151 149.2069
10051.025391 70.316 16.9034
10051.391602 70.313 -115.6885
10051.757812 69.999 111.7079
10052.124023 69.700 -20.3179
10052.490234 69.579 -151.3969
10052.856445 69.359 77.2847
10053.222656 69.166 -52.9776
10053.588867 69.136 174.8890
10053.955078 69.024 45.8563
10054.321289 69.045 -84.2372
10054.687500 69.317 144.7754
10055.053711 69.452 15.4109
10055.419922 69.506 -115.9857
10055.786133 69.375 114.0236
10056.152344 69.802 -17.1955
10056.518555 69.960 -148.4004
10056.884766 70.220 81.3485
10057.250977 70.482 -48.5858
10057.617188 70.532 -179.7520
10057.983398 71.046 47.3148
10058.349609 71.010 -82.3056
10058.715820 71.259 146.2489
10059.082031 71.423 12.6793
10059.448242 71.796 -118.0060
10059.814453 71.973 109.2894
10060.180664 72.189 -22.5665
10060.546875 72.490 -153.3026
10060.913086 72.725 74.4330
10061.279297 72.895 -56.6967
10061.645508 73.101 171.4345
10062.011719 73.361 39.5470
10062.377930 73.608 -91.2039
10062.744141 73.890 135.9351
10063.110352 74.318 4.1581
10063.476562 74.769 -127.5377
10063.842773 75.166 99.3141
10064.208984 75.315 -33.9796
10064.575195 75.702 -167.0775
10064.941406 75.991 59.7313
10065.307617 76.256 -75.3822
10065.673828 76.360 152.0420
10066.040039 76.528 17.1734
10066.406250 76.621 -115.9063
10066.772461 76.618 110.3453
10067.138672 76.635 -23.1131
10067.504883 76.704 -155.5774
10067.871094 76.621 71.0626
10068.237305 76.891 -61.6817
10068.603516 76.669 166.4274
10068.969727 76.864 32.8575
10069.335938 76.825 -100.0044
10069.702148 76.918 127.6630
10070.068359 77.058 -5.1494
10070.434570 77.171 -137.6389
10070.800781 77.329 88.9186
10071.166992 77.495 -43.7738
10071.533203 77.652 -177.5638
10071.899414 77.732 49.2134
10072.265625 77.778 -84.8350
10072.631836 77.817 141.7510
10072.998047 77.709 8.0143
10073.364258 77.729 -126.0368
10073.730469 77.739 100.3922
10074.096680 77.497 -33.3615
10074.462891 77.436 -166.3339
10074.829102 77.240 59.7217
10075.195312 77.091 -73.3644
10075.561523 77.099 153.1111
10075.927734 76.769 21.3559
10076.293945 76.527 -112.2102
10076.660156 76.197 115.1505
10077.026367 76.197 -16.2659
10077.392578 75.769 -147.6616
10077.758789 75.550 80.5811
10078.125000 75.386 -51.4104
10078.491211 75.247 176.9637
10078.857422 75.230 44.8950
10079.223633 75.086 -84.9380
10079.589844 75.072 142.4349
10079.956055 75.153 11.6599
10080.322266 75.160 -120.1659
10080.688477 75.047 108.5946
10081.054688 75.003 -23.2885
10081.420898 75.105 -155.6271
10081.787109 75.072 73.9165
10082.153320 75.052 -59.6432
10082.519531 75.077 169.0963
10082.885742 75.017 37.3233
10083.251953 74.817 -95.0452
10083.618164 74.894 133.7009
10083.984375 74.919 2.4679
10084.350586 74.789 -130.1656
10084.716797 74.870 99.4217
10085.083008 74.865 -32.8579
10085.449219 74.990 -163.6756
10085.815430 74.997 64.8703
10086.181641 75.075 -67.3624
10086.547852 75.195 160.1748
10086.914062 75.169 28.0801
10087.280273 75.160 -102.9435
10087.646484 75.062 123.9689
10088.012695 75.265 -7.5979
10088.378906 75.092 -139.3974
10088.745117 75.019 87.9049
10089.111328 75.227 -43.2518
10089.477539 75.144 -176.5805
10089.843750 75.055 51.9948
10090.209961 75.044 -80.5433
10090.576172 75.052 148.3298
10090.942383 75.124 15.9003
10091.308594 75.071 -116.1481
10091.674805 74.876 111.5308
10092.041016 74.930 -20.0544
10092.407227 74.825 -152.7038
10092.773438 74.721 75.9209
10093.139648 74.486 -55.3490
10093.505859 74.515 173.0443
10093.872070 74.338 42.8598
10094.238281 74.363 -89.6794
10094.604492 74.380 140.3047
10094.970703 74.328 9.1131
10095.336914 74.386 -121.5455
10095.703125 74.586 109.2465
10096.069336 74.692 -21.6670
10096.435547 74.830 -152.5822
10096.801758 75.052 76.9703
10097.167969 75.304 -55.2716
10097.534180 75.451 173.5171
10097.900391 75.676 41.7618
10098.266602 76.099 -90.5292
10098.632812 76.222 138.6021
10098.999023 76.450 5.5953
10099.365234 76.741 -126.7598
10099.731445 77.041 100.7008
10100.097656 77.208 -32.8771
10100.463867 77.547 -165.5652
10100.830078 77.639 61.5154
10101.196289 77.583 -71.8480
10101.562500 77.900 154.3308
10101.928711 77.928 21.1402
10102.294922 78.091 -112.1363
10102.661133 78.199 113.9458
10103.027344 78.218 -19.7745
10103.393555 78.190 -152.9899
10103.759766 78.205 73.2453
10104.125977 78.074 -60.1948
10104.492188 78.076 165.7991
10104.858398 77.933 32.0975
10105.224609 77.911 -102.6841
10105.590820 77.727 124.6943
10105.957031 77.537 -8.7342
10106.323242 77.450 -142.0721
10106.689453 77.150 85.2932
10107.055664 76.921 -47.0542
10107.421875 76.656 179.8040
10107.788086 76.396 46.6713
10108.154297 76.021 -84.7226
10108.520508 75.935 141.8083
10108.886719 75.616 11.8698
10109.252930 75.394 -120.1193
10109.619141 75.062 108.0126
10109.985352 74.865 -22.0991
10110.351562 74.742 -152.7868
10110.717773 74.698 75.5256
10111.083984 74.523 -56.4918
10111.450195 74.498 173.7395
10111.816406 74.371 42.9703
10112.182617 74.492 -89.6306
10112.548828 74.290 139.1771
10112.915039 74.230 7.6126
10113.281250 74.291 -122.9008
10113.647461 74.363 105.4063
10114.013672 74.217 -26.5249
10114.379883 74.076 -157.7605
10114.746094 74.205 69.5980
10115.112305 74.211 -62.7743
10115.478516 73.985 164.7663
10115.844727 73.840 32.6448
10116.210938 73.684 -98.6738
10116.577148 73.543 130.3391
10116.943359 73.228 -1.3840
10117.309570 72.930 -132.7480
10117.675781 72.614 96.9492
10118.041992 72.421 -33.1275
10118.408203 72.393 -160.7031
10118.774414 72.395 68.8077
10119.140625 72.340 -60.0313
10119.506836 72.553 170.9272
10119.873047 72.961 39.8908
10120.239258 72.962 -90.1866
10120.605469 73.228 138.6387
10120.971680 73.441 6.9309
10121.337891 73.639 -124.2523
10121.704102 73.908 104.2469
10122.070312 74.063 -28.7083
10122.436523 74.253 -160.1969
10122.802734 74.205 68.8249
10123.168945 74.189 -64.1123
10123.535156 74.112 164.1315
10123.901367 73.930 33.5985
10124.267578 74.058 -96.9740
10124.633789 73.950 131.4963
10125.000000 74.123 0.2779
10125.366211 74.180 -128.6714
10125.732422 74.564 101.1947
10126.098633 74.824 -29.4492
10126.464844 75.068 -160.2548
10126.831055 75.396 68.7997
10127.197266 75.742 -63.5433
10127.563477 76.193 164.9307
10127.929688 76.413 32.3362
10128.295898 76.894 -100.5916
10128.662109 77.138 126.4886
10129.028320 77.328 -7.4301
10129.394531 77.621 -140.8194
10129.760742 77.784 85.8451
10130.126953 77.953 -48.4933
10130.493164 78.047 178.2042
10130.859375 78.050 44.6042
10131.225586 78.068 -88.1558
10131.591797 78.053 138.0336
10131.958008 77.957 3.9517
10132.324219 77.853 -128.7596
10132.690430 77.834 97.9945
10133.056641 77.805 -35.0572
10133.422852 77.618 -168.6141
10133.789062 77.445 59.9373
10134.155273 77.306 -73.5978
10134.521484 77.305 154.6500
10134.887695 77.177 22.6692
10135.253906 77.033 -109.6316
10135.620117 76.912 118.0252
10135.986328 76.797 -13.6487
10136.352539 76.798 -145.2253
10136.718750 76.430 83.2914
10137.084961 76.481 -49.8291
10137.451172 76.528 178.4699
10137.817383 76.296 46.9740
10138.183594 76.152 -85.1854
10138.549805 76.034 143.0955
10138.916016 75.839 11.8324
10139.282227 75.657 -119.5833
10139.648438 75.503 109.0084
10140.014648 75.406 -19.7451
10140.380859 75.215 -150.7921
10140.747070 75.273 80.5392
10141.113281 75.365 -49.3959
10141.479492 75.486 -179.8867
10141.845703 75.709 51.4961
10142.211914 76.074 -78.7329
10142.578125 76.422 150.6903
10142.944336 76.743 19.6598
10143.310547 77.157 -112.5656
10143.676758 77.589 114.8716
10144.042969 77.919 -17.7794
10144.409180 78.177 -151.0139
10144.775391 78.348 75.9775
10145.141602 78.647 -56.6084
10145.507812 78.813 169.7697
10145.874023 78.884 36.1443
10146.240234 78.951 -97.6729
10146.606445 79.019 129.1470
10146.972656 79.046 -3.6785
10147.338867 78.983 -136.0344
10147.705078 79.159 90.3424
10148.071289 79.134 -42.8326
10148.437500 79.066 -175.1767
10148.803711 79.142 52.6149
10149.169922 79.080 -79.8079
10149.536133 79.180 147.1946
10149.902344 79.166 14.5884
10150.268555 79.274 -118.6704
10150.634766 79.328 109.8043
10151.000977 79.299 -23.4289
10151.367188 79.299 -156.5577
10151.733398 79.335 71.0677
10152.099609 79.354 -62.4770
10152.465820 79.328 164.1408
10152.832031 79.172 30.7930
10153.198242 79.122 -102.3129
10153.564453 79.100 125.7155
10153.930664 78.953 -7.3183
10154.296875 78.766 -139.4556
10154.663086 78.663 88.3512
10155.029297 78.599 -44.7594
10155.395508 78.443 -176.3939
10155.761719 78.491 51.9505
10156.127930 78.482 -80.6436
10156.494141 78.411 147.3122
10156.860352 78.349 15.2264
10157.226562 78.339 -116.7923
10157.592773 78.352 110.6890
10157.958984 78.287 -21.4254
10158.325195 78.274 -153.5307
10158.691406 78.263 73.5050
10159.057617 78.189 -58.6758
10159.423828 78.197 168.4302
10159.790039 78.069 36.2150
10160.156250 78.080 -96.3693
10160.522461 77.931 131.2263
10160.888672 77.789 -1.6253
10161.254883 77.797 -133.5136
10161.621094 77.640 94.1091
10161.987305 77.497 -38.0015
10162.353516 77.441 -169.3690
10162.719727 77.348 58.3053
10163.085938 77.245 -73.7577
10163.452148 77.286 153.0450
10163.818359 77.138 21.2584
10164.184570 77.181 -111.3629
10164.550781 76.924 116.3036
10164.916992 76.941 -15.7146
10165.283203 76.758 -148.9044
10165.649414 76.556 79.2519
10166.015625 76.502 -53.4542
10166.381836 76.357 175.5302
10166.748047 76.147 42.9762
10167.114258 76.060 -90.0305
10167.480469 75.843 138.6689
10167.846680 75.639 6.5361
10168.212891 75.527 -125.8408
10168.579102 75.359 101.8609
10168.945312 75.141 -30.3825
10169.311523 74.938 -161.9097
10169.677734 74.477 65.8582
10170.043945 74.265 -65.7499
10170.410156 74.035 163.9004
10170.776367 73.642 32.1535
10171.142578 73.582 -97.4647
10171.508789 73.101 132.2996
10171.875000 72.995 0.8164
10172.241211 73.002 -127.4614
10172.607422 72.642 100.5675
10172.973633 72.621 -29.6120
10173.339844 72.177 -159.6287
10173.706055 72.002 69.3716
10174.072266 71.752 -60.3479
10174.438477 71.553 171.0348
10174.804688 71.311 42.6785
10175.170898 71.047 -86.7695
10175.537109 71.225 146.7617
10175.903320 71.470 20.1367
10176.269531 71.866 -108.1046
10176.635742 72.180 122.0129
10177.001953 72.639 -6.6305
10177.368164 73.246 -135.6234
10177.734375 73.776 93.4151
10178.100586 74.257 -36.7568
10178.466797 74.684 -169.6590
10178.833008 75.257 59.5480
10179.199219 75.581 -73.0860
10179.565430 76.040 154.4397
10179.931641 76.387 21.1446
10180.297852 76.706 -110.5814
10180.664062 77.162 115.7075
10181.030273 77.318 -16.6747
10181.396484 77.640 -150.7840
10181.762695 77.731 76.7070
10182.128906 77.856 -56.4681
10182.495117 78.156 170.2603
10182.861328 78.292 37.8242
10183.227539 78.341 -94.0586
10183.593750 78.459 131.6430
10183.959961 78.589 -0.6227
10184.326172 78.606 -133.8490
10184.692383 78.812 92.8403
10185.058594 78.924 -39.5619
10185.424805 78.954 -173.0345
10185.791016 79.006 53.7114
10186.157227 79.204 -78.8566
10186.523438 79.193 147.6852
10186.889648 79.304 15.0065
10187.255859 79.285 -118.3893
10187.622070 79.241 108.5304
10187.988281 79.387 -24.2560
10188.354492 79.347 -157.1970
10188.720703 79.315 70.2867
10189.086914 79.393 -63.1562
10189.453125 79.355 164.3799
10189.819336 79.374 30.7831
10190.185547 79.316 -101.7518
10190.551758 79.181 125.5889
10190.917969 79.231 -7.0286
10191.284180 79.156 -140.0414
10191.650391 79.210 87.2308
10192.016602 79.144 -45.8434
10192.382812 79.053 -178.6309
10192.749023 79.070 49.1390
10193.115234 78.941 -83.9872
10193.481445 78.868 143.3728
10193.847656 78.802 10.1006
10194.213867 78.634 -122.5450
10194.580078 78.488 105.3895
10194.946289 78.334 -27.3310
10195.312500 78.270 -160.3837
10195.678711 77.990 67.7001
10196.044922 77.886 -63.4806
10196.411133 77.907 164.1638
10196.777344 77.776 32.2929
10197.143555 77.837 -100.3675
10197.509766 77.759 127.8282
10197.875977 77.615 -4.8382
10198.242188 77.600 -137.1105
10198.608398 77.402 90.0501
10198.974609 77.293 -42.4901
10199.340820 77.127 -174.2446
10199.707031 76.954 52.8991
10200.073242 76.757 -79.4298
10200.439453 76.559 149.0646
10200.805664 76.253 17.8390
10201.171875 76.139 -114.0906
10201.538086 75.853 114.6622
10201.904297 75.647 -16.4285
10202.270508 75.511 -146.7218
10202.636719 75.430 82.7161
10203.002930 75.271 -48.4146
10203.369141 75.146 -178.2077
10203.735352 75.081 50.8129
10204.101562 75.128 -79.2443
10204.467773 75.186 149.8977
10204.833984 75.291 18.3744
10205.200195 75.517 -112.0750
10205.566406 75.595 116.6552
10205.932617 75.698 -14.9105
10206.298828 75.849 -146.0779
10206.665039 76.063 82.4738
10207.031250 76.156 -50.0489
10207.397461 76.245 177.6077
10207.763672 76.356 45.7339
10208.129883 76.382 -86.3622
10208.496094 76.358 141.8625
10208.862305 76.448 9.6145
10209.228516 76.573 -122.8483
10209.594727 76.514 104.8406
10209.960938 76.522 -27.8217
10210.327148 76.643 -159.1845
10210.693359 76.595 67.8586
10211.059570 76.603 -63.6321
10211.425781 76.748 163.7737
10211.791992 76.753 31.9606
10212.158203 76.709 -100.7565
10212.524414 76.727 127.1220
10212.890625 76.914 -5.9157
10213.256836 76.730 -137.7496
10213.623047 76.667 88.8880
10213.989258 76.720 -43.6375
10214.355469 76.505 -175.9491
10214.721680 76.545 51.5869
10215.087891 76.399 -81.7288
10215.454102 76.268 146.4340
10215.820312 76.038 14.0245
10216.186523 75.946 -117.4654
10216.552734 75.856 110.1207
10216.918945 75.580 -20.6121
10217.285156 75.546 -152.0569
10217.651367 75.359 76.7321
10218.017578 75.310 -55.6784
10218.383789 75.102 173.6041
10218.750000 75.233 42.9136
10219.116211 75.123 -89.0264
10219.482422 75.176 140.3615
10219.848633 75.151 8.1506
10220.214844 75.184 -124.1827
10220.581055 75.359 105.2079
10220.947266 75.391 -26.7580
10221.313477 75.259 -159.8892
10221.679688 75.131 68.5939
10222.045898 75.126 -63.8618
10222.412109 75.045 165.2736
10222.778320 74.839 33.1547
10223.144531 74.738 -98.6184
10223.510742 74.639 130.2552
10223.876953 74.531 -0.7362
10224.243164 74.479 -131.4284
10224.609375 74.330 97.8031
10224.975586 74.644 -33.2398
10225.341797 74.494 -164.7075
10225.708008 74.656 64.9033
10226.074219 74.744 -65.9964
10226.440430 74.736 162.9266
10226.806641 74.911 31.4801
10227.172852 75.139 -100.6269
10227.539062 75.173 128.0791
10227.905273 75.293 -4.1388
10228.271484 75.389 -135.3327
10228.637695 75.521 91.9003
10229.003906 75.511 -40.3809
10229.370117 75.541 -172.7559
10229.736328 75.371 55.6509
10230.102539 75.573 -78.3355
10230.468750 75.296 149.1582
10230.834961 75.434 17.8848
10231.201172 75.299 -113.9436
10231.567383 75.212 114.2225
10231.933594 75.188 -17.3361
10232.299805 75.077 -147.4090
10232.666016 74.935 80.8690
10233.032227 75.127 -49.8293
10233.398438 75.099 179.4158
10233.764648 75.154 47.1448
10234.130859 75.248 -82.4582
10234.497070 75.322 146.2121
10234.863281 75.491 13.6903
10235.229492 75.480 -117.9993
10235.595703 75.804 111.3224
10235.961914 75.866 -20.4082
10236.328125 76.078 -152.7903
10236.694336 76.174 75.3280
10237.060547 76.337 -57.7682
10237.426758 76.704 170.6431
10237.792969 76.745 36.8858
10238.159180 76.886 -95.6538
10238.525391 76.950 131.0521
10238.891602 76.955 -2.4448
10239.257812 77.062 -135.9703
10239.624023 77.014 91.0023
10239.990234 77.020 -42.5748
10240.356445 76.909 -175.7590
10240.722656 76.744 51.3424
10241.088867 76.478 -81.6725
10241.455078 76.334 145.4007
10241.821289 76.167 13.2987
10242.187500 75.857 -118.5356
10242.553711 75.648 110.1485
10242.919922 75.381 -21.6615
10243.286133 75.301 -152.6388
10243.652344 75.051 75.3810
10244.018555 74.789 -54.1727
10244.384766 74.784 173.0499
10244.750977 74.488 42.3335
10245.117188 74.480 -89.1386
10245.483398 74.391 140.6477
10245.849609 74.238 9.7760
10246.215820 74.120 -120.8991
10246.582031 74.045 109.4910
10246.948242 74.006 -21.3073
10247.314453 74.048 -151.2688
10247.680664 74.064 78.0522
10248.046875 74.156 -51.9101
10248.413086 74.257 177.3246
10248.779297 74.504 46.5543
10249.145508 74.640 -83.9616
10249.511719 74.821 146.0860
10249.877930 75.059 14.2170
10250.244141 75.315 -116.1725
10250.610352 75.529 111.6070
10250.976562 75.602 -19.3140
10251.342773 75.898 -150.0958
10251.708984 76.207 77.3563
10252.075195 76.429 -54.0680
10252.441406 76.708 173.4209
10252.807617 76.965 40.8623
10253.173828 77.176 -90.9781
10253.540039 77.425 134.6566
10253.906250 77.625 2.5839
10254.272461 77.741 -130.5404
10254.638672 77.650 96.6599
10255.004883 77.898 -36.0286
10255.371094 77.866 -169.5165
10255.737305 77.929 58.6228
10256.103516 78.023 -74.7926
10256.469727 78.007 153.5442
10256.835938 78.074 21.0790
10257.202148 78.206 -111.7262
10257.568359 78.178 115.6282
10257.934570 78.185 -17.1628
10258.300781 78.237 -149.1736
10258.666992 78.284 78.4591
10259.033203 78.389 -54.2884
10259.399414 78.356 173.5605
10259.765625 78.498 41.1913
10260.131836 78.509 -91.1140
10260.498047 78.604 136.3688
10260.864258 78.690 4.0679
10261.230469 78.846 -128.9948
10261.596680 79.001 98.4418
10261.962891 78.991 -34.2212
10262.329102 79.058 -166.9208
10262.695312 79.050 59.8932
10263.061523 79.038 -73.4910
10263.427734 79.078 153.8439
10263.793945 79.113 20.7900
10264.160156 79.091 -112.9551
10264.526367 78.998 114.0839
10264.892578 79.016 -19.1940
10265.258789 79.006 -151.3338
10265.625000 78.853 75.2283
10265.991211 78.896 -58.1786
10266.357422 78.667 169.3402
10266.723633 78.581 37.0537
10267.089844 78.414 -95.3462
10267.456055 78.443 131.7553
