* Generated by rew_pipeline.py (source UUID dfb65ea2-0ad3-4047-a78a-47ab03241470, calibrated to its own SPL at 100 Hz)
* Measurement: L.filtered.clean-fdw8
* Dated: 2026-Sep-12 16:10:00
* Note: ; Trace Arithmetic A times B A = L.nofdw.clean-fdw8 B = FLX-trimmed.clean-fdw8
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
8817.260742 66.648 99.9617
8817.443848 67.071 34.7017
8817.626953 67.435 -30.9709
8817.810059 67.723 -96.5114
8817.993164 67.995 -161.5744
8818.176270 68.320 133.6260
8818.359375 68.698 68.5356
8818.542480 69.057 2.8520
8818.725586 69.332 -63.2108
8818.908691 69.525 -129.2077
8819.091797 69.707 165.0636
8819.274902 69.951 99.3309
8819.458008 70.260 33.1135
8819.641113 70.577 -33.7742
8819.824219 70.845 -101.0443
8820.007324 71.057 -168.1958
8820.190430 71.257 125.0915
8820.373535 71.497 58.7360
8820.556641 71.787 -7.6262
8820.739746 72.086 -74.2996
8820.922852 72.346 -141.3220
8821.105957 72.542 151.4602
8821.289062 72.685 84.1956
8821.472168 72.798 16.9131
8821.655273 72.901 -50.4479
8821.838379 72.997 -117.9263
8822.021484 73.079 174.5259
8822.204590 73.150 107.0137
8822.387695 73.215 39.6208
8822.570801 73.282 -27.6400
8822.753906 73.353 -94.8218
8822.937012 73.423 -162.0043
8823.120117 73.483 130.7445
8823.303223 73.520 63.3970
8823.486328 73.529 -4.0173
8823.669434 73.512 -71.4227
8823.852539 73.482 -138.7506
8824.035645 73.461 153.9890
8824.218750 73.456 86.6904
8824.401855 73.458 19.2367
8824.584961 73.437 -48.3721
8824.768066 73.373 -115.9768
8824.951172 73.275 176.6343
8825.134277 73.176 109.5364
8825.317383 73.112 42.5587
8825.500488 73.079 -24.5986
8825.683594 73.040 -92.0918
8825.866699 72.949 -159.7735
8826.049805 72.798 132.7039
8826.232910 72.624 65.6092
8826.416016 72.484 -1.1110
8826.599121 72.401 -67.8188
8826.782227 72.344 -134.8769
8826.965332 72.253 157.6501
8827.148438 72.088 90.0066
8827.331543 71.854 22.5243
8827.514648 71.590 -44.6149
8827.697754 71.340 -111.4709
8827.880859 71.121 -178.2489
8828.063965 70.923 114.8727
8828.247070 70.724 47.8232
8828.430176 70.500 -19.3911
8828.613281 70.228 -86.7161
8828.796387 69.888 -154.0219
8828.979492 69.478 138.9141
8829.162598 69.027 72.3102
8829.345703 68.591 6.1832
8829.528809 68.214 -59.7586
8829.711914 67.885 -125.9161
8829.895020 67.542 167.5852
8830.078125 67.130 101.0552
8830.261230 66.647 35.0105
8830.444336 66.150 -30.2419
8830.627441 65.699 -94.8612
8830.810547 65.293 -159.2509
8830.993652 64.879 136.4560
8831.176758 64.425 72.5697
8831.359863 63.982 9.4361
8831.542969 63.643 -53.1124
8831.726074 63.441 -115.7357
8831.909180 63.310 -178.8781
8832.092285 63.179 117.6748
8832.275391 63.058 54.4004
8832.458496 63.016 -8.6376
8832.641602 63.079 -71.9049
8832.824707 63.181 -135.7700
8833.007812 63.237 159.9978
8833.190918 63.248 95.9448
8833.374023 63.298 32.2341
8833.557129 63.455 -31.6830
8833.740234 63.678 -96.5345
8833.923340 63.855 -162.4553
8834.106445 63.918 131.0726
8834.289551 63.891 64.6787
8834.472656 63.854 -1.4340
8834.655762 63.853 -67.5689
8834.838867 63.846 -134.0562
8835.021973 63.751 159.2467
8835.205078 63.527 92.9170
8835.388184 63.216 27.4868
8835.571289 62.899 -37.0366
8835.754395 62.602 -101.1423
8835.937500 62.258 -165.1480
8836.120605 61.791 131.3714
8836.303711 61.239 69.3586
8836.486816 60.810 9.2661
8836.669922 60.731 -49.9760
8836.853027 60.987 -110.2782
8837.036133 61.359 -172.4353
8837.219238 61.675 124.2083
8837.402344 61.922 60.6774
8837.585449 62.194 -2.5058
8837.768555 62.580 -65.5501
8837.951660 63.091 -129.0205
8838.134766 63.663 166.7136
8838.317871 64.219 101.6848
8838.500977 64.713 36.1820
8838.684082 65.146 -29.4792
8838.867188 65.552 -95.1482
8839.050293 65.968 -160.9420
8839.233398 66.401 132.8418
8839.416504 66.810 66.0018
8839.599609 67.138 -1.3305
8839.782715 67.358 -68.7102
8839.965820 67.504 -135.6531
8840.148926 67.656 157.9886
8840.332031 67.877 91.8398
8840.515137 68.152 25.2978
8840.698242 68.392 -41.9034
8840.881348 68.512 -109.4627
8841.064453 68.499 -176.7696
8841.247559 68.423 116.6240
8841.430664 68.387 50.6172
8841.613770 68.437 -15.3817
8841.796875 68.526 -81.8837
8841.979980 68.572 -148.8372
8842.163086 68.539 144.2678
8842.346191 68.470 77.9179
8842.529297 68.446 12.1432
8842.712402 68.504 -53.4919
8842.895508 68.601 -119.4115
8843.078613 68.660 174.4068
8843.261719 68.646 108.3647
8843.444824 68.594 42.8268
8843.627930 68.575 -22.2447
8843.811035 68.623 -87.2710
8843.994141 68.709 -152.6371
8844.177246 68.778 141.6667
8844.360352 68.815 75.9756
8844.543457 68.861 10.5889
8844.726562 68.980 -54.5388
8844.909668 69.200 -119.7805
8845.092773 69.485 174.5032
8845.275879 69.769 108.2667
8845.458984 70.000 41.7718
8845.642090 70.170 -24.6313
8845.825195 70.308 -90.7304
8846.008301 70.454 -156.5656
8846.191406 70.632 137.6207
8846.374512 70.834 71.5644
8846.557617 71.033 5.1485
8846.740723 71.208 -61.5614
8846.923828 71.357 -128.4129
8847.106934 71.496 164.7037
8847.290039 71.643 97.7862
8847.473145 71.801 30.7579
8847.656250 71.956 -36.4341
8847.839355 72.091 -103.7586
8848.022461 72.195 -171.1303
8848.205566 72.271 121.5103
8848.388672 72.325 54.1510
8848.571777 72.358 -13.2585
8848.754883 72.364 -80.7299
8848.937988 72.338 -148.1964
8849.121094 72.287 144.4470
8849.304199 72.223 77.2666
8849.487305 72.161 10.2518
8849.670410 72.103 -56.6508
8849.853516 72.040 -123.4760
8850.036621 71.965 169.7734
8850.219727 71.878 103.0864
8850.402832 71.776 36.4206
8850.585938 71.656 -30.2545
8850.769043 71.513 -96.8932
8850.952148 71.359 -163.3926
8851.135254 71.226 130.2848
8851.318359 71.139 64.0041
8851.501465 71.092 -2.4631
8851.684570 71.040 -69.1912
8851.867676 70.936 -135.9444
8852.050781 70.780 157.6960
8852.233887 70.628 91.9703
8852.416992 70.557 26.6157
8852.600098 70.578 -39.0275
8852.783203 70.622 -105.4516
8852.966309 70.591 -172.5616
8853.149414 70.446 120.2028
8853.332520 70.231 53.4207
8853.515625 70.040 -12.7481
8853.698730 69.940 -78.6739
8853.881836 69.911 -144.8613
8854.064941 69.877 148.5643
8854.248047 69.782 81.9209
8854.431152 69.632 15.6160
8854.614258 69.481 -50.2391
8854.797363 69.369 -115.9184
8854.980469 69.285 178.2012
8855.163574 69.181 111.9878
8855.346680 69.022 45.6096
8855.529785 68.804 -20.6623
8855.712891 68.548 -86.6419
8855.895996 68.274 -152.2590
8856.079102 67.998 142.5091
8856.262207 67.735 77.6489
8856.445312 67.505 13.0352
8856.628418 67.305 -51.5646
8856.811523 67.105 -116.3026
8856.994629 66.877 178.9267
8857.177734 66.631 114.3912
8857.360840 66.424 50.1841
8857.543945 66.302 -13.9800
8857.727051 66.242 -78.4775
8857.910156 66.175 -143.2590
8858.093262 66.066 152.2326
8858.276367 65.982 88.5335
8858.459473 66.035 25.4719
8858.642578 66.256 -37.8383
8858.825684 66.532 -102.0555
8859.008789 66.724 -166.9079
8859.191895 66.803 128.4695
8859.375000 66.872 64.6728
8859.558105 67.071 1.3674
8859.741211 67.425 -62.4356
8859.924316 67.824 -127.3086
8860.107422 68.155 167.0727
8860.290527 68.407 101.4166
8860.473633 68.660 36.0794
8860.656738 68.990 -29.2349
8860.839844 69.383 -95.0723
8861.022949 69.761 -161.5840
8861.206055 70.063 131.6074
8861.389160 70.303 65.0066
8861.572266 70.550 -1.2257
8861.755371 70.853 -67.4135
8861.938477 71.195 -134.0315
8862.121582 71.508 158.7427
8862.304688 71.738 91.1168
8862.487793 71.884 23.4300
8862.670898 71.985 -44.1375
8862.854004 72.085 -111.6713
8863.037109 72.202 -179.3918
8863.220215 72.320 112.5700
8863.403320 72.418 44.2744
8863.586426 72.483 -24.0996
8863.769531 72.518 -92.3856
8863.952637 72.530 -160.5049
8864.135742 72.519 131.5364
8864.318848 72.483 63.6847
8864.501953 72.413 -4.1340
8864.685059 72.297 -71.9854
8864.868164 72.126 -139.8833
8865.051270 71.896 152.2463
8865.234375 71.622 84.5367
8865.417480 71.341 17.0680
8865.600586 71.090 -50.2487
8865.783691 70.879 -117.6446
8865.966797 70.672 174.7127
8866.149902 70.413 106.9193
8866.333008 70.067 39.3236
8866.516113 69.652 -27.7039
8866.699219 69.224 -94.0681
8866.882324 68.835 -160.0731
8867.065430 68.481 133.8193
8867.248535 68.108 67.4127
8867.431641 67.672 0.9454
8867.614746 67.179 -65.1198
8867.797852 66.687 -130.4564
8867.980957 66.263 164.8949
8868.164062 65.936 100.6090
8868.347168 65.684 36.3586
8868.530273 65.462 -28.0206
8868.713379 65.223 -92.5496
8868.896484 64.929 -157.1082
8869.079590 64.570 138.6173
8869.262695 64.197 75.0130
8869.445801 63.930 12.0799
8869.628906 63.864 -50.9583
8869.812012 63.945 -115.1573
8869.995117 63.988 179.2329
8870.178223 63.833 113.1003
8870.361328 63.463 47.9109
8870.544434 63.049 -15.2643
8870.727539 62.838 -76.8677
8870.910645 62.892 -138.7512
8871.093750 62.993 157.8741
8871.276855 62.909 93.5942
8871.459961 62.609 29.9005
8871.643066 62.283 -32.2332
8871.826172 62.165 -93.3660
8872.009277 62.284 -154.9681
8872.192383 62.479 142.4665
8872.375488 62.658 79.7766
8872.558594 62.925 17.7447
8872.741699 63.439 -44.1541
8872.924805 64.182 -107.2902
8873.107910 64.960 -172.2689
8873.291016 65.611 121.4775
8873.474121 66.110 54.8777
8873.657227 66.531 -11.5425
8873.840332 66.959 -77.8956
8874.023438 67.410 -144.6032
8874.206543 67.835 148.1312
8874.389648 68.188 80.4841
8874.572754 68.461 12.7592
8874.755859 68.680 -54.9126
8874.938965 68.864 -122.6348
8875.122070 69.002 169.4487
8875.305176 69.073 101.3577
8875.488281 69.073 33.2659
8875.671387 69.035 -34.6955
8875.854492 68.992 -102.6001
8876.037598 68.951 -170.6549
8876.220703 68.874 121.0594
8876.403809 68.721 52.7514
8876.586914 68.486 -15.2038
8876.770020 68.210 -82.5859
8876.953125 67.940 -149.5876
8877.136230 67.674 143.2947
8877.319336 67.340 75.7230
8877.502441 66.848 7.8739
8877.685547 66.162 -59.6274
8877.868652 65.336 -126.0988
8878.051758 64.487 168.6919
8878.234863 63.701 104.3119
8878.417969 62.935 40.2391
8878.601074 62.064 -23.1864
8878.784180 61.052 -84.5127
8878.967285 60.135 -142.1798
8879.150391 59.761 163.1471
8879.333496 60.068 108.0294
8879.516602 60.691 50.3705
8879.699707 61.327 -9.0219
8879.882812 61.982 -68.9490
8880.065918 62.777 -129.4885
8880.249023 63.706 168.4692
8880.432129 64.628 104.5820
8880.615234 65.424 39.4151
8880.798340 66.083 -26.1834
8880.981445 66.676 -91.7238
8881.164551 67.271 -157.2914
8881.347656 67.876 136.7479
8881.530762 68.434 70.2474
8881.713867 68.894 3.4689
8881.896973 69.261 -63.1467
8882.080078 69.591 -129.3564
8882.263184 69.951 164.6680
8882.446289 70.353 98.4998
8882.629395 70.755 31.8709
8882.812500 71.102 -35.0962
8882.995605 71.385 -102.0389
8883.178711 71.644 -168.6920
8883.361816 71.934 124.8733
8883.544922 72.275 58.3230
8883.728027 72.632 -8.6083
8883.911133 72.958 -75.8743
8884.094238 73.232 -143.1895
8884.277344 73.479 149.7004
8884.460449 73.742 82.7930
8884.643555 74.044 15.8366
8884.826660 74.363 -51.4318
8885.009766 74.655 -119.0571
8885.192871 74.889 173.1454
8885.375977 75.066 105.4248
8885.559082 75.211 37.9174
8885.742188 75.353 -29.4165
8885.925293 75.503 -96.7191
8886.108398 75.656 -164.1104
8886.291504 75.798 128.3721
8886.474609 75.923 60.7437
8886.657715 76.027 -6.9757
8886.840820 76.107 -74.7670
8887.023926 76.160 -142.5877
8887.207031 76.187 149.6309
8887.390137 76.196 81.9437
8887.573242 76.197 14.3506
8887.756348 76.192 -53.1890
8887.939453 76.170 -120.6892
8888.122559 76.124 171.9118
8888.305664 76.055 104.7144
8888.488770 75.982 37.7538
8888.671875 75.922 -29.0672
8888.854980 75.874 -95.9181
8889.038086 75.819 -162.8911
8889.221191 75.737 130.0876
8889.404297 75.632 63.1878
8889.587402 75.529 -3.4914
8889.770508 75.457 -70.0289
8889.953613 75.419 -136.6085
8890.136719 75.392 156.6740
8890.319824 75.348 89.9166
8890.502930 75.283 23.3183
8890.686035 75.222 -43.0189
8890.869141 75.191 -109.2027
8891.052246 75.192 -175.4622
8891.235352 75.198 118.0575
8891.418457 75.181 51.4000
8891.601562 75.135 -15.2843
8891.784668 75.071 -81.8918
8891.967773 75.005 -148.4318
8892.150879 74.936 145.0442
8892.333984 74.857 78.5498
8892.517090 74.767 12.1711
8892.700195 74.680 -54.0391
8892.883301 74.615 -120.1550
8893.066406 74.573 173.6650
8893.249512 74.535 107.3259
8893.432617 74.483 40.8841
8893.615723 74.417 -25.5229
8893.798828 74.353 -91.8267
8893.981934 74.308 -158.0961
8894.165039 74.276 135.5516
8894.348145 74.234 69.0972
8894.531250 74.168 2.6498
8894.714355 74.085 -63.6724
8894.897461 74.005 -129.8850
8895.080566 73.934 163.8601
8895.263672 73.855 97.4302
8895.446777 73.740 30.8669
8895.629883 73.580 -35.6242
8895.812988 73.396 -101.8341
8895.996094 73.226 -167.7188
8896.179199 73.094 126.5801
8896.362305 72.999 60.8824
8896.545410 72.915 -4.8719
8896.728516 72.826 -70.6114
8896.911621 72.729 -136.2407
8897.094727 72.632 158.2721
8897.277832 72.540 92.9048
8897.460938 72.456 27.6318
8897.644043 72.386 -37.5737
8897.827148 72.337 -102.7805
8898.010254 72.305 -168.0876
8898.193359 72.274 126.4771
8898.376465 72.229 61.0341
8898.559570 72.186 -4.2228
8898.742676 72.186 -69.2389
8898.925781 72.269 -134.2437
8899.108887 72.425 160.3835
8899.291992 72.601 94.4479
8899.475098 72.735 28.1205
8899.658203 72.804 -38.1939
8899.841309 72.837 -104.1507
8900.024414 72.882 -169.7003
8900.207520 72.973 124.9113
8900.390625 73.099 59.3772
8900.573730 73.226 -6.4380
8900.756836 73.331 -72.4881
8900.939941 73.414 -138.6965
8901.123047 73.487 154.9317
8901.306152 73.554 88.3410
8901.489258 73.607 21.5371
8901.672363 73.641 -45.3634
8901.855469 73.662 -112.1998
8902.038574 73.691 -178.8857
8902.221680 73.740 114.5335
8902.404785 73.809 47.9330
8902.587891 73.876 -18.7884
8902.770996 73.920 -85.6515
8902.954102 73.926 -152.6163
8903.137207 73.891 140.3727
8903.320312 73.819 73.3631
8903.503418 73.720 6.3974
8903.686523 73.606 -60.4853
8903.869629 73.487 -127.2569
8904.052734 73.370 166.0930
8904.235840 73.255 99.5659
8904.418945 73.139 33.1583
8904.602051 73.021 -33.1595
8904.785156 72.898 -99.4731
8904.968262 72.760 -165.9043
8905.151367 72.586 127.4770
8905.334473 72.361 60.7403
8905.517578 72.088 -5.9164
8905.700684 71.805 -72.3057
8905.883789 71.562 -138.4234
8906.066895 71.388 155.5258
8906.250000 71.265 89.3331
8906.433105 71.141 23.0261
8906.616211 70.985 -43.1311
8906.799316 70.803 -108.8879
8906.982422 70.626 -174.2744
8907.165527 70.464 120.3964
8907.348633 70.280 54.8392
8907.531738 70.027 -10.9085
8907.714844 69.696 -76.5332
8907.897949 69.338 -141.7844
8908.081055 69.023 153.2195
8908.264160 68.771 88.0779
8908.447266 68.532 22.5650
8908.630371 68.243 -43.0838
8908.813477 67.890 -108.3862
8908.996582 67.514 -173.0746
8909.179688 67.146 122.6863
8909.362793 66.752 58.6419
8909.545898 66.265 -4.9859
8909.729004 65.689 -67.4341
8909.912109 65.172 -128.1226
8910.095215 64.917 172.3436
8910.278320 64.951 112.4352
8910.461426 65.098 51.4533
8910.644531 65.227 -9.8573
8910.827637 65.408 -70.5357
8911.010742 65.812 -130.7993
8911.193848 66.469 168.0519
8911.376953 67.214 105.2271
8911.560059 67.880 41.1589
8911.743164 68.443 -23.2718
8911.926270 68.984 -87.6419
8912.109375 69.577 -152.2357
8912.292480 70.204 142.4577
8912.475586 70.795 76.3685
8912.658691 71.303 9.8837
8912.841797 71.749 -56.5740
8913.024902 72.185 -122.9212
8913.208008 72.635 170.5914
8913.391113 73.070 103.7299
8913.574219 73.442 36.5666
8913.757324 73.737 -30.5874
8913.940430 73.994 -97.4897
8914.123535 74.265 -164.2107
8914.306641 74.572 128.9254
8914.489746 74.884 61.6648
8914.672852 75.153 -5.9357
8914.855957 75.357 -73.5764
8915.039062 75.516 -140.9774
8915.222168 75.669 151.9092
8915.405273 75.836 84.9037
8915.588379 76.005 17.8059
8915.771484 76.147 -49.4169
8915.954590 76.248 -116.6396
8916.137695 76.323 176.2573
8916.320801 76.396 109.2522
8916.503906 76.482 42.2006
8916.687012 76.570 -25.0165
8916.870117 76.641 -92.3777
8917.053223 76.687 -159.7432
8917.236328 76.717 133.0272
8917.419434 76.748 65.9796
8917.602539 76.788 -0.9321
8917.785645 76.837 -67.7746
8917.968750 76.884 -134.5777
8918.151855 76.924 158.6574
8918.334961 76.956 91.9193
8918.518066 76.977 25.1767
8918.701172 76.985 -41.5946
8918.884277 76.978 -108.3866
8919.067383 76.958 -175.1715
8919.250488 76.934 118.0639
8919.433594 76.913 51.3040
8919.616699 76.895 -15.4717
8919.799805 76.876 -82.2581
8919.982910 76.853 -149.0239
8920.166016 76.825 144.2608
8920.349121 76.788 77.6066
8920.532227 76.742 11.0167
8920.715332 76.683 -55.4941
8920.898438 76.616 -121.9131
8921.081543 76.551 171.7301
8921.264648 76.495 105.3529
8921.447754 76.439 38.8806
8921.630859 76.372 -27.6649
8921.813965 76.285 -94.1462
8921.997070 76.194 -160.4067
8922.180176 76.123 133.5851
8922.363281 76.092 67.6847
8922.546387 76.088 1.6940
8922.729492 76.075 -64.4491
8922.912598 76.028 -130.6119
8923.095703 75.954 163.4015
8923.278809 75.885 97.6506
8923.461914 75.852 31.9787
8923.645020 75.854 -33.8505
8923.828125 75.862 -99.9259
8924.011230 75.849 -166.1105
8924.194336 75.817 127.8267
8924.377441 75.789 62.0096
8924.560547 75.784 -3.6306
8924.743652 75.798 -69.2516
8924.926758 75.809 -134.9274
8925.109863 75.798 159.4084
8925.292969 75.770 93.8617
8925.476074 75.747 28.4439
8925.659180 75.750 -36.9542
8925.842285 75.781 -102.4625
8926.025391 75.833 -168.1223
8926.208496 75.903 126.1153
8926.391602 75.995 60.3047
8926.574707 76.110 -5.5533
8926.757812 76.241 -71.4824
8926.940918 76.374 -137.4658
8927.124023 76.500 156.5619
8927.307129 76.622 90.6459
8927.490234 76.753 24.7393
8927.673340 76.896 -41.2854
8927.856445 77.040 -107.5414
8928.039551 77.169 -174.0379
8928.222656 77.273 119.3201
8928.405762 77.357 52.6522
8928.588867 77.436 -13.9826
8928.771973 77.522 -80.6097
8928.955078 77.616 -147.2928
8929.138184 77.706 145.9325
8929.321289 77.785 79.0849
8929.504395 77.847 12.2130
8929.687500 77.897 -54.6466
8929.870605 77.941 -121.4942
8930.053711 77.986 171.6401
8930.236816 78.030 104.7227
8930.419922 78.067 37.7426
8930.603027 78.089 -29.2755
8930.786133 78.090 -96.2754
8930.969238 78.071 -163.1932
8931.152344 78.038 130.0074
8931.335449 78.001 63.3050
8931.518555 77.966 -3.3782
8931.701660 77.932 -70.1355
8931.884766 77.888 -137.0151
8932.067871 77.823 156.0161
8932.250977 77.734 89.0584
8932.434082 77.626 22.2242
8932.617188 77.515 -44.4215
8932.800293 77.415 -110.8901
8932.983398 77.332 -177.2491
8933.166504 77.261 116.4303
8933.349609 77.193 50.1164
8933.532715 77.120 -16.1797
8933.715820 77.042 -82.4353
8933.898926 76.967 -148.6543
8934.082031 76.900 145.1259
8934.265137 76.838 78.8672
8934.448242 76.775 12.5799
8934.631348 76.708 -53.6608
8934.814453 76.642 -119.7582
8934.997559 76.595 174.3211
8935.180664 76.584 108.4891
8935.363770 76.606 42.5714
8935.546875 76.643 -23.5738
8935.729980 76.663 -89.9527
8935.913086 76.651 -156.4398
8936.096191 76.610 137.1194
8936.279297 76.564 70.7868
8936.462402 76.534 4.4869
8936.645508 76.521 -61.9205
8936.828613 76.511 -128.5148
8937.011719 76.483 164.7486
8937.194824 76.431 97.9926
8937.377930 76.361 31.3190
8937.561035 76.286 -35.2533
8937.744141 76.214 -101.7687
8937.927246 76.142 -168.2647
8938.110352 76.065 125.2726
8938.293457 75.985 58.8854
8938.476562 75.910 -7.4117
8938.659668 75.846 -73.6566
8938.842773 75.789 -139.9048
8939.025879 75.729 153.8266
8939.208984 75.659 87.5784
8939.392090 75.580 21.4091
8939.575195 75.502 -44.6643
8939.758301 75.437 -110.6961
8939.941406 75.390 -176.7866
8940.124512 75.356 116.9771
8940.307617 75.322 50.5708
8940.490723 75.281 -15.9570
8940.673828 75.230 -82.5176
8940.856934 75.179 -149.0386
8941.040039 75.139 144.4851
8941.223145 75.114 77.9838
8941.406250 75.096 11.3683
8941.589355 75.062 -55.3853
8941.772461 74.996 -122.1965
8941.955566 74.896 171.0698
8942.138672 74.780 104.4893
8942.321777 74.674 37.9900
8942.504883 74.585 -28.6134
8942.687988 74.494 -95.4680
8942.871094 74.372 -162.5490
8943.054199 74.203 130.3305
8943.237305 73.997 63.3764
8943.420410 73.778 -3.3394
8943.603516 73.565 -69.9071
8943.786621 73.347 -136.4499
8943.969727 73.103 157.0329
8944.152832 72.827 90.6720
8944.335938 72.538 24.5684
8944.519043 72.269 -41.3721
8944.702148 72.027 -107.4078
8944.885254 71.783 -173.7184
8945.068359 71.497 119.7990
8945.251465 71.158 53.4761
8945.434570 70.799 -12.3998
8945.617676 70.467 -77.8379
8945.800781 70.177 -143.1117
8945.983887 69.887 151.5800
8946.166992 69.543 86.3924
8946.350098 69.138 21.7279
8946.533203 68.733 -42.1806
8946.716309 68.403 -105.6172
8946.899414 68.155 -169.2067
8947.082520 67.919 126.7158
8947.265625 67.625 62.4494
8947.448730 67.290 -1.3818
8947.631836 67.019 -64.4777
8947.814941 66.907 -127.2651
8947.998047 66.941 169.5002
8948.181152 67.005 105.5670
8948.364258 67.006 41.4167
8948.547363 66.952 -22.2443
8948.730469 66.935 -85.1595
8948.913574 67.041 -147.8210
8949.096680 67.252 148.9720
8949.279785 67.469 84.8617
8949.462891 67.606 20.1343
8949.645996 67.652 -44.6427
8949.829102 67.666 -109.0660
8950.012207 67.724 -173.1310
8950.195312 67.865 122.8580
8950.378418 68.074 58.5995
8950.561523 68.309 -5.9900
8950.744629 68.537 -70.8124
8950.927734 68.742 -135.7281
8951.110840 68.920 159.3702
8951.293945 69.078 94.5636
8951.477051 69.234 29.9059
8951.660156 69.417 -34.6403
8951.843262 69.651 -99.2588
8952.026367 69.935 -164.2075
8952.209473 70.234 130.3722
8952.392578 70.508 64.5872
8952.575684 70.739 -1.2723
8952.758789 70.948 -66.9471
8952.941895 71.174 -132.4141
8953.125000 71.440 162.0971
8953.308105 71.727 96.3236
8953.491211 71.993 30.2189
8953.674316 72.215 -36.0164
8953.857422 72.408 -102.1349
8954.040527 72.618 -168.0876
8954.223633 72.875 125.9028
8954.406738 73.168 59.5342
8954.589844 73.450 -7.3003
8954.772949 73.676 -74.4305
8954.956055 73.838 -141.5619
8955.139160 73.960 151.5030
8955.322266 74.075 84.7462
8955.505371 74.197 17.9994
8955.688477 74.319 -48.8778
8955.871582 74.425 -115.8876
8956.054688 74.512 177.0557
8956.237793 74.591 110.0024
8956.420898 74.672 42.9134
8956.604004 74.746 -24.2688
8956.787109 74.796 -91.5120
8956.970215 74.814 -158.6768
8957.153320 74.812 134.3785
8957.336426 74.818 67.6641
8957.519531 74.851 1.0236
8957.702637 74.907 -65.7517
8957.885742 74.956 -132.7610
8958.068848 74.972 160.0663
8958.251953 74.943 92.9010
8958.435059 74.878 25.9032
8958.618164 74.796 -40.8500
8958.801270 74.716 -107.3748
8958.984375 74.656 -173.7620
8959.167480 74.620 119.8460
8959.350586 74.604 53.2973
8959.533691 74.586 -13.4903
8959.716797 74.541 -80.4543
8959.899902 74.457 -147.3923
8960.083008 74.349 145.9218
8960.266113 74.254 79.5717
8960.449219 74.200 13.4137
8960.632324 74.184 -52.8152
8960.815430 74.168 -119.2728
8960.998535 74.111 174.1112
8961.181641 74.000 107.5533
8961.364746 73.856 41.2235
8961.547852 73.715 -24.8940
8961.730957 73.602 -90.9755
8961.914062 73.513 -157.1945
8962.097168 73.431 136.4172
8962.280273 73.344 69.9668
8962.463379 73.255 3.5991
8962.646484 73.174 -62.5931
8962.829590 73.111 -128.5948
8963.012695 73.075 165.5415
8963.195801 73.064 99.7070
8963.378906 73.069 33.7634
8963.562012 73.069 -32.3866
8963.745117 73.041 -98.7238
8963.928223 72.976 -165.1161
8964.111328 72.890 128.5742
8964.294434 72.813 62.3599
8964.477539 72.761 -3.8887
8964.660645 72.725 -70.3046
8964.843750 72.680 -136.8708
8965.026855 72.612 156.5677
8965.209961 72.534 90.1304
8965.393066 72.463 23.7535
8965.576172 72.390 -42.7472
8965.759277 72.282 -109.4439
8965.942383 72.106 -176.1543
8966.125488 71.874 117.4284
8966.308594 71.639 51.4233
8966.491699 71.452 -14.4337
8966.674805 71.303 -80.5790
8966.857910 71.124 -147.1516
8967.041016 70.857 146.2134
8967.224121 70.516 80.1159
8967.407227 70.191 14.8664
8967.590332 69.973 -49.8677
8967.773438 69.861 -114.7706
8967.956543 69.766 179.8487
8968.139648 69.606 114.3279
8968.322754 69.388 49.2301
8968.505859 69.184 -15.2571
8968.688965 69.049 -79.5072
8968.872070 68.956 -143.9826
8969.055176 68.841 151.3248
8969.238281 68.698 86.8172
8969.421387 68.598 22.6943
8969.604492 68.615 -41.4479
8969.787598 68.723 -106.2458
8969.970703 68.821 -171.8273
8970.153809 68.837 122.3384
8970.336914 68.793 56.9193
8970.520020 68.776 -7.9001
8970.703125 68.840 -72.5636
8970.886230 68.945 -137.6025
8971.069336 69.008 156.9449
8971.252441 68.999 91.4541
8971.435547 68.963 26.1794
8971.618652 68.957 -39.0955
8971.801758 68.975 -104.8027
8971.984863 68.950 -171.0081
8972.167969 68.839 122.7723
8972.351074 68.684 57.1576
8972.534180 68.590 -7.7229
8972.717285 68.620 -72.4337
8972.900391 68.718 -137.6331
8973.083496 68.770 156.6440
8973.266602 68.719 90.9431
8973.449707 68.613 25.7666
8973.632812 68.547 -38.9768
8973.815918 68.558 -103.8886
8973.999023 68.588 -169.3795
8974.182129 68.567 124.7849
8974.365234 68.501 59.1818
8974.548340 68.469 -5.9187
8974.731445 68.531 -70.8660
8974.914551 68.649 -136.1958
8975.097656 68.718 158.0519
8975.280762 68.674 92.4166
8975.463867 68.555 27.4889
8975.646973 68.466 -36.7110
8975.830078 68.473 -100.8465
8976.013184 68.529 -165.6075
8976.196289 68.538 128.9719
8976.379395 68.459 63.4422
8976.562500 68.341 -1.6346
8976.745605 68.275 -66.1703
8976.928711 68.304 -130.5311
8977.111816 68.394 164.9576
8977.294922 68.488 100.3624
8977.478027 68.572 35.9627
8977.661133 68.675 -28.1437
8977.844238 68.825 -92.1772
8978.027344 69.009 -156.4326
8978.210449 69.198 139.0144
8978.393555 69.380 74.3035
8978.576660 69.579 9.5639
8978.759766 69.825 -55.2425
8978.942871 70.128 -120.2644
8979.125977 70.470 174.3961
8979.309082 70.825 108.7463
8979.492188 71.170 42.8534
