* Measurement data measured by REW V5.40 beta 133
* Source: /home/giacomo/DRC/DRC-120.green/X801.wav
* Format: Imported Impulse Response, 48000.0 Hz sampling
* Dated: Sep 12, 2026, 10:33:15 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Impulse Response imported from /home/giacomo/DRC/DRC-120.green/X801.wav 131072 samples (2.73 s) of 32-bit Float data at 48 kHz
* Measurement: X801
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
223.022443 -0.010 112.8778
223.388654 -0.010 113.0813
223.754865 -0.010 113.2848
224.121076 -0.010 113.4884
224.487286 -0.010 113.6920
224.853497 -0.010 113.8956
225.219708 -0.010 114.0993
225.585919 -0.010 114.3029
225.952130 -0.010 114.5066
226.318341 -0.010 114.7103
226.684552 -0.010 114.9140
227.050763 -0.010 115.1178
227.416974 -0.010 115.3216
227.783185 -0.010 115.5253
228.149396 -0.010 115.7291
228.515606 -0.010 115.9330
228.881817 -0.010 116.1368
229.248028 -0.010 116.3407
229.614239 -0.010 116.5445
229.980450 -0.010 116.7484
230.346661 -0.010 116.9523
230.712872 -0.010 117.1562
231.079083 -0.010 117.3602
231.445294 -0.010 117.5641
231.811505 -0.010 117.7681
232.177716 -0.010 117.9721
232.543926 -0.010 118.1760
232.910137 -0.010 118.3800
233.276348 -0.010 118.5840
233.642559 -0.010 118.7881
234.008770 -0.010 118.9921
234.374981 -0.010 119.1961
234.741192 -0.010 119.4002
235.107403 -0.010 119.6043
235.473614 -0.010 119.8083
235.839825 -0.010 120.0124
236.206035 -0.010 120.2165
236.572246 -0.010 120.4206
236.938457 -0.010 120.6247
237.304668 -0.010 120.8288
237.670879 -0.010 121.0329
238.037090 -0.010 121.2370
238.403301 -0.010 121.4412
238.769512 -0.010 121.6453
239.135723 -0.010 121.8494
239.501934 -0.010 122.0535
239.868145 -0.010 122.2577
240.234355 -0.010 122.4618
240.600566 -0.010 122.6659
240.966777 -0.010 122.8701
241.332988 -0.010 123.0742
241.699199 -0.010 123.2784
242.065410 -0.010 123.4825
242.431621 -0.010 123.6867
242.797832 -0.010 123.8908
243.164043 -0.010 124.0949
243.530254 -0.010 124.2991
243.896465 -0.010 124.5032
244.262675 -0.010 124.7073
244.628886 -0.010 124.9115
244.995097 -0.010 125.1156
245.361308 -0.010 125.3197
245.727519 -0.010 125.5238
246.093730 -0.010 125.7279
246.459941 -0.010 125.9320
246.826152 -0.010 126.1361
247.192363 -0.010 126.3402
247.558574 -0.010 126.5443
247.924785 -0.010 126.7484
248.290995 -0.010 126.9524
248.657206 -0.010 127.1565
249.023417 -0.010 127.3605
249.389628 -0.010 127.5645
249.755839 -0.010 127.7686
250.122050 -0.010 127.9726
250.488261 -0.010 128.1765
250.854472 -0.010 128.3805
251.220683 -0.010 128.5845
251.586894 -0.010 128.7884
251.953105 -0.010 128.9924
252.319315 -0.010 129.1963
252.685526 -0.010 129.4002
253.051737 -0.010 129.6041
253.417948 -0.010 129.8080
253.784159 -0.010 130.0118
254.150370 -0.010 130.2157
254.516581 -0.010 130.4195
254.882792 -0.010 130.6233
255.249003 -0.010 130.8271
255.615214 -0.010 131.0308
255.981425 -0.010 131.2346
256.347635 -0.010 131.4383
256.713846 -0.010 131.6420
257.080057 -0.010 131.8457
257.446268 -0.010 132.0493
257.812479 -0.010 132.2529
258.178690 -0.010 132.4565
258.544901 -0.010 132.6601
258.911112 -0.010 132.8637
259.277323 -0.010 133.0672
259.643534 -0.010 133.2707
260.009744 -0.010 133.4742
260.375955 -0.010 133.6777
260.742166 -0.010 133.8811
261.108377 -0.010 134.0845
261.474588 -0.010 134.2879
261.840799 -0.010 134.4912
262.207010 -0.010 134.6945
262.573221 -0.010 134.8978
262.939432 -0.010 135.1010
263.305643 -0.010 135.3042
263.671854 -0.010 135.5074
264.038064 -0.010 135.7106
264.404275 -0.010 135.9137
264.770486 -0.010 136.1168
265.136697 -0.010 136.3198
265.502908 -0.010 136.5228
265.869119 -0.010 136.7258
266.235330 -0.010 136.9288
266.601541 -0.010 137.1317
266.967752 -0.010 137.3345
267.333963 -0.010 137.5374
267.700174 -0.010 137.7402
268.066384 -0.010 137.9429
268.432595 -0.010 138.1456
268.798806 -0.010 138.3483
269.165017 -0.010 138.5510
269.531228 -0.010 138.7536
269.897439 -0.010 138.9561
270.263650 -0.010 139.1586
270.629861 -0.010 139.3611
270.996072 -0.010 139.5635
271.362283 -0.010 139.7659
271.728494 -0.010 139.9683
272.094704 -0.010 140.1706
272.460915 -0.010 140.3728
272.827126 -0.010 140.5750
273.193337 -0.010 140.7772
273.559548 -0.010 140.9793
273.925759 -0.010 141.1814
274.291970 -0.010 141.3834
274.658181 -0.010 141.5854
275.024392 -0.010 141.7873
275.390603 -0.010 141.9891
275.756814 -0.010 142.1909
276.123024 -0.010 142.3927
276.489235 -0.010 142.5944
276.855446 -0.010 142.7961
277.221657 -0.010 142.9977
277.587868 -0.010 143.1993
277.954079 -0.010 143.4008
278.320290 -0.010 143.6022
278.686501 -0.010 143.8036
279.052712 -0.010 144.0050
279.418923 -0.010 144.2063
279.785134 -0.010 144.4075
280.151344 -0.010 144.6087
280.517555 -0.010 144.8098
280.883766 -0.010 145.0109
281.249977 -0.010 145.2119
281.616188 -0.010 145.4128
281.982399 -0.010 145.6137
282.348610 -0.010 145.8145
282.714821 -0.010 146.0153
283.081032 -0.010 146.2160
283.447243 -0.010 146.4166
283.813453 -0.010 146.6172
284.179664 -0.010 146.8177
284.545875 -0.010 147.0182
284.912086 -0.010 147.2186
285.278297 -0.010 147.4189
285.644508 -0.010 147.6192
286.010719 -0.010 147.8194
286.376930 -0.010 148.0195
286.743141 -0.010 148.2196
287.109352 -0.010 148.4196
287.475563 -0.010 148.6195
287.841773 -0.010 148.8193
288.207984 -0.010 149.0191
288.574195 -0.010 149.2189
288.940406 -0.010 149.4185
289.306617 -0.010 149.6181
289.672828 -0.010 149.8176
290.039039 -0.010 150.0171
290.405250 -0.010 150.2164
290.771461 -0.010 150.4157
291.137672 -0.010 150.6150
291.503883 -0.010 150.8141
291.870093 -0.010 151.0132
292.236304 -0.010 151.2122
292.602515 -0.010 151.4111
292.968726 -0.010 151.6100
293.334937 -0.010 151.8088
293.701148 -0.010 152.0075
294.067359 -0.010 152.2061
294.433570 -0.010 152.4046
294.799781 -0.010 152.6031
295.165992 -0.010 152.8015
295.532203 -0.010 152.9998
295.898413 -0.010 153.1980
296.264624 -0.010 153.3962
296.630835 -0.010 153.5943
296.997046 -0.010 153.7923
297.363257 -0.010 153.9902
297.729468 -0.010 154.1880
298.095679 -0.010 154.3858
298.461890 -0.010 154.5834
298.828101 -0.010 154.7810
