* Generated by rew_pipeline.py (source UUID 7e7ffd0f-409a-4ea4-9b14-d7aa3d850d0c, calibrated to its own SPL at 100 Hz)
* Measurement: R.filtered.clean-fdw6-peq
* Dated: 2026-Sep-13 14:43:17
* Note: ; Trace Arithmetic A times B A = R.nofdw.clean-fdw6-peq B = FRX-trimmed.clean-fdw6-peq
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
17108.825684 74.447 23.0167
17109.008789 74.384 -43.1098
17109.191895 74.350 -109.0173
17109.375000 74.361 -174.9404
17109.558105 74.403 118.8824
17109.741211 74.440 52.3542
17109.924316 74.441 -14.4230
17110.107422 74.392 -81.2076
17110.290527 74.311 -147.7548
17110.473633 74.241 146.0354
17110.656738 74.219 80.0430
17110.839844 74.255 14.0024
17111.022949 74.324 -52.3078
17111.206055 74.379 -118.9149
17111.389160 74.388 174.3471
17111.572266 74.343 107.7164
17111.755371 74.262 41.3621
17111.938477 74.172 -24.6957
17112.121582 74.096 -90.5625
17112.304688 74.038 -156.3693
17112.487793 73.997 137.8092
17112.670898 73.972 71.9500
17112.854004 73.966 6.0180
17113.037109 73.975 -60.0600
17113.220215 73.980 -126.3326
17113.403320 73.953 167.2674
17113.586426 73.878 100.9382
17113.769531 73.767 34.8999
17113.952637 73.660 -30.7812
17114.135742 73.593 -96.2891
17114.318848 73.567 -161.9407
17114.501953 73.551 132.0841
17114.685059 73.506 65.9031
17114.868164 73.431 -0.1705
17115.051270 73.365 -65.9063
17115.234375 73.358 -131.3841
17115.417480 73.422 163.0632
17115.600586 73.508 97.1832
17115.783691 73.553 31.0694
17115.966797 73.526 -34.9065
17116.149902 73.460 -100.4139
17116.333008 73.419 -165.4824
17116.516113 73.446 129.4598
17116.699219 73.516 63.9374
17116.882324 73.570 -2.1687
17117.065430 73.566 -68.5734
17117.248535 73.520 -134.8698
17117.431641 73.489 159.1411
17117.614746 73.519 93.3240
17117.797852 73.609 27.3997
17117.980957 73.718 -38.7509
17118.164062 73.807 -104.9987
17118.347168 73.868 -171.1494
17118.530273 73.921 122.8315
17118.713379 73.976 56.7799
17118.896484 74.018 -9.4821
17119.079590 74.019 -75.9428
17119.262695 73.977 -142.3999
17119.445801 73.922 151.3392
17119.628906 73.903 85.2474
17119.812012 73.942 19.0810
17119.995117 74.014 -47.3721
17120.178223 74.072 -114.0587
17120.361328 74.089 179.3060
17120.544434 74.083 112.9824
17120.727539 74.093 46.9565
17120.910645 74.140 -19.0712
17121.093750 74.194 -85.4160
17121.276855 74.206 -152.1261
17121.459961 74.146 141.0383
17121.643066 74.031 74.3878
17121.826172 73.912 8.0506
17122.009277 73.832 -58.1146
17122.192383 73.800 -124.3626
17122.375488 73.790 169.1774
17122.558594 73.775 102.5717
17122.741699 73.744 35.9516
17122.924805 73.701 -30.6297
17123.107910 73.641 -97.1971
17123.291016 73.549 -163.7328
17123.474121 73.418 129.8945
17123.657227 73.267 63.8354
17123.840332 73.135 -1.9255
17124.023438 73.050 -67.6318
17124.206543 72.995 -133.5602
17124.389648 72.925 160.2546
17124.572754 72.816 94.0641
17124.755859 72.686 28.1593
17124.938965 72.586 -37.4431
17125.122070 72.542 -103.0658
17125.305176 72.520 -169.0574
17125.488281 72.451 124.5801
17125.671387 72.298 58.2197
17125.854492 72.087 -7.7056
17126.037598 71.891 -73.0891
17126.220703 71.769 -138.2740
17126.403809 71.708 156.2748
17126.586914 71.651 90.4242
17126.770020 71.559 24.4390
17126.953125 71.448 -41.3427
17127.136230 71.365 -106.8524
17127.319336 71.332 -172.3140
17127.502441 71.322 122.0720
17127.685547 71.294 56.3962
17127.868652 71.239 -9.0556
17128.051758 71.193 -74.1406
17128.234863 71.195 -139.0645
17128.417969 71.230 155.8049
17128.601074 71.245 90.3273
17128.784180 71.197 24.7269
17128.967285 71.093 -40.6427
17129.150391 70.991 -105.6464
17129.333496 70.938 -170.4958
17129.516602 70.937 124.4801
17129.699707 70.956 59.1582
17129.882812 70.977 -6.3415
17130.065918 71.007 -71.8904
17130.249023 71.061 -137.5283
17130.432129 71.124 156.6377
17130.615234 71.163 90.6739
17130.798340 71.158 24.8808
17130.981445 71.141 -40.4362
17131.164551 71.173 -105.2928
17131.347656 71.290 -170.0932
17131.530762 71.458 124.7153
17131.713867 71.608 59.0372
17131.896973 71.696 -6.8607
17132.080078 71.735 -72.6627
17132.263184 71.767 -138.3035
17132.446289 71.821 156.0050
17132.629395 71.884 90.0305
17132.812500 71.924 23.7706
17132.995605 71.925 -42.5602
17133.178711 71.906 -108.7422
17133.361816 71.899 -174.7259
17133.544922 71.920 119.3911
17133.728027 71.963 53.5294
17133.911133 72.013 -12.2786
17134.094238 72.076 -77.9743
17134.277344 72.161 -143.6135
17134.460449 72.269 150.6274
17134.643555 72.372 84.6047
17134.826660 72.439 18.3456
17135.009766 72.456 -47.9763
17135.192871 72.437 -114.1871
17135.375977 72.411 179.7636
17135.559082 72.401 113.8024
17135.742188 72.411 47.8305
17135.925293 72.438 -18.1977
17136.108398 72.474 -84.2812
17136.291504 72.514 -150.4115
17136.474609 72.549 143.4299
17136.657715 72.575 77.2948
17136.840820 72.596 11.2365
17137.023926 72.630 -54.7795
17137.207031 72.683 -120.9094
17137.390137 72.736 172.6904
17137.573242 72.756 106.0551
17137.756348 72.725 39.4598
17137.939453 72.673 -26.7754
17138.122559 72.666 -92.6107
17138.305664 72.747 -158.4292
17138.488770 72.885 135.2641
17138.671875 72.988 68.3438
17138.854980 72.976 1.2292
17139.038086 72.847 -65.3924
17139.221191 72.688 -131.0621
17139.404297 72.615 164.0133
17139.587402 72.675 99.0303
17139.770508 72.799 33.2809
17139.953613 72.877 -33.2911
17140.136719 72.844 -100.2121
17140.319824 72.720 -166.9456
17140.502930 72.570 126.7362
17140.686035 72.452 60.6829
17140.869141 72.379 -5.3862
17141.052246 72.330 -71.5870
17141.235352 72.290 -137.8346
17141.418457 72.261 155.9743
17141.601562 72.250 89.8335
17141.784668 72.245 23.6974
17141.967773 72.225 -42.3781
17142.150879 72.182 -108.2392
17142.333984 72.139 -173.8111
17142.517090 72.118 120.7544
17142.700195 72.113 55.1741
17142.883301 72.082 -10.6861
17143.066406 71.991 -76.6561
17143.249512 71.850 -142.4042
17143.432617 71.715 152.2464
17143.615723 71.649 87.1102
17143.798828 71.664 21.7856
17143.981934 71.716 -43.9596
17144.165039 71.751 -109.9958
17144.348145 71.752 -175.9974
17144.531250 71.739 118.2619
17144.714355 71.737 52.7657
17144.897461 71.751 -12.6397
17145.080566 71.765 -78.0446
17145.263672 71.773 -143.4246
17145.446777 71.787 151.2239
17145.629883 71.825 85.7665
17145.812988 71.882 20.0086
17145.996094 71.928 -46.0976
17146.179199 71.940 -112.3611
17146.362305 71.927 -178.4852
17146.545410 71.926 115.6918
17146.728516 71.975 50.0640
17146.911621 72.073 -15.6256
17147.094727 72.183 -81.5341
17147.277832 72.266 -147.6016
17147.460938 72.308 146.3414
17147.644043 72.322 80.3941
17147.827148 72.323 14.5167
17148.010254 72.317 -51.3803
17148.193359 72.297 -117.3078
17148.376465 72.271 176.8133
17148.559570 72.257 111.0335
17148.742676 72.277 45.2683
17148.925781 72.326 -20.6499
17149.108887 72.374 -86.7952
17149.291992 72.386 -153.0351
17149.475098 72.353 140.8935
17149.658203 72.305 75.1777
17149.841309 72.283 9.7520
17150.024414 72.310 -55.6794
17150.207520 72.366 -121.4073
17150.390625 72.409 172.5176
17150.573730 72.410 106.3050
17150.756836 72.380 40.2488
17150.939941 72.357 -25.4965
17151.123047 72.380 -91.0292
17151.306152 72.456 -156.6085
17151.489258 72.552 137.5743
17151.672363 72.624 71.5554
17151.855469 72.648 5.5624
17152.038574 72.642 -60.1638
17152.221680 72.649 -125.5675
17152.404785 72.713 169.1355
17152.587891 72.839 103.5835
17152.770996 72.989 37.5301
17152.954102 73.112 -28.9825
17153.137207 73.174 -95.6616
17153.320312 73.178 -162.1452
17153.503418 73.163 131.7927
17153.686523 73.175 66.1127
17153.869629 73.235 0.5485
17154.052734 73.331 -65.1966
17154.235840 73.426 -131.2524
17154.418945 73.489 162.4596
17154.602051 73.516 96.1210
17154.785156 73.525 29.8728
17154.968262 73.544 -36.2684
17155.151367 73.586 -102.3917
17155.334473 73.647 -168.5951
17155.517578 73.708 125.1011
17155.700684 73.754 58.7635
17155.883789 73.780 -7.5202
17156.066895 73.795 -73.7203
17156.250000 73.810 -139.8975
17156.433105 73.827 153.8391
17156.616211 73.839 87.4162
17156.799316 73.839 20.8577
17156.982422 73.824 -45.7235
17157.165527 73.807 -112.1920
17157.348633 73.803 -178.4640
17157.531738 73.826 115.4603
17157.714844 73.877 49.5246
17157.897949 73.948 -16.3359
17158.081055 74.028 -82.1801
17158.264160 74.108 -148.0843
17158.447266 74.179 145.8479
17158.630371 74.223 79.5327
17158.813477 74.222 12.9870
17158.996582 74.166 -53.6338
17159.179688 74.072 -120.0993
17159.362793 73.981 173.7447
17159.545898 73.941 107.8350
17159.729004 73.968 41.9064
17159.912109 74.034 -24.2972
17160.095215 74.085 -90.8007
17160.278320 74.081 -157.3768
17160.461426 74.025 136.2707
17160.644531 73.960 70.2625
17160.827637 73.930 4.4205
17161.010742 73.946 -61.5998
17161.193848 73.976 -128.0099
17161.376953 73.982 165.2898
17161.560059 73.952 98.6150
17161.743164 73.915 32.2401
17161.926270 73.914 -33.8145
17162.109375 73.968 -99.7758
17162.292480 74.050 -165.8894
17162.475586 74.117 127.7997
17162.658691 74.141 61.4454
17162.841797 74.130 -4.7806
17163.024902 74.115 -70.8670
17163.208008 74.117 -136.9806
17163.391113 74.132 156.6905
17163.574219 74.136 90.1119
17163.757324 74.110 23.4291
17163.940430 74.058 -43.1538
17164.123535 74.000 -109.5217
17164.306641 73.956 -175.7042
17164.489746 73.928 118.1855
17164.672852 73.906 52.0543
17164.855957 73.875 -14.1236
17165.039062 73.830 -80.3307
17165.222168 73.769 -146.5448
17165.405273 73.696 147.2514
17165.588379 73.617 81.0783
17165.771484 73.542 14.9502
17165.954590 73.480 -51.1489
17166.137695 73.435 -117.2653
17166.320801 73.403 176.5653
17166.503906 73.377 110.3590
17166.687012 73.353 44.1672
17166.870117 73.337 -21.9884
17167.053223 73.332 -88.1512
17167.236328 73.328 -154.3773
17167.419434 73.304 139.3574
17167.602539 73.252 73.1760
17167.785645 73.182 7.1933
17167.968750 73.119 -58.6259
17168.151855 73.073 -124.4807
17168.334961 73.026 169.4396
17168.518066 72.946 103.1541
17168.701172 72.827 36.8912
17168.884277 72.705 -29.1325
17169.067383 72.636 -94.9580
17169.250488 72.642 -160.8820
17169.433594 72.690 132.8569
17169.616699 72.722 66.3653
17169.799805 72.711 0.0242
17169.982910 72.684 -65.8677
17170.166016 72.690 -131.4077
17170.349121 72.731 162.9824
17170.532227 72.753 97.0025
17170.715332 72.692 30.8043
17170.898438 72.545 -35.1476
17171.081543 72.391 -100.5508
17171.264648 72.328 -165.6687
17171.447754 72.376 128.8250
17171.630859 72.455 62.5288
17171.813965 72.466 -4.2760
17171.997070 72.383 -70.8865
17172.180176 72.269 -136.7700
17172.363281 72.219 157.9688
17172.546387 72.266 92.6791
17172.729492 72.343 26.8296
17172.912598 72.361 -39.5112
17173.095703 72.291 -105.8583
17173.278809 72.187 -171.8243
17173.461914 72.123 122.5242
17173.645020 72.125 56.7900
17173.828125 72.148 -9.2734
17174.011230 72.139 -75.4958
17174.194336 72.091 -141.5108
17174.377441 72.048 152.8341
17174.560547 72.046 87.3053
17174.743652 72.072 21.5384
17174.926758 72.078 -44.5743
17175.109863 72.037 -110.8118
17175.292969 71.971 -176.8945
17175.476074 71.929 117.2265
17175.659180 71.935 51.3606
17175.842285 71.971 -14.6541
17176.025391 72.002 -80.7470
17176.208496 72.017 -146.7228
17176.391602 72.033 147.4757
17176.574707 72.058 81.6764
17176.757812 72.069 15.6862
17176.940918 72.034 -50.4509
17177.124023 71.956 -116.4675
17177.307129 71.891 177.8233
17177.490234 71.909 112.2348
17177.673340 72.025 46.2996
17177.856445 72.178 -20.2688
17178.039551 72.284 -87.2741
17178.222656 72.305 -154.1965
17178.405762 72.265 139.4046
17178.588867 72.220 73.5732
17178.771973 72.206 7.9655
17178.955078 72.204 -57.8104
17179.138184 72.176 -123.8828
17179.321289 72.110 169.8624
17179.504395 72.028 103.5459
17179.687500 71.960 37.1510
17179.870605 71.913 -29.3827
17180.053711 71.871 -95.9729
17180.236816 71.827 -162.3756
17180.419922 71.802 131.6113
17180.603027 71.824 65.9272
17180.786133 71.896 0.2684
17180.969238 71.978 -65.6401
17181.152344 72.021 -131.8197
17181.335449 72.005 161.9155
17181.518555 71.949 95.7413
17181.701660 71.890 29.6651
17181.884766 71.847 -36.4351
17182.067871 71.819 -102.6460
17182.250977 71.794 -168.9300
17182.434082 71.770 124.8001
17182.617188 71.748 58.5678
17182.800293 71.724 -7.6684
17182.983398 71.682 -73.9144
17183.166504 71.621 -140.0936
17183.349609 71.557 153.8519
17183.532715 71.522 87.8209
17183.715820 71.520 21.5776
17183.898926 71.522 -45.0159
17184.082031 71.484 -111.8008
17184.265137 71.396 -178.3908
17184.448242 71.296 115.5192
17184.631348 71.243 49.8467
17184.814453 71.256 -15.8614
17184.997559 71.284 -82.0218
17185.180664 71.249 -148.6400
17185.363770 71.111 144.6595
17185.546875 70.901 78.2996
17185.729980 70.694 12.4023
17185.913086 70.554 -53.3080
17186.096191 70.486 -119.2352
17186.279297 70.451 174.4546
17186.462402 70.410 107.9010
17186.645508 70.355 41.3312
17186.828613 70.297 -25.1459
17187.011719 70.236 -91.5388
17187.194824 70.159 -157.8257
17187.377930 70.061 136.1221
17187.561035 69.960 70.4298
17187.744141 69.893 5.0378
17187.927246 69.875 -60.3230
17188.110352 69.881 -125.9236
17188.293457 69.868 168.1770
17188.476562 69.810 102.1198
17188.659668 69.709 36.0497
17188.842773 69.586 -30.0364
17189.025879 69.449 -96.2449
17189.208984 69.289 -162.6026
17189.392090 69.106 131.0447
17189.575195 68.930 64.9167
17189.758301 68.814 -0.9383
17189.941406 68.792 -66.7453
17190.124512 68.843 -132.8049
17190.307617 68.903 160.8160
17190.490723 68.912 94.3647
17190.673828 68.861 28.1992
17190.856934 68.780 -37.5023
17191.040039 68.712 -102.8917
17191.223145 68.668 -168.3262
17191.406250 68.622 125.9344
17191.589355 68.539 59.9109
17191.772461 68.414 -6.1765
17191.955566 68.273 -72.1355
17192.138672 68.152 -137.9715
17192.321777 68.062 156.1398
17192.504883 67.974 90.0521
17192.687988 67.842 23.8226
17192.871094 67.642 -42.2958
17193.054199 67.387 -108.0267
17193.237305 67.126 -173.2821
17193.420410 66.910 121.7403
17193.603516 66.754 56.6951
17193.786621 66.632 -8.6294
17193.969727 66.514 -74.1656
17194.152832 66.391 -139.6839
17194.335938 66.281 154.9679
17194.519043 66.195 89.7464
17194.702148 66.118 24.5334
17194.885254 66.016 -40.6463
17195.068359 65.876 -105.5790
17195.251465 65.733 -170.0847
17195.434570 65.650 125.6925
17195.617676 65.653 61.2757
17195.800781 65.699 -3.7395
17195.983887 65.713 -69.2946
17196.166992 65.655 -134.9115
17196.350098 65.550 159.9144
17196.533203 65.464 95.3131
17196.716309 65.434 30.9648
17196.899414 65.430 -33.5298
17197.082520 65.391 -98.2338
17197.265625 65.286 -162.8663
17197.448730 65.150 132.8542
17197.631836 65.053 68.8954
17197.814941 65.035 4.9363
17197.998047 65.088 -59.2972
17198.181152 65.185 -123.8027
17198.364258 65.315 171.5801
17198.547363 65.480 106.9345
17198.730469 65.673 42.2242
17198.913574 65.867 -22.5619
17199.096680 66.046 -87.3423
17199.279785 66.225 -152.0819
17199.462891 66.426 143.0385
17199.645996 66.646 77.6995
17199.829102 66.845 11.7473
17200.012207 66.982 -54.6116
17200.195312 67.060 -120.9412
17200.378418 67.127 173.0906
17200.561523 67.241 107.4626
17200.744629 67.416 41.8887
17200.927734 67.615 -23.8309
17201.110840 67.800 -89.6218
17201.293945 67.975 -155.3274
17201.477051 68.176 138.9718
17201.660156 68.416 72.9153
17201.843262 68.655 6.2083
17202.026367 68.826 -61.0188
17202.209473 68.898 -128.2207
17202.392578 68.909 165.2120
17202.575684 68.952 99.5034
17202.758789 69.100 34.2773
17202.941895 69.340 -31.1326
17203.125000 69.590 -97.1183
17203.308105 69.768 -163.6063
17203.491211 69.850 129.6929
17203.674316 69.859 62.9778
17203.857422 69.838 -3.7486
17204.040527 69.817 -70.5668
17204.223633 69.814 -137.4877
17204.406738 69.845 155.5604
17204.589844 69.923 88.6253
17204.772949 70.043 21.6825
17204.956055 70.172 -45.2655
17205.139160 70.273 -112.0840
17205.322266 70.338 -178.5768
17205.505371 70.397 115.2761
17205.688477 70.486 49.1506
17205.871582 70.596 -17.4560
17206.054688 70.665 -84.8054
17206.237793 70.634 -152.6712
17206.420898 70.494 139.5226
17206.604004 70.310 72.3074
17206.787109 70.182 5.7635
17206.970215 70.162 -60.5556
17207.153320 70.210 -127.1750
17207.336426 70.233 165.8164
17207.519531 70.173 98.7741
17207.702637 70.053 32.0760
17207.885742 69.943 -34.3135
17208.068848 69.884 -100.8901
17208.251953 69.839 -168.1404
17208.435059 69.723 123.9715
17208.618164 69.489 56.0464
17208.801270 69.170 -11.1367
17208.984375 68.877 -77.1694
17209.167480 68.719 -142.4048
17209.350586 68.708 152.2881
17209.533691 68.741 86.2971
17209.716797 68.700 19.6753
17209.899902 68.536 -47.1215
17210.083008 68.278 -113.6958
17210.266113 67.995 -179.9836
17210.449219 67.735 113.7998
17210.632324 67.505 47.4631
17210.815430 67.293 -18.9366
17210.998535 67.103 -85.1815
17211.181641 66.955 -151.1610
17211.364746 66.852 142.9973
17211.547852 66.755 77.1030
17211.730957 66.596 11.1859
17211.914062 66.333 -54.4263
17212.097168 65.990 -119.3287
17212.280273 65.654 176.5889
17212.463379 65.419 112.9101
17212.646484 65.306 48.9250
17212.829590 65.265 -15.8149
17213.012695 65.230 -81.2392
17213.195801 65.171 -146.9806
17213.378906 65.095 147.2917
17213.562012 65.010 81.7431
17213.745117 64.911 16.4807
17213.928223 64.792 -48.3238
17214.111328 64.681 -112.5238
17214.294434 64.633 -176.2665
17214.477539 64.680 119.9184
17214.660645 64.778 55.4807
17214.843750 64.848 -9.6733
17215.026855 64.840 -75.1385
17215.209961 64.786 -140.4138
17215.393066 64.768 154.6150
17215.576172 64.834 89.5488
17215.759277 64.944 23.9169
17215.942383 65.010 -42.2895
17216.125488 64.975 -108.5950
17216.308594 64.869 -174.4702
17216.491699 64.772 120.2055
17216.674805 64.742 55.0716
17216.857910 64.763 -10.2533
17217.041016 64.792 -75.7124
17217.224121 64.840 -140.9570
17217.407227 64.975 154.0607
17217.590332 65.231 88.7922
17217.773438 65.522 22.6216
17217.956543 65.694 -44.3713
17218.139648 65.643 -111.3006
17218.322754 65.410 -176.9988
17218.505859 65.192 119.0806
17218.688965 65.207 56.0066
17218.872070 65.451 -8.0521
17219.055176 65.704 -73.9578
17219.238281 65.766 -141.0011
17219.421387 65.608 152.2349
17219.604492 65.379 86.8232
17219.787598 65.296 22.6419
17219.970703 65.448 -41.5699
17220.153809 65.713 -106.8453
17220.336914 65.915 -173.0400
17220.520020 65.990 120.6946
17220.703125 66.006 54.9950
17220.886230 66.074 -10.2625
17221.069336 66.229 -75.7648
17221.252441 66.406 -141.9993
17221.435547 66.519 151.1862
17221.618652 66.542 84.3405
17221.801758 66.520 17.9185
17221.984863 66.520 -48.0256
17222.167969 66.575 -113.7771
17222.351074 66.668 -179.6424
17222.534180 66.758 114.2704
17222.717285 66.818 48.0107
17222.900391 66.837 -18.3412
17223.083496 66.818 -84.7065
17223.266602 66.777 -150.9849
17223.449707 66.747 142.8949
17223.632812 66.771 76.8451
17223.815918 66.867 10.5918
17223.999023 67.000 -56.1152
17224.182129 67.108 -123.2384
17224.365234 67.143 169.5671
17224.548340 67.112 102.6982
17224.731445 67.061 36.2749
17224.914551 67.025 -29.9754
17225.097656 66.986 -96.4522
17225.280762 66.887 -163.2678
17225.463867 66.692 129.8755
17225.646973 66.429 63.4159
17225.830078 66.187 -2.4928
17226.013184 66.042 -68.1926
17226.196289 65.992 -134.2278
17226.379395 65.968 159.1803
17226.562500 65.905 92.2865
17226.745605 65.787 25.5251
17226.928711 65.639 -40.8397
17227.111816 65.487 -106.8052
17227.294922 65.332 -172.4394
17227.478027 65.174 122.3004
17227.661133 65.036 57.4545
17227.844238 64.957 -7.2189
17228.027344 64.927 -72.2268
17228.210449 64.864 -137.8739
17228.393555 64.673 156.1399
17228.576660 64.341 90.5926
17228.759766 63.977 26.1215
17228.942871 63.761 -37.5523
17229.125977 63.765 -101.6762
17229.309082 63.865 -167.2715
17229.492188 63.876 125.8494
17229.675293 63.709 58.7851
17229.858398 63.424 -7.3046
17230.041504 63.179 -71.9983
17230.224609 63.097 -135.9292
17230.407715 63.140 159.9415
17230.590820 63.180 95.3579
17230.773926 63.147 30.7798
17230.957031 63.089 -33.4230
17231.140137 63.094 -97.6014
17231.323242 63.156 -162.5560
17231.506348 63.173 131.3669
17231.689453 63.053 64.6927
17231.872559 62.819 -1.5904
17232.055664 62.613 -66.8270
17232.238770 62.594 -131.3596
17232.421875 62.773 163.7709
17232.604980 62.991 98.0170
17232.788086 63.082 31.8897
17232.971191 63.007 -33.5690
17233.154297 62.876 -97.6935
17233.337402 62.852 -160.9326
17233.520508 62.972 135.3757
17233.703613 63.094 70.3120
17233.886719 63.048 4.1675
17234.069824 62.790 -61.9596
17234.252930 62.431 -127.0032
17234.436035 62.186 169.2224
17234.619141 62.191 105.7470
17234.802246 62.375 41.4753
17234.985352 62.563 -23.6315
17235.168457 62.662 -88.7255
17235.351562 62.723 -153.0464
17235.534668 62.862 143.2858
17235.717773 63.106 79.3744
17235.900879 63.345 14.5690
17236.083984 63.448 -50.8355
17236.267090 63.400 -115.9239
17236.450195 63.329 179.9785
17236.633301 63.414 116.5237
17236.816406 63.705 52.5223
17236.999512 64.067 -12.7892
17237.182617 64.338 -79.0264
17237.365723 64.463 -145.1535
17237.548828 64.518 149.6544
17237.731934 64.628 85.4060
17237.915039 64.844 21.3987
17238.098145 65.096 -42.9482
17238.281250 65.299 -107.5370
17238.464355 65.449 -171.9297
17238.647461 65.622 123.9536
17238.830566 65.873 59.5853
17239.013672 66.160 -5.6226
17239.196777 66.387 -71.6357
17239.379883 66.516 -137.8028
17239.562988 66.615 156.5509
17239.746094 66.811 91.4708
17239.929199 67.168 26.2763
17240.112305 67.616 -39.7166
17240.295410 68.025 -106.5030
17240.478516 68.322 -173.5026
17240.661621 68.522 119.8667
17240.844727 68.696 53.7267
17241.027832 68.888 -12.2786
17241.210938 69.073 -78.5314
17241.394043 69.206 -145.0108
17241.577148 69.284 148.6442
17241.760254 69.374 82.6883
17241.943359 69.558 16.9008
17242.126465 69.846 -49.2582
17242.309570 70.168 -116.0737
17242.492676 70.440 176.7250
17242.675781 70.643 109.7040
17242.858887 70.822 43.2297
17243.041992 71.042 -22.8476
17243.225098 71.308 -89.0285
17243.408203 71.558 -155.6488
17243.591309 71.725 137.4168
17243.774414 71.799 70.5716
17243.957520 71.834 4.0837
17244.140625 71.902 -62.1950
17244.323730 72.029 -128.7072
17244.506836 72.175 164.2496
17244.689941 72.286 96.7989
17244.873047 72.347 29.3443
17245.056152 72.393 -37.7862
17245.239258 72.478 -104.5953
17245.422363 72.618 -171.3581
17245.605469 72.781 121.6914
17245.788574 72.919 54.5852
17245.971680 73.012 -12.4529
17246.154785 73.078 -79.2547
17246.337891 73.147 -145.8788
17246.520996 73.232 147.4415
17246.704102 73.315 80.5106
17246.887207 73.369 13.3194
17247.070312 73.382 -53.9924
17247.253418 73.367 -121.2708
17247.436523 73.342 171.5640
17247.619629 73.324 104.5373
17247.802734 73.319 37.6794
17247.985840 73.338 -28.9782
17248.168945 73.392 -95.4803
17248.352051 73.482 -161.9911
17248.535156 73.585 131.2936
17248.718262 73.657 64.3066
17248.901367 73.662 -2.8179
17249.084473 73.595 -69.8281
17249.267578 73.486 -136.5323
17249.450684 73.385 157.0548
17249.633789 73.325 90.7187
17249.816895 73.303 24.2187
17250.000000 73.294 -42.5218
17250.183105 73.273 -109.3776
17250.366211 73.235 -176.1362
17250.549316 73.196 117.3499
17250.732422 73.178 51.0723
17250.915527 73.193 -15.1204
17251.098633 73.229 -81.4262
17251.281738 73.259 -147.9719
17251.464844 73.251 145.2620
17251.647949 73.187 78.4382
17251.831055 73.072 11.7780
17252.014160 72.943 -54.5794
17252.197266 72.840 -120.6959
17252.380371 72.784 173.1868
17252.563477 72.757 106.8414
17252.746582 72.721 40.2555
17252.929688 72.657 -26.3669
17253.112793 72.583 -92.8090
17253.295898 72.537 -159.0741
17253.479004 72.537 134.5840
17253.662109 72.554 67.9110
17253.845215 72.532 0.9431
17254.028320 72.435 -65.9634
17254.211426 72.288 -132.3903
17254.394531 72.158 161.7887
17254.577637 72.103 96.2503
17254.760742 72.114 30.4927
17254.943848 72.129 -35.6942
17255.126953 72.093 -102.0701
17255.310059 72.016 -168.2204
17255.493164 71.957 126.0266
17255.676270 71.970 60.4050
17255.859375 72.041 -5.5333
17256.042480 72.102 -71.9550
17256.225586 72.089 -138.5838
17256.408691 71.999 155.0509
17256.591797 71.890 89.2141
17256.774902 71.832 23.7172
17256.958008 71.850 -41.9409
17257.141113 71.901 -108.1327
17257.324219 71.927 -174.8194
17257.507324 71.903 118.3427
17257.690430 71.850 51.7068
17257.873535 71.809 -14.5884
17258.056641 71.806 -80.6344
17258.239746 71.836 -146.5945
17258.422852 71.875 147.4434
17258.605957 71.906 81.4630
17258.789062 71.925 15.4195
17258.972168 71.930 -50.8027
17259.155273 71.910 -117.3140
17259.338379 71.852 175.8980
17259.521484 71.753 109.0011
17259.704590 71.635 42.2252
17259.887695 71.539 -24.2946
17260.070801 71.499 -90.6197
17260.253906 71.514 -156.9490
17260.437012 71.547 136.5627
17260.620117 71.550 69.9364
17260.803223 71.496 3.3305
17260.986328 71.392 -63.1222
17261.169434 71.269 -129.4691
17261.352539 71.149 164.0616
17261.535645 71.026 97.2574
17261.718750 70.871 30.1588
17261.901855 70.671 -36.8861
17262.084961 70.454 -103.4255
17262.268066 70.286 -169.2528
17262.451172 70.221 125.3672
17262.634277 70.238 59.8928
17262.817383 70.252 -6.0030
17263.000488 70.177 -72.1825
17263.183594 69.991 -138.2451
17263.366699 69.748 156.0645
17263.549805 69.525 90.5799
17263.732910 69.356 24.8567
17263.916016 69.214 -41.3392
17264.099121 69.060 -107.7453
17264.282227 68.911 -173.8455
17264.465332 68.831 120.6014
17264.648438 68.860 55.2785
17264.831543 68.949 -10.3384
17265.014648 68.984 -76.3615
17265.197754 68.887 -142.3451
17265.380859 68.681 152.2970
17265.563965 68.474 87.6996
17265.747070 68.361 23.3046
17265.930176 68.328 -41.6098
17266.113281 68.294 -107.1508
17266.296387 68.217 -172.7544
17266.479492 68.157 122.1515
17266.662598 68.207 57.4675
17266.845703 68.372 -7.5089
17267.028809 68.534 -73.2329
17267.211914 68.566 -139.3624
17267.395020 68.443 154.9172
17267.578125 68.276 90.1157
17267.761230 68.211 25.8066
17267.944336 68.278 -39.0869
17268.127441 68.364 -105.1464
17268.310547 68.349 -171.8842
17268.493652 68.236 121.7351
17268.676758 68.154 56.3516
17268.859863 68.246 -8.4553
17269.042969 68.503 -73.7600
17269.226074 68.771 -140.0911
17269.409180 68.908 153.0149
17269.592285 68.899 86.4411
17269.775391 68.850 20.6937
17269.958496 68.890 -44.5632
17270.141602 69.044 -110.1708
17270.324707 69.223 -176.5789
17270.507812 69.333 116.5337
17270.690918 69.360 49.8366
17270.874023 69.366 -16.2823
