* Generated by rew_pipeline.py (source UUID defe8eaa-5d6a-4a29-861d-0afe6da83fd1, calibrated to its own SPL at 100 Hz)
* Measurement: LR.filtered.clean-fdw6-peq
* Dated: 2026-Sep-13 14:43:18
* Note: ; Vector average of L.filtered.clean-fdw6-peq, R.filtered.clean-fdw6-peq
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
162.414551 73.113 -169.6622
162.597656 72.984 123.9274
162.780762 72.851 57.6074
162.963867 72.705 -8.5537
163.146973 72.562 -74.5281
163.330078 72.425 -140.4803
163.513184 72.284 153.5102
163.696289 72.118 87.4378
163.879395 71.930 21.5205
164.062500 71.750 -44.1750
164.245605 71.609 -109.6880
164.428711 71.513 -175.2639
164.611816 71.429 119.0509
164.794922 71.339 53.3558
164.978027 71.246 -12.1380
165.161133 71.192 -77.4466
165.344238 71.190 -142.8119
165.527344 71.233 151.4939
165.710449 71.271 85.4011
165.893555 71.288 19.1085
166.076660 71.281 -47.2008
166.259766 71.275 -113.3999
166.442871 71.275 -179.5691
166.625977 71.273 114.3109
166.809082 71.261 48.2287
166.992188 71.239 -17.7326
167.175293 71.220 -83.7014
167.358398 71.194 -149.7830
167.541504 71.145 143.9317
167.724609 71.051 77.6282
167.907715 70.940 11.5314
168.090820 70.859 -54.2538
168.273926 70.862 -119.9505
168.457031 70.936 174.0665
168.640137 71.031 107.6405
168.823242 71.082 40.9158
169.006348 71.074 -25.7259
169.189453 71.024 -92.0845
169.372559 70.976 -158.1425
169.555664 70.949 135.8121
169.738770 70.936 69.6006
169.921875 70.925 3.0853
170.104980 70.907 -63.6590
170.288086 70.888 -130.6310
170.471191 70.865 162.2527
170.654297 70.837 95.0634
170.837402 70.797 27.9767
171.020508 70.762 -38.8933
171.203613 70.739 -105.5838
171.386719 70.731 -172.2543
171.569824 70.703 120.9148
171.752930 70.625 53.9790
171.936035 70.482 -12.9338
172.119141 70.303 -79.6358
172.302246 70.131 -146.2458
172.485352 69.992 147.0528
172.668457 69.874 80.0278
172.851562 69.747 12.8121
173.034668 69.612 -54.3680
173.217773 69.485 -121.2683
173.400879 69.400 172.0223
173.583984 69.334 105.2750
173.767090 69.241 38.3544
173.950195 69.053 -28.5716
174.133301 68.770 -95.1094
174.316406 68.439 -161.0519
174.499512 68.149 133.4627
174.682617 67.938 67.8139
174.865723 67.780 1.5753
175.048828 67.608 -65.3379
175.231934 67.386 -132.4234
175.415039 67.136 160.7745
175.598145 66.907 94.6137
175.781250 66.745 28.9546
175.964355 66.637 -36.4102
176.147461 66.554 -101.7144
176.330566 66.450 -166.9769
176.513672 66.327 127.7430
176.696777 66.176 62.3039
176.879883 66.009 -3.4473
177.062988 65.809 -69.5670
177.246094 65.604 -135.8300
177.429199 65.434 157.9294
177.612305 65.373 91.8250
177.795410 65.441 25.5396
177.978516 65.599 -41.0976
178.161621 65.753 -108.1638
178.344727 65.822 -175.2282
178.527832 65.797 118.0533
178.710938 65.716 51.9176
178.894043 65.658 -14.0167
179.077148 65.633 -80.3523
179.260254 65.608 -147.5854
179.443359 65.506 144.3833
179.626465 65.324 76.1361
179.809570 65.104 8.3010
179.992676 64.952 -58.7851
180.175781 64.922 -125.4975
180.358887 64.987 167.6853
180.541992 65.040 100.4279
180.725098 64.999 33.0653
180.908203 64.871 -34.1191
181.091309 64.737 -100.9946
181.274414 64.694 -168.1627
181.457520 64.749 123.7400
181.640625 64.856 54.3925
181.823730 64.942 -15.7696
182.006836 65.004 -86.0029
182.189941 65.058 -155.7059
182.373047 65.155 135.3227
182.556152 65.289 66.7568
182.739258 65.428 -1.6826
182.922363 65.524 -70.2453
183.105469 65.576 -138.8532
183.288574 65.632 152.3138
183.471680 65.743 83.0470
183.654785 65.936 12.9507
183.837891 66.175 -57.9624
184.020996 66.430 -129.3745
184.204102 66.663 159.2974
184.387207 66.894 88.5455
184.570312 67.142 18.4864
184.753418 67.442 -51.0690
184.936523 67.781 -120.6283
185.119629 68.130 169.4882
185.302734 68.445 99.0610
185.485840 68.698 28.2366
185.668945 68.893 -42.8079
185.852051 69.041 -113.7482
186.035156 69.185 175.6142
186.218262 69.349 105.3860
186.401367 69.560 35.4986
186.584473 69.799 -34.2180
186.767578 70.041 -103.8294
186.950684 70.245 -173.3172
187.133789 70.404 117.5303
187.316895 70.539 48.7921
187.500000 70.690 -19.5401
187.683105 70.887 -87.7653
187.866211 71.119 -156.1135
188.049316 71.362 135.2918
188.232422 71.586 66.6081
188.415527 71.801 -1.9729
188.598633 72.023 -70.3471
188.781738 72.277 -138.5850
188.964844 72.552 153.1460
189.147949 72.831 84.7896
189.331055 73.090 16.3629
189.514160 73.329 -52.0162
189.697266 73.559 -120.3669
189.880371 73.789 171.2721
190.063477 74.017 102.7909
190.246582 74.227 34.2343
190.429688 74.418 -34.3138
190.612793 74.594 -102.7249
190.795898 74.772 -170.9933
190.979004 74.953 120.8015
191.162109 75.132 52.5616
191.345215 75.284 -15.7531
191.528320 75.402 -84.0840
191.711426 75.487 -152.3999
191.894531 75.553 139.3224
192.077637 75.609 71.0146
192.260742 75.658 2.6822
192.443848 75.700 -65.6604
192.626953 75.738 -133.9173
192.810059 75.783 157.9219
192.993164 75.832 89.8354
193.176270 75.874 21.7592
193.359375 75.884 -46.2827
193.542480 75.853 -114.1799
193.725586 75.789 178.1751
193.908691 75.728 110.7833
194.091797 75.694 43.4381
194.274902 75.689 -24.0977
194.458008 75.683 -91.9800
194.641113 75.642 -160.0841
194.824219 75.551 131.8249
195.007324 75.421 64.0232
195.190430 75.280 -3.4224
195.373535 75.143 -70.5871
195.556641 75.007 -137.6462
195.739746 74.845 155.3464
195.922852 74.643 88.4740
196.105957 74.406 21.8914
196.289062 74.169 -44.3159
196.472168 73.963 -110.2487
196.655273 73.805 -176.0830
196.838379 73.675 118.0209
197.021484 73.546 52.1400
197.204590 73.400 -13.5503
197.387695 73.251 -78.8033
197.570801 73.132 -143.5993
197.753906 73.072 151.9292
197.937012 73.079 87.4721
198.120117 73.127 22.8619
198.303223 73.198 -41.9412
198.486328 73.283 -106.8124
198.669434 73.404 -171.6889
198.852539 73.579 123.3957
199.035645 73.821 58.3004
199.218750 74.112 -7.1054
199.401855 74.433 -72.8574
199.584961 74.755 -138.9322
199.768066 75.065 154.7580
199.951172 75.350 88.2684
200.134277 75.608 21.7003
200.317383 75.842 -44.9011
200.500488 76.065 -111.4821
200.683594 76.295 -178.1169
200.866699 76.534 115.1030
201.049805 76.776 48.0518
201.232910 76.999 -19.2716
201.416016 77.189 -86.7944
201.599121 77.342 -154.3797
201.782227 77.472 138.0526
201.965332 77.590 70.4943
202.148438 77.702 2.8830
202.331543 77.801 -64.8404
202.514648 77.876 -132.6381
202.697754 77.923 159.5590
202.880859 77.949 91.8530
203.063965 77.964 24.2534
203.247070 77.976 -43.2491
203.430176 77.986 -110.7161
203.613281 77.986 -178.1450
203.796387 77.976 114.4694
203.979492 77.955 47.1605
204.162598 77.927 -20.0797
204.345703 77.891 -87.2670
204.528809 77.847 -154.4092
204.711914 77.792 138.5056
204.895020 77.729 71.5139
205.078125 77.664 4.6066
205.261230 77.603 -62.2383
205.444336 77.547 -129.0979
205.627441 77.490 164.0067
205.810547 77.427 97.0570
205.993652 77.353 30.1060
206.176758 77.273 -36.8297
206.359863 77.187 -103.7150
206.542969 77.100 -170.5566
206.726074 77.009 122.6671
206.909180 76.918 55.9690
207.092285 76.827 -10.6382
207.275391 76.743 -77.1698
207.458496 76.664 -143.6789
207.641602 76.588 149.8010
207.824707 76.507 83.2459
208.007812 76.417 16.7115
208.190918 76.320 -49.7674
208.374023 76.227 -116.1400
208.557129 76.146 177.5467
208.740234 76.082 111.2583
208.923340 76.028 44.9307
209.106445 75.975 -21.4099
209.289551 75.921 -87.7369
209.472656 75.866 -154.0046
209.655762 75.819 139.7655
209.838867 75.774 73.5297
210.021973 75.727 7.2594
210.205078 75.666 -59.0226
210.388184 75.592 -125.2347
210.571289 75.513 168.6574
210.754395 75.444 102.6461
210.937500 75.390 36.6219
211.120605 75.344 -29.4615
211.303711 75.297 -95.6137
211.486816 75.247 -161.7233
211.669922 75.208 132.2505
211.853027 75.195 66.2913
212.036133 75.214 0.2473
212.219238 75.245 -65.9793
212.402344 75.261 -132.3917
212.585449 75.240 161.1497
212.768555 75.189 94.7979
212.951660 75.122 28.6110
213.134766 75.064 -37.4757
213.317871 75.016 -103.6098
213.500977 74.973 -169.8522
213.684082 74.922 123.8108
213.867188 74.866 57.5029
214.050293 74.815 -8.7309
214.233398 74.781 -74.8738
214.416504 74.763 -141.0103
214.599609 74.748 152.8502
214.782715 74.724 86.7098
214.965820 74.683 20.6339
215.148926 74.634 -45.3887
215.332031 74.579 -111.4067
215.515137 74.520 -177.4978
215.698242 74.446 116.3336
215.881348 74.357 50.1884
216.064453 74.262 -15.7997
216.247559 74.190 -81.5299
216.430664 74.163 -147.0778
216.613770 74.194 147.4012
216.796875 74.260 81.6961
216.979980 74.329 15.7607
217.163086 74.372 -50.3740
217.346191 74.378 -116.5594
217.529297 74.359 177.2697
217.712402 74.331 111.1478
217.895508 74.313 45.0059
218.078613 74.308 -21.1899
218.261719 74.319 -87.4535
218.444824 74.338 -153.7399
218.627930 74.365 139.9991
218.811035 74.394 73.7848
218.994141 74.421 7.6317
219.177246 74.436 -58.4879
219.360352 74.438 -124.5815
219.543457 74.425 169.2847
219.726562 74.396 103.0949
219.909668 74.352 36.8190
220.092773 74.295 -29.4608
220.275879 74.243 -95.6918
220.458984 74.216 -161.8215
220.642090 74.230 132.0578
220.825195 74.274 65.8441
221.008301 74.325 -0.5295
221.191406 74.346 -66.9702
221.374512 74.329 -133.3113
221.557617 74.284 160.5639
221.740723 74.239 94.6256
221.923828 74.206 28.6904
222.106934 74.182 -37.3809
222.290039 74.149 -103.6251
222.473145 74.105 -169.9061
222.656250 74.059 123.8671
222.839355 74.027 57.7508
223.022461 74.012 -8.3158
223.205566 74.000 -74.2990
223.388672 73.988 -140.1384
223.571777 73.983 154.2549
223.754883 74.011 88.7845
223.937988 74.073 23.2383
224.121094 74.152 -42.5903
224.304199 74.211 -108.7016
224.487305 74.239 -174.9131
224.670410 74.250 118.9498
224.853516 74.281 52.9141
225.036621 74.346 -13.1948
225.219727 74.436 -79.5116
225.402832 74.521 -146.0565
225.585938 74.591 147.3367
225.769043 74.656 80.7652
225.952148 74.732 14.2431
226.135254 74.824 -52.3639
226.318359 74.917 -119.1087
226.501465 74.996 174.0281
226.684570 75.054 107.1489
226.867676 75.101 40.2761
227.050781 75.139 -26.6381
227.233887 75.161 -93.6389
227.416992 75.154 -160.6869
227.600098 75.125 132.3405
227.783203 75.093 65.4747
227.966309 75.084 -1.3696
228.149414 75.091 -68.3886
228.332520 75.088 -135.6125
228.515625 75.048 157.0930
228.698730 74.976 90.0015
228.881836 74.909 23.1972
229.064941 74.877 -43.4707
229.248047 74.877 -110.3273
229.431152 74.863 -177.5091
229.614258 74.797 115.1349
229.797363 74.674 47.9260
229.980469 74.539 -18.9428
230.163574 74.439 -85.6107
230.346680 74.383 -152.4004
230.529785 74.327 140.4592
230.712891 74.220 73.1092
230.895996 74.046 5.8640
231.079102 73.837 -60.9780
231.262207 73.649 -127.4663
231.445312 73.512 166.1281
231.628418 73.413 99.4695
231.811523 73.310 32.4936
231.994629 73.181 -34.6751
232.177734 73.017 -101.8173
232.360840 72.836 -168.8055
232.543945 72.647 124.3943
232.727051 72.461 57.7679
232.910156 72.276 -8.7482
233.093262 72.099 -75.2276
233.276367 71.920 -141.8179
233.459473 71.726 151.4359
233.642578 71.499 84.5526
233.825684 71.240 17.7204
234.008789 70.975 -48.9669
234.191895 70.727 -115.4829
234.375000 70.508 178.0194
234.558105 70.292 111.4921
234.741211 70.053 44.9889
234.924316 69.774 -21.3056
235.107422 69.470 -87.3077
235.290527 69.148 -153.0867
235.473633 68.811 141.2296
235.656738 68.437 75.5936
235.839844 68.033 10.1498
236.022949 67.617 -55.0121
236.206055 67.227 -119.8664
236.389160 66.872 175.4187
236.572266 66.542 110.8807
236.755371 66.232 46.5978
236.938477 65.966 -17.2843
237.121582 65.775 -81.0361
237.304688 65.639 -144.9658
237.487793 65.509 150.7381
237.670898 65.347 86.3830
237.854004 65.198 22.2262
238.037109 65.121 -41.8073
238.220215 65.139 -106.2246
238.403320 65.163 -171.2468
238.586426 65.114 123.5669
238.769531 64.984 59.0169
238.952637 64.888 -4.4653
239.135742 64.927 -67.4722
239.318848 65.076 -130.9772
239.501953 65.187 164.6112
239.685059 65.171 99.9293
239.868164 65.075 35.6676
240.051270 65.049 -28.0760
240.234375 65.171 -92.2183
240.417480 65.362 -157.3997
240.600586 65.493 136.6149
240.783691 65.530 70.8978
240.966797 65.586 6.1223
241.149902 65.793 -58.0007
241.333008 66.160 -122.5869
241.516113 66.528 171.8060
241.699219 66.768 105.5887
241.882324 66.859 39.6012
242.065430 66.922 -25.7364
242.248535 67.062 -90.8681
242.431641 67.295 -156.5580
242.614746 67.525 136.8628
242.797852 67.684 69.8531
242.980957 67.782 2.9653
243.164062 67.889 -63.5415
243.347168 68.041 -130.0160
243.530273 68.202 163.2370
243.713379 68.308 96.2116
243.896484 68.334 29.3158
244.079590 68.339 -37.2419
244.262695 68.385 -103.6675
244.445801 68.485 -170.5000
244.628906 68.568 122.0105
244.812012 68.572 54.1660
244.995117 68.486 -13.4615
245.178223 68.379 -80.4722
245.361328 68.319 -147.0652
245.544434 68.316 146.2883
245.727539 68.298 79.2454
245.910645 68.199 12.0631
246.093750 68.018 -54.8376
246.276855 67.821 -121.1546
246.459961 67.689 172.8173
246.643066 67.630 106.5797
246.826172 67.590 39.7991
247.009277 67.495 -27.3270
247.192383 67.332 -94.3899
247.375488 67.120 -161.0767
247.558594 66.909 132.6367
247.741699 66.710 66.5359
247.924805 66.522 0.4595
248.107910 66.324 -65.7278
248.291016 66.111 -132.0125
248.474121 65.866 161.5511
248.657227 65.575 95.1362
248.840332 65.240 28.9290
249.023438 64.889 -36.7585
249.206543 64.583 -101.9997
249.389648 64.341 -167.0566
249.572754 64.138 127.6999
249.755859 63.911 62.3507
249.938965 63.662 -2.8164
250.122070 63.432 -67.6441
250.305176 63.286 -132.5073
250.488281 63.179 162.0213
250.671387 63.016 95.9118
250.854492 62.707 29.7945
251.037598 62.304 -35.3493
251.220703 61.946 -99.2723
251.403809 61.763 -162.6886
251.586914 61.687 133.1481
251.770020 61.533 68.1448
251.953125 61.188 3.1365
252.136230 60.718 -60.6129
252.319336 60.337 -122.9960
252.502441 60.171 174.9382
252.685547 60.131 111.9001
252.868652 60.013 48.2038
253.051758 59.782 -14.9345
253.234863 59.576 -76.4800
253.417969 59.622 -136.9612
253.601074 59.918 162.2235
253.784180 60.317 100.4242
253.967285 60.685 38.1878
254.150391 61.084 -23.9009
254.333496 61.587 -86.1181
254.516602 62.201 -149.1703
254.699707 62.814 146.6158
254.882812 63.358 81.7147
255.065918 63.838 16.6527
255.249023 64.330 -48.2910
255.432129 64.875 -113.4404
255.615234 65.460 -179.0726
255.798340 66.031 114.6611
255.981445 66.549 47.9845
256.164551 67.016 -18.9855
256.347656 67.434 -86.1524
256.530762 67.810 -153.5640
256.713867 68.136 138.8628
256.896973 68.425 71.2537
257.080078 68.697 3.7223
257.263184 68.990 -63.7715
257.446289 69.305 -131.4121
257.629395 69.622 160.7046
257.812500 69.898 92.6222
257.995605 70.120 24.5970
258.178711 70.301 -43.2137
258.361816 70.475 -110.7807
258.544922 70.664 -178.3652
258.728027 70.855 113.7959
258.911133 71.018 45.5707
259.094238 71.122 -22.8920
259.277344 71.173 -91.3634
259.460449 71.198 -159.6520
259.643555 71.241 132.2368
259.826660 71.316 64.1177
260.009766 71.415 -4.1940
260.192871 71.495 -72.7778
260.375977 71.524 -141.4871
260.559082 71.487 149.8605
260.742188 71.395 81.4612
260.925293 71.277 13.2972
261.108398 71.150 -54.7388
261.291504 71.019 -122.8545
261.474609 70.863 168.8916
261.657715 70.676 100.5530
261.840820 70.459 32.2897
262.023926 70.244 -35.8097
262.207031 70.050 -103.8117
262.390137 69.885 -171.8682
262.573242 69.719 119.8758
262.756348 69.516 51.4888
262.939453 69.252 -16.8844
263.122559 68.930 -85.0120
263.305664 68.576 -152.8615
263.488770 68.216 139.5217
263.671875 67.872 71.9249
263.854980 67.540 4.2362
264.038086 67.227 -63.6517
264.221191 66.927 -131.7689
264.404297 66.641 159.8241
264.587402 66.340 91.1115
264.770508 66.002 22.2051
264.953613 65.601 -46.7277
265.136719 65.144 -115.4535
265.319824 64.651 176.0075
265.502930 64.143 107.5436
265.686035 63.614 38.8174
265.869141 63.033 -30.2483
266.052246 62.386 -99.6553
266.235352 61.670 -169.1496
266.418457 60.936 121.3186
266.601562 60.211 51.6428
266.784668 59.522 -18.5154
266.967773 58.824 -89.5048
267.150879 58.097 -161.4583
267.333984 57.322 125.4086
267.517090 56.557 51.0551
267.700195 55.902 -24.8860
267.883301 55.489 -102.2226
268.066406 55.455 179.4680
268.249512 55.813 101.3241
268.432617 56.518 24.2032
268.615723 57.405 -51.6378
268.798828 58.358 -126.3157
268.981934 59.257 159.7560
269.165039 60.046 86.5650
269.348145 60.712 14.0444
269.531250 61.278 -57.5824
269.714355 61.807 -128.3540
269.897461 62.338 161.6738
270.080566 62.910 92.2495
270.263672 63.508 23.1590
270.446777 64.128 -45.7394
270.629883 64.737 -114.5730
270.812988 65.322 176.6432
270.996094 65.858 107.8525
271.179199 66.339 39.1674
271.362305 66.769 -29.3840
271.545410 67.165 -97.7136
271.728516 67.550 -165.9296
271.911621 67.925 125.9019
272.094727 68.290 57.6927
272.277832 68.629 -10.4908
272.460938 68.955 -78.5834
272.644043 69.275 -146.5797
272.827148 69.604 145.4224
273.010254 69.925 77.2902
273.193359 70.222 9.0372
273.376465 70.479 -59.2555
273.559570 70.709 -127.4539
273.742676 70.933 164.3768
273.925781 71.152 96.1123
274.108887 71.346 27.6116
274.291992 71.478 -41.0026
274.475098 71.542 -109.4753
274.658203 71.561 -177.5376
274.841309 71.591 114.7933
275.024414 71.656 47.2237
275.207520 71.735 -20.5651
275.390625 71.767 -88.6108
275.573730 71.724 -156.5921
275.756836 71.626 135.8473
275.939941 71.541 68.8333
276.123047 71.523 2.0314
276.306152 71.561 -64.9697
276.489258 71.600 -132.3505
276.672363 71.594 160.1591
276.855469 71.553 92.8897
277.038574 71.522 25.9779
277.221680 71.535 -40.8111
277.404785 71.571 -107.7439
277.587891 71.586 -174.8278
277.770996 71.557 118.2121
277.954102 71.517 51.6235
278.137207 71.515 -14.7103
278.320312 71.565 -81.1629
278.503418 71.615 -148.0332
278.686523 71.605 144.8401
278.869629 71.521 77.8416
279.052734 71.415 11.2866
279.235840 71.351 -55.0035
279.418945 71.344 -121.4613
279.602051 71.342 171.6022
279.785156 71.279 104.4016
279.968262 71.151 37.4118
280.151367 71.015 -29.0159
280.334473 70.948 -95.0236
280.517578 70.963 -161.0919
280.700684 71.005 132.4798
280.883789 71.001 65.8394
281.066895 70.939 -0.5683
281.250000 70.862 -66.5105
281.433105 70.828 -132.1273
281.616211 70.840 162.1335
281.799316 70.853 96.0709
281.982422 70.821 29.8079
282.165527 70.746 -36.2845
282.348633 70.680 -102.0539
282.531738 70.670 -167.6229
282.714844 70.725 126.6785
282.897949 70.808 60.7028
283.081055 70.890 -5.4706
283.264160 70.957 -71.6545
283.447266 71.030 -137.7659
283.630371 71.114 156.1183
283.813477 71.207 89.9081
283.996582 71.292 23.5619
284.179688 71.362 -42.8345
284.362793 71.420 -109.2406
284.545898 71.476 -175.6145
284.729004 71.534 117.9902
284.912109 71.590 51.5862
285.095215 71.644 -14.8467
285.278320 71.691 -81.2761
285.461426 71.734 -147.7288
285.644531 71.769 145.8078
285.827637 71.801 79.3353
286.010742 71.836 12.8642
286.193848 71.888 -53.6473
286.376953 71.957 -120.2899
286.560059 72.037 172.8926
286.743164 72.109 105.9298
286.926270 72.168 38.9759
287.109375 72.222 -27.8754
287.292480 72.291 -94.6070
287.475586 72.382 -161.3859
287.658691 72.480 131.6561
287.841797 72.559 64.4500
288.024902 72.600 -2.8931
288.208008 72.608 -70.2586
288.391113 72.598 -137.5694
288.574219 72.592 155.1235
288.757324 72.590 87.7387
288.940430 72.584 20.2481
289.123535 72.556 -47.2966
289.306641 72.506 -114.7829
289.489746 72.435 177.8328
289.672852 72.352 110.5565
289.855957 72.254 43.3000
290.039062 72.134 -23.9620
290.222168 71.987 -91.2555
290.405273 71.810 -158.5107
290.588379 71.613 134.2992
290.771484 71.408 67.2156
290.954590 71.210 0.2037
291.137695 71.017 -66.7607
291.320801 70.828 -133.6964
291.503906 70.629 159.4324
291.687012 70.418 92.7082
291.870117 70.198 26.1741
292.053223 69.982 -40.1754
292.236328 69.775 -106.4856
292.419434 69.570 -172.8664
292.602539 69.345 120.6002
292.785645 69.088 54.0373
292.968750 68.801 -12.4372
293.151855 68.506 -78.6900
293.334961 68.226 -144.7830
293.518066 67.958 149.2281
293.701172 67.689 83.3152
293.884277 67.400 17.6290
294.067383 67.109 -47.6853
294.250488 66.836 -112.6234
294.433594 66.607 -177.3867
294.616699 66.403 117.7593
294.799805 66.196 52.7630
294.982910 65.964 -12.2688
295.166016 65.727 -77.1227
295.349121 65.518 -141.8296
295.532227 65.364 153.4980
295.715332 65.259 88.6303
295.898438 65.182 23.5925
296.081543 65.121 -41.5938
296.264648 65.071 -106.8166
296.447754 65.033 -172.1497
296.630859 64.987 122.4223
296.813965 64.919 56.9132
296.997070 64.816 -8.5313
297.180176 64.695 -73.8354
297.363281 64.561 -138.9723
297.546387 64.432 156.0492
297.729492 64.305 91.2261
297.912598 64.199 26.5972
298.095703 64.118 -37.9317
298.278809 64.062 -102.4186
298.461914 63.999 -166.9159
298.645020 63.918 128.8307
298.828125 63.841 65.0005
299.011230 63.828 1.6454
299.194336 63.920 -61.6931
299.377441 64.089 -125.4003
299.560547 64.277 170.3827
299.743652 64.447 106.0165
299.926758 64.638 41.7346
300.109863 64.895 -22.5256
300.292969 65.232 -87.2074
300.476074 65.585 -152.5567
300.659180 65.896 141.5454
300.842285 66.142 75.4374
301.025391 66.360 9.3091
301.208496 66.573 -56.9822
301.391602 66.779 -123.6351
301.574707 66.938 169.3107
301.757812 67.034 102.1723
301.940918 67.092 35.2190
302.124023 67.163 -31.4609
302.307129 67.270 -98.1716
302.490234 67.373 -165.1125
302.673340 67.416 127.7672
302.856445 67.370 60.8744
303.039551 67.279 -5.5225
303.222656 67.201 -71.5276
303.405762 67.164 -137.6274
303.588867 67.115 155.8439
303.771973 67.001 89.0775
303.955078 66.818 22.6076
304.138184 66.655 -43.1534
304.321289 66.605 -108.4608
304.504395 66.682 -173.9277
304.687500 66.789 120.0461
304.870605 66.825 53.8287
305.053711 66.771 -11.9668
305.236816 66.699 -76.9314
305.419922 66.703 -141.4358
305.603027 66.790 153.8252
305.786133 66.891 88.3865
305.969238 66.936 22.4430
306.152344 66.933 -43.6144
306.335449 66.935 -109.5911
306.518555 66.992 -175.6760
306.701660 67.082 117.8779
306.884766 67.161 51.1272
307.067871 67.189 -15.6266
307.250977 67.185 -82.0542
307.434082 67.177 -148.1727
307.617188 67.179 145.8401
307.800293 67.165 79.7667
307.983398 67.113 13.7008
308.166504 67.030 -52.2396
308.349609 66.950 -117.9764
308.532715 66.901 176.2936
308.715820 66.866 110.4485
