* Generated by rew_pipeline.py (source UUID defe8eaa-5d6a-4a29-861d-0afe6da83fd1, calibrated to its own SPL at 100 Hz)
* Measurement: LR.filtered.clean-fdw6-peq
* Dated: 2026-Sep-13 14:43:18
* Note: ; Vector average of L.filtered.clean-fdw6-peq, R.filtered.clean-fdw6-peq
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
8474.121094 72.963 -26.6856
8474.304199 72.950 -93.2996
8474.487305 72.887 -159.7974
8474.670410 72.806 133.9740
8474.853516 72.752 67.9052
8475.036621 72.737 1.7032
8475.219727 72.730 -64.8096
8475.402832 72.695 -131.5099
8475.585938 72.624 161.9018
8475.769043 72.546 95.6146
8475.952148 72.490 29.5542
8476.135254 72.449 -36.4824
8476.318359 72.394 -102.5568
8476.501465 72.307 -168.5254
8476.684570 72.210 125.7505
8476.867676 72.142 60.1573
8477.050781 72.113 -5.6228
8477.233887 72.083 -71.7780
8477.416992 72.009 -138.1274
8477.600098 71.894 155.7332
8477.783203 71.795 90.0378
8477.966309 71.771 24.5767
8478.149414 71.819 -41.1182
8478.332520 71.874 -107.2825
8478.515625 71.872 -173.6983
8478.698730 71.811 120.0575
8478.881836 71.741 54.1905
8479.064941 71.715 -11.5043
8479.248047 71.726 -77.4020
8479.431152 71.724 -143.6140
8479.614258 71.665 150.1291
8479.797363 71.565 84.2021
8479.980469 71.476 18.7114
8480.163574 71.435 -46.6044
8480.346680 71.428 -112.0926
8480.529785 71.408 -177.8406
8480.712891 71.351 116.3328
8480.895996 71.275 50.6066
8481.079102 71.213 -15.0569
8481.262207 71.174 -80.8335
8481.445312 71.134 -146.7720
8481.628418 71.080 147.3103
8481.811523 71.029 81.6397
8481.994629 71.023 16.2056
8482.177734 71.076 -49.2696
8482.360840 71.150 -115.0423
8482.543945 71.190 178.9406
8482.727051 71.176 112.9889
8482.910156 71.141 47.3622
8483.093262 71.138 -18.0058
8483.276367 71.190 -83.4623
8483.459473 71.266 -149.2980
8483.642578 71.315 144.5173
8483.825684 71.314 78.2598
8484.008789 71.282 12.1781
8484.191895 71.253 -53.7103
8484.375000 71.247 -119.5942
8484.558105 71.251 174.3330
8484.741211 71.244 108.0222
8484.924316 71.213 41.5470
8485.107422 71.164 -25.0097
8485.290527 71.105 -91.6055
8485.473633 71.041 -158.2077
8485.656738 70.969 135.2520
8485.839844 70.893 68.8487
8486.022949 70.814 2.6062
8486.206055 70.727 -63.5125
8486.389160 70.616 -129.5280
8486.572266 70.465 164.6178
8486.755371 70.281 99.0172
8486.938477 70.090 33.6634
8487.121582 69.919 -31.6226
8487.304688 69.765 -97.0742
8487.487793 69.603 -162.7580
8487.670898 69.410 131.5242
8487.854004 69.198 66.0906
8488.037109 69.008 1.1242
8488.220215 68.878 -63.4736
8488.403320 68.806 -127.9474
8488.586426 68.758 167.5749
8488.769531 68.703 103.1764
8488.952637 68.648 38.9687
8489.135742 68.621 -25.1262
8489.318848 68.630 -89.3800
8489.501953 68.654 -154.0109
8489.685059 68.658 141.0277
8489.868164 68.634 76.0009
8490.051270 68.615 11.1475
8490.234375 68.644 -53.5299
8490.417480 68.739 -118.2425
8490.600586 68.871 176.8189
8490.783691 68.997 111.6866
8490.966797 69.091 46.5810
8491.149902 69.162 -18.2808
8491.333008 69.244 -82.8727
8491.516113 69.360 -147.3736
8491.699219 69.505 147.9875
8491.882324 69.656 83.1277
8492.065430 69.796 18.1467
8492.248535 69.934 -46.7971
8492.431641 70.098 -111.6643
8492.614746 70.308 -176.5946
8492.797852 70.557 118.2070
8492.980957 70.810 52.6625
8493.164062 71.040 -13.1055
8493.347168 71.243 -78.8818
8493.530273 71.446 -144.5495
8493.713379 71.677 149.7940
8493.896484 71.939 83.9182
8494.079590 72.202 17.6690
8494.262695 72.430 -48.8915
8494.445801 72.606 -115.5476
8494.628906 72.748 177.8889
8494.812012 72.885 111.4236
8494.995117 73.034 44.8935
8495.178223 73.182 -21.8701
8495.361328 73.301 -88.8733
8495.544434 73.375 -155.9552
8495.727539 73.413 137.0782
8495.910645 73.439 70.3009
8496.093750 73.473 3.6286
8496.276855 73.506 -63.0731
8496.459961 73.517 -129.8432
8496.643066 73.484 163.4202
8496.826172 73.409 96.8729
8497.009277 73.312 30.6026
8497.192383 73.220 -35.4307
8497.375488 73.147 -101.3414
8497.558594 73.094 -167.2214
8497.741699 73.059 126.9110
8497.924805 73.042 61.0784
8498.107910 73.041 -4.6977
8498.291016 73.052 -70.4008
8498.474121 73.071 -135.9923
8498.657227 73.095 158.5788
8498.840332 73.134 93.3159
8499.023438 73.200 28.1218
8499.206543 73.291 -37.1690
8499.389648 73.394 -102.6797
8499.572754 73.490 -168.4100
8499.755859 73.575 125.7413
8499.938965 73.661 59.8704
8500.122070 73.766 -6.0133
8500.305176 73.893 -71.9772
8500.488281 74.033 -138.0736
8500.671387 74.167 155.7244
8500.854492 74.284 89.5015
8501.037598 74.387 23.3139
8501.220703 74.483 -42.8648
8501.403809 74.573 -109.1182
8501.586914 74.650 -175.5011
8501.770020 74.705 118.0138
8501.953125 74.743 51.5084
8502.136230 74.776 -14.9617
8502.319336 74.819 -81.4201
8502.502441 74.871 -147.9350
8502.685547 74.918 145.4684
8502.868652 74.945 78.8618
8503.051758 74.948 12.3680
8503.234863 74.941 -53.9417
8503.417969 74.942 -120.1203
8503.601074 74.954 173.6980
8503.784180 74.964 107.4242
8503.967285 74.956 41.1094
8504.150391 74.928 -25.0968
8504.333496 74.902 -91.0879
8504.516602 74.904 -156.9201
8504.699707 74.938 137.2216
8504.882812 74.980 71.1977
8505.065918 74.998 5.0583
8505.249023 74.980 -60.9878
8505.432129 74.949 -126.7605
8505.615234 74.949 167.7097
8505.798340 75.002 102.1682
8505.981445 75.093 36.3438
8506.164551 75.181 -29.8278
8506.347656 75.236 -96.1741
8506.530762 75.257 -162.4538
8506.713867 75.269 131.4532
8506.896973 75.295 65.4783
8507.080078 75.335 -0.5285
8507.263184 75.375 -66.6414
8507.446289 75.403 -132.8082
8507.629395 75.425 161.0579
8507.812500 75.459 94.9623
8507.995605 75.515 28.8141
8508.178711 75.582 -37.4720
8508.361816 75.639 -103.8686
8508.544922 75.672 -170.2398
8508.728027 75.684 123.5603
8508.911133 75.691 57.5817
8509.094238 75.705 -8.2403
8509.277344 75.732 -74.0235
8509.460449 75.768 -139.8623
8509.643555 75.809 154.1882
8509.826660 75.855 88.0939
8510.009766 75.901 21.8409
8510.192871 75.943 -44.5311
8510.375977 75.975 -110.9172
8510.559082 76.007 -177.2013
8510.742188 76.054 116.6486
8510.925293 76.127 50.5344
8511.108398 76.215 -15.6996
8511.291504 76.291 -82.1302
8511.474609 76.331 -148.6805
8511.657715 76.331 144.8182
8511.840820 76.315 78.4876
8512.023926 76.315 12.2946
8512.207031 76.347 -53.9208
8512.390137 76.401 -120.3040
8512.573242 76.450 173.1432
8512.756348 76.473 106.5564
8512.939453 76.470 40.0957
8513.122559 76.454 -26.1715
8513.305664 76.438 -92.2992
8513.488770 76.424 -158.3935
8513.671875 76.405 135.4821
8513.854980 76.378 69.3417
8514.038086 76.350 3.2319
8514.221191 76.335 -62.8335
8514.404297 76.345 -128.8961
8514.587402 76.377 164.9881
8514.770508 76.418 98.8053
8514.953613 76.453 32.6067
8515.136719 76.474 -33.5275
8515.319824 76.483 -99.5429
8515.502930 76.490 -165.4537
8515.686035 76.505 128.6608
8515.869141 76.531 62.6967
8516.052246 76.567 -3.4213
8516.235352 76.606 -69.7072
8516.418457 76.645 -136.1163
8516.601562 76.683 157.4295
8516.784668 76.721 91.0094
8516.967773 76.761 24.6803
8517.150879 76.805 -41.5375
8517.333984 76.852 -107.6651
8517.517090 76.903 -173.7649
8517.700195 76.953 120.0789
8517.883301 76.995 53.7928
8518.066406 77.022 -12.6484
8518.249512 77.032 -79.2117
8518.432617 77.030 -145.8292
8518.615723 77.028 147.5557
8518.798828 77.037 80.9576
8518.981934 77.060 14.3578
8519.165039 77.089 -52.2564
8519.348145 77.113 -118.8615
8519.531250 77.125 174.5874
8519.714355 77.127 108.1141
8519.897461 77.124 41.6875
8520.080566 77.117 -24.7585
8520.263672 77.104 -91.2720
8520.446777 77.079 -157.8365
8520.629883 77.045 135.6152
8520.812988 77.014 69.1447
8520.996094 76.999 2.7487
8521.179199 77.008 -63.6434
8521.362305 77.033 -130.1171
8521.545410 77.060 163.2914
8521.728516 77.074 96.6119
8521.911621 77.071 29.9022
8522.094727 77.058 -36.8049
8522.277832 77.040 -103.5274
8522.460938 77.020 -170.3112
8522.644043 76.992 122.8162
8522.827148 76.946 55.8819
8523.010254 76.877 -11.0427
8523.193359 76.786 -77.8817
8523.376465 76.683 -144.6060
8523.559570 76.576 148.7469
8523.742676 76.469 82.0950
8523.925781 76.357 15.3676
8524.108887 76.231 -51.4480
8524.291992 76.088 -118.2995
8524.475098 75.930 174.8926
8524.658203 75.767 108.1880
8524.841309 75.605 41.6041
8525.024414 75.445 -24.8641
8525.207520 75.282 -91.2061
8525.390625 75.112 -157.3878
8525.573730 74.940 136.6130
8525.756836 74.777 70.7501
8525.939941 74.633 4.8982
8526.123047 74.501 -61.0897
8526.306152 74.365 -127.2820
8526.489258 74.207 166.3839
8526.672363 74.020 100.0744
8526.855469 73.817 33.9620
8527.038574 73.621 -31.8766
8527.221680 73.451 -97.5131
8527.404785 73.310 -163.1217
8527.587891 73.174 131.1405
8527.770996 73.011 65.2421
8527.954102 72.800 -0.6986
8528.137207 72.542 -66.4907
8528.320312 72.267 -131.9976
8528.503418 72.011 162.7590
8528.686523 71.796 97.6274
8528.869629 71.609 32.4848
8529.052734 71.423 -32.6009
8529.235840 71.228 -97.3991
8529.418945 71.047 -161.7269
8529.602051 70.916 134.3201
8529.785156 70.842 70.3881
8529.968262 70.782 6.1789
8530.151367 70.677 -58.2490
8530.334473 70.512 -122.5207
8530.517578 70.341 173.7101
8530.700684 70.255 110.3854
8530.883789 70.305 47.0128
8531.066895 70.460 -16.8871
8531.250000 70.645 -81.3538
8531.433105 70.817 -146.0440
8531.616211 70.980 149.3889
8531.799316 71.164 85.0176
8531.982422 71.381 20.6697
8532.165527 71.609 -43.8191
8532.348633 71.828 -108.4570
8532.531738 72.038 -173.1826
8532.714844 72.259 121.9608
8532.897949 72.502 56.8116
8533.081055 72.751 -8.7516
8533.264160 72.988 -74.6701
8533.447266 73.209 -140.7566
8533.630371 73.429 153.1318
8533.813477 73.669 86.9809
8533.996582 73.923 20.6842
8534.179688 74.169 -45.7977
8534.362793 74.384 -112.3703
8534.545898 74.569 -178.8950
8534.729004 74.743 114.6634
8534.912109 74.921 48.1961
8535.095215 75.101 -18.4479
8535.278320 75.267 -85.3188
8535.461426 75.407 -152.3438
8535.644531 75.529 140.5752
8535.827637 75.645 73.4573
8536.010742 75.760 6.2508
8536.193848 75.862 -61.0675
8536.376953 75.938 -128.4210
8536.560059 75.992 164.3131
8536.743164 76.041 97.1753
8536.926270 76.097 30.0600
8537.109375 76.152 -37.1951
8537.292480 76.176 -104.6349
8537.475586 76.147 -172.1123
8537.658691 76.068 120.6131
8537.841797 75.978 53.6727
8538.024902 75.918 -13.0431
8538.208008 75.902 -79.8166
8538.391113 75.903 -146.8665
8538.574219 75.882 145.8151
8538.757324 75.819 78.4173
8538.940430 75.720 11.1329
8539.123535 75.606 -55.9781
8539.306641 75.493 -122.9881
8539.489746 75.378 170.0085
8539.672852 75.253 102.9882
8539.855957 75.116 35.9827
8540.039062 74.974 -30.9970
8540.222168 74.829 -97.9954
8540.405273 74.673 -165.0532
8540.588379 74.493 127.8694
8540.771484 74.278 60.8995
8540.954590 74.038 -5.8387
8541.137695 73.789 -72.3218
8541.320801 73.543 -138.6467
8541.503906 73.293 155.0568
8541.687012 73.023 88.7315
8541.870117 72.720 22.4242
8542.053223 72.383 -43.7645
8542.236328 72.026 -109.7446
8542.419434 71.667 -175.4638
8542.602539 71.323 119.0916
8542.785645 71.007 53.9014
8542.968750 70.722 -11.0818
8543.151855 70.458 -75.8804
8543.334961 70.201 -140.4364
8543.518066 69.953 155.3711
8543.701172 69.741 91.5733
8543.884277 69.596 27.9621
8544.067383 69.514 -35.8431
8544.250488 69.448 -100.0723
8544.433594 69.345 -164.5670
8544.616699 69.200 131.1126
8544.799805 69.079 67.2940
8544.982910 69.063 3.8367
8545.166016 69.179 -59.7935
8545.349121 69.372 -124.0100
8545.532227 69.562 171.2498
8545.715332 69.719 106.3471
8545.898438 69.865 41.5337
8546.081543 70.036 -23.2793
8546.264648 70.235 -88.3754
8546.447754 70.427 -153.9118
8546.630859 70.580 140.2226
8546.813965 70.694 74.2511
8546.997070 70.796 8.2879
8547.180176 70.905 -57.7333
8547.363281 71.018 -123.9168
8547.546387 71.111 169.7567
8547.729492 71.176 103.4320
8547.912598 71.224 37.2238
8548.095703 71.276 -28.9120
8548.278809 71.335 -95.1383
8548.461914 71.380 -161.5667
8548.645020 71.388 131.8593
8548.828125 71.352 65.3076
8549.011230 71.292 -1.0952
8549.194336 71.230 -67.3684
8549.377441 71.175 -133.6310
8549.560547 71.115 160.0288
8549.743652 71.033 93.6373
8549.926758 70.928 27.2859
8550.109863 70.809 -38.9712
8550.292969 70.691 -105.1749
8550.476074 70.573 -171.4128
8550.659180 70.445 122.2776
8550.842285 70.286 55.9764
8551.025391 70.088 -10.1291
8551.208496 69.864 -75.8215
8551.391602 69.647 -140.9810
8551.574707 69.477 154.2771
8551.757812 69.373 89.5886
8551.940918 69.299 24.5531
8552.124023 69.179 -40.9303
8552.307129 68.951 -106.5160
8552.490234 68.623 -171.5747
8552.673340 68.287 124.3597
8552.856445 68.078 61.0914
8553.039551 68.053 -2.2443
8553.222656 68.129 -66.3803
8553.405762 68.176 -131.2324
8553.588867 68.132 163.9108
8553.771973 68.050 99.6858
8553.955078 68.028 36.0816
8554.138184 68.107 -27.5091
8554.321289 68.223 -91.5735
8554.504395 68.298 -155.9700
8554.687500 68.327 139.8028
8554.870605 68.385 75.9666
8555.053711 68.541 12.1439
8555.236816 68.770 -52.2254
8555.419922 68.987 -117.2307
8555.603027 69.138 177.5876
8555.786133 69.256 112.7290
8555.969238 69.421 48.2126
8556.152344 69.665 -16.4412
8556.335449 69.938 -81.6495
8556.518555 70.162 -147.3091
8556.701660 70.319 147.0670
8556.884766 70.460 81.8470
8557.067871 70.662 16.9171
8557.250977 70.940 -48.1847
8557.434082 71.240 -113.7549
8557.617188 71.496 -179.6469
8557.800293 71.693 114.5150
8557.983398 71.864 48.9469
8558.166504 72.048 -16.4757
8558.349609 72.247 -82.0314
8558.532715 72.430 -147.8326
8558.715820 72.580 146.2650
8558.898926 72.716 80.4495
8559.082031 72.879 14.7124
8559.265137 73.086 -51.1589
8559.448242 73.314 -117.3339
8559.631348 73.524 176.2574
8559.814453 73.701 109.8625
8559.997559 73.864 43.6670
8560.180664 74.040 -22.3693
8560.363770 74.239 -88.4498
8560.546875 74.440 -154.7258
8560.729980 74.622 138.8289
8560.913086 74.785 72.3372
8561.096191 74.950 5.8538
8561.279297 75.133 -60.6997
8561.462402 75.327 -127.4317
8561.645508 75.510 165.6585
8561.828613 75.665 98.7039
8562.011719 75.794 31.8525
8562.194824 75.913 -34.8547
8562.377930 76.032 -101.5019
8562.561035 76.147 -168.1967
8562.744141 76.249 125.0263
8562.927246 76.336 58.2003
8563.110352 76.416 -8.6591
8563.293457 76.498 -75.6012
8563.476562 76.575 -142.6847
8563.659668 76.632 150.1223
8563.842773 76.656 82.9653
8564.025879 76.660 16.0039
8564.208984 76.670 -50.7309
8564.392090 76.705 -117.3896
8564.575195 76.759 175.8104
8564.758301 76.803 108.7670
8564.941406 76.810 41.5726
8565.124512 76.775 -25.5755
8565.307617 76.720 -92.5360
8565.490723 76.670 -159.3242
8565.673828 76.633 133.9341
8565.856934 76.596 67.1437
8566.040039 76.536 0.3358
8566.223145 76.450 -66.3720
8566.406250 76.351 -132.9020
8566.589355 76.260 160.6934
8566.772461 76.187 94.2621
8566.955566 76.120 27.6836
8567.138672 76.039 -39.0274
8567.321777 75.934 -105.7315
8567.504883 75.815 -172.2736
8567.687988 75.699 121.4087
8567.871094 75.601 55.2524
8568.054199 75.516 -10.8605
8568.237305 75.426 -77.0021
8568.420410 75.313 -143.1507
8568.603516 75.173 150.7696
8568.786621 75.017 84.8083
8568.969727 74.863 18.9353
8569.152832 74.720 -46.9387
8569.335938 74.583 -112.8805
8569.519043 74.441 -178.8615
8569.702148 74.285 115.2495
8569.885254 74.117 49.6127
8570.068359 73.954 -15.6754
8570.251465 73.812 -80.6346
8570.434570 73.695 -145.3640
8570.617676 73.598 150.0440
8570.800781 73.513 85.5626
8570.983887 73.443 21.2030
8571.166992 73.401 -43.0535
8571.350098 73.399 -107.2900
8571.533203 73.436 -171.6054
8571.716309 73.503 123.9657
8571.899414 73.587 59.4805
8572.082520 73.689 -4.9675
8572.265625 73.819 -69.3380
8572.448730 73.986 -133.6913
8572.631836 74.194 161.8356
8572.814941 74.431 97.1019
8572.998047 74.681 32.0225
8573.181152 74.926 -33.4070
8573.364258 75.159 -99.1262
8573.547363 75.379 -165.0393
8573.730469 75.596 128.9371
8573.913574 75.823 62.8351
8574.096680 76.067 -3.3757
8574.279785 76.321 -69.7460
8574.462891 76.569 -136.2837
8574.645996 76.792 157.0814
8574.829102 76.985 90.4641
8575.012207 77.156 23.9464
8575.195312 77.321 -42.4863
8575.378418 77.491 -108.9378
8575.561523 77.661 -175.5203
8575.744629 77.817 117.7307
8575.927734 77.951 50.8736
8576.110840 78.063 -16.0011
8576.293945 78.165 -82.8447
8576.477051 78.266 -149.6782
8576.660156 78.367 143.4493
8576.843262 78.461 76.5202
8577.026367 78.546 9.5650
8577.209473 78.622 -57.3793
8577.392578 78.698 -124.3166
8577.575684 78.773 168.7083
8577.758789 78.841 101.6659
8577.941895 78.889 34.5935
8578.125000 78.916 -32.4180
8578.308105 78.933 -99.2989
8578.491211 78.954 -166.0755
8578.674316 78.988 127.1335
8578.857422 79.024 60.2083
8579.040527 79.043 -6.8688
8579.223633 79.033 -73.9954
8579.406738 79.000 -141.0266
8579.589844 78.964 152.1119
8579.772949 78.947 85.3687
8579.956055 78.955 18.6115
8580.139160 78.975 -48.2644
8580.322266 78.985 -115.2628
8580.505371 78.972 177.6976
8580.688477 78.935 110.7144
8580.871582 78.883 43.8419
8581.054688 78.826 -22.9217
8581.237793 78.776 -89.6148
8581.420898 78.736 -156.2894
8581.604004 78.710 136.9945
8581.787109 78.691 70.1795
8581.970215 78.668 3.2356
8582.153320 78.626 -63.8076
8582.336426 78.555 -130.8633
8582.519531 78.456 162.1689
8582.702637 78.342 95.3386
8582.885742 78.225 28.6133
8583.068848 78.112 -38.0924
8583.251953 77.997 -104.8462
8583.435059 77.872 -171.6488
8583.618164 77.734 121.5553
8583.801270 77.585 54.8275
8583.984375 77.431 -11.8062
8584.167480 77.274 -78.3528
8584.350586 77.111 -144.8246
8584.533691 76.936 148.7847
8584.716797 76.749 82.4918
8584.899902 76.550 16.3083
8585.083008 76.344 -49.7648
8585.266113 76.138 -115.7273
8585.449219 75.940 178.4206
8585.632324 75.760 112.6658
8585.815430 75.604 46.9759
8585.998535 75.468 -18.6730
8586.181641 75.345 -84.2553
8586.364746 75.229 -149.6981
8586.547852 75.126 145.0520
8586.730957 75.047 79.9478
8586.914062 74.991 14.8473
8587.097168 74.940 -50.3747
8587.280273 74.871 -115.7046
8587.463379 74.777 179.0043
8587.646484 74.681 113.8948
8587.829590 74.621 48.9454
8588.012695 74.622 -16.0456
8588.195801 74.675 -81.2994
8588.378906 74.749 -146.8725
8588.562012 74.818 147.3553
8588.745117 74.879 81.5397
8588.928223 74.940 15.7348
8589.111328 75.004 -50.1145
8589.294434 75.062 -116.0665
8589.477539 75.099 177.9007
8589.660645 75.118 111.8599
8589.843750 75.132 45.8299
8590.026855 75.154 -20.2702
8590.209961 75.180 -86.5502
8590.393066 75.195 -153.0259
8590.576172 75.187 140.4108
8590.759277 75.161 73.8989
8590.942383 75.137 7.4785
8591.125488 75.125 -58.9380
8591.308594 75.116 -125.4612
8591.491699 75.087 167.9090
8591.674805 75.025 101.3009
8591.857910 74.939 34.8572
8592.041016 74.851 -31.3973
8592.224121 74.775 -97.5796
8592.407227 74.703 -163.8274
8592.590332 74.613 129.8373
8592.773438 74.491 63.5258
8592.956543 74.344 -2.6315
8593.139648 74.192 -68.6050
8593.322754 74.049 -134.4825
8593.505859 73.912 159.6362
8593.688965 73.772 93.7392
8593.872070 73.625 27.8998
8594.055176 73.483 -37.8226
8594.238281 73.357 -103.4508
8594.421387 73.249 -169.0586
8594.604492 73.145 125.3261
8594.787598 73.032 59.7652
8594.970703 72.909 -5.6441
8595.153809 72.786 -70.8556
8595.336914 72.669 -135.9011
8595.520020 72.562 159.1665
8595.703125 72.462 94.3285
8595.886230 72.375 29.5900
8596.069336 72.313 -35.0878
8596.252441 72.284 -99.8050
8596.435547 72.283 -164.6653
8596.618652 72.296 130.3065
8596.801758 72.315 65.1649
8596.984863 72.340 -0.0226
8597.167969 72.378 -65.2369
8597.351074 72.430 -130.4937
8597.534180 72.493 164.2043
8597.717285 72.568 98.8781
8597.900391 72.659 33.5218
8598.083496 72.768 -31.9350
8598.266602 72.887 -97.5817
8598.449707 72.991 -163.4272
8598.632812 73.064 130.6447
8598.815918 73.110 64.7973
8598.999023 73.150 -0.8962
8599.182129 73.208 -66.5326
8599.365234 73.283 -132.2964
8599.548340 73.350 161.7150
8599.731445 73.383 95.5973
8599.914551 73.380 29.5658
8600.097656 73.368 -36.2209
8600.280762 73.385 -101.8087
8600.463867 73.448 -167.4240
8600.646973 73.538 126.7097
8600.830078 73.618 60.5470
8601.013184 73.660 -5.7669
8601.196289 73.660 -72.0241
8601.379395 73.640 -138.0966
8601.562500 73.622 155.9986
8601.745605 73.621 90.1506
8601.928711 73.632 24.2567
8602.111816 73.647 -41.7087
8602.294922 73.661 -107.7130
8602.478027 73.676 -173.7189
8602.661133 73.695 120.2787
8602.844238 73.716 54.2718
8603.027344 73.732 -11.7295
8603.210449 73.742 -77.6869
8603.393555 73.747 -143.5688
8603.576660 73.754 150.6102
8603.759766 73.765 84.7892
8603.942871 73.773 18.9132
8604.125977 73.769 -47.0058
8604.309082 73.750 -112.8858
8604.492188 73.728 -178.6384
8604.675293 73.724 115.7392
8604.858398 73.754 50.1354
8605.041504 73.815 -15.6074
8605.224609 73.883 -81.5711
8605.407715 73.935 -147.7062
8605.590820 73.961 146.1231
8605.773926 73.969 80.0300
8605.957031 73.977 14.0289
8606.140137 73.994 -51.9596
8606.323242 74.017 -118.0283
8606.506348 74.033 175.7939
8606.689453 74.033 109.5583
8606.872559 74.015 43.3537
8607.055664 73.985 -22.7487
8607.238770 73.955 -88.7283
8607.421875 73.936 -154.6224
8607.604980 73.929 139.4905
8607.788086 73.930 73.5235
8607.971191 73.921 7.4379
8608.154297 73.889 -58.7158
8608.337402 73.826 -124.8027
8608.520508 73.750 169.3134
8608.703613 73.688 103.6619
8608.886719 73.664 38.1143
8609.069824 73.676 -27.5227
8609.252930 73.697 -93.3383
8609.436035 73.700 -159.2289
8609.619141 73.681 135.0173
8609.802246 73.664 69.5336
8609.985352 73.683 4.2410
8610.168457 73.745 -61.1065
8610.351562 73.829 -126.7208
8610.534668 73.899 167.3736
8610.717773 73.934 101.3198
8610.900879 73.941 35.2819
8611.083984 73.939 -30.6735
8611.267090 73.946 -96.5915
8611.450195 73.966 -162.5441
8611.633301 73.994 131.4445
8611.816406 74.023 65.4020
8611.999512 74.053 -0.6408
8612.182617 74.082 -66.6723
8612.365723 74.104 -132.6800
8612.548828 74.115 161.3719
8612.731934 74.120 95.5181
8612.915039 74.128 29.7356
8613.098145 74.147 -36.0724
8613.281250 74.168 -102.0153
8613.464355 74.179 -168.1202
8613.647461 74.167 125.6961
8613.830566 74.138 59.5677
8614.013672 74.113 -6.4257
8614.196777 74.109 -72.3102
8614.379883 74.134 -138.1833
8614.562988 74.177 155.8759
8614.746094 74.220 89.8581
8614.929199 74.251 23.8118
8615.112305 74.263 -42.2056
8615.295410 74.258 -108.1576
8615.478516 74.243 -174.0383
8615.661621 74.226 120.1243
8615.844727 74.214 54.2687
8616.027832 74.207 -11.6752
8616.210938 74.198 -77.7293
8616.394043 74.175 -143.8247
8616.577148 74.140 150.1787
8616.760254 74.107 84.3953
8616.943359 74.099 18.8179
8617.126465 74.124 -46.6903
8617.309570 74.168 -112.2781
8617.492676 74.204 -177.9769
8617.675781 74.213 116.3239
8617.858887 74.202 50.7715
8618.041992 74.195 -14.5807
8618.225098 74.219 -79.8240
8618.408203 74.281 -145.1194
8618.591309 74.373 149.4217
8618.774414 74.480 83.7900
8618.957520 74.594 18.0381
8619.140625 74.713 -47.7857
8619.323730 74.838 -113.6621
8619.506836 74.966 -179.5912
8619.689941 75.099 114.4207
8619.873047 75.235 48.3525
8620.056152 75.376 -17.8321
8620.239258 75.517 -84.1670
8620.422363 75.654 -150.6555
8620.605469 75.785 142.7281
8620.788574 75.912 76.0102
8620.971680 76.034 9.1938
8621.154785 76.147 -57.7241
8621.337891 76.241 -124.7120
8621.520996 76.311 168.3074
8621.704102 76.364 101.4106
8621.887207 76.414 34.5975
8622.070312 76.472 -32.2322
8622.253418 76.535 -99.2119
8622.436523 76.582 -166.3960
8622.619629 76.597 126.2867
8622.802734 76.578 58.9771
8622.985840 76.538 -8.2277
8623.168945 76.494 -75.3399
8623.352051 76.450 -142.4465
8623.535156 76.395 150.3939
8623.718262 76.316 83.2122
8623.901367 76.210 16.0921
8624.084473 76.089 -50.9223
8624.267578 75.965 -117.8742
8624.450684 75.836 175.1569
8624.633789 75.691 108.1540
8624.816895 75.520 41.2061
8625.000000 75.326 -25.5569
8625.183105 75.128 -92.0738
8625.366211 74.943 -158.4094
8625.549316 74.770 135.3058
8625.732422 74.595 68.9892
8625.915527 74.401 2.6655
8626.098633 74.185 -63.5795
8626.281738 73.955 -129.6802
8626.464844 73.724 164.3722
8626.647949 73.501 98.5646
8626.831055 73.290 32.9050
8627.014160 73.099 -32.5879
8627.197266 72.936 -97.9364
8627.380371 72.805 -163.2229
8627.563477 72.695 131.4681
8627.746582 72.587 66.1224
8627.929688 72.470 0.8041
8628.112793 72.350 -64.4202
8628.295898 72.239 -129.5525
8628.479004 72.148 165.3305
8628.662109 72.078 100.1494
8628.845215 72.023 34.8789
8629.028320 71.980 -30.4540
8629.211426 71.948 -95.8191
8629.394531 71.929 -161.2061
8629.577637 71.920 133.3859
8629.760742 71.915 67.9664
8629.943848 71.914 2.5397
8630.126953 71.916 -62.9175
8630.310059 71.921 -128.4483
8630.493164 71.921 165.9223
8630.676270 71.913 100.2163
8630.859375 71.897 34.4799
8631.042480 71.880 -31.2544
8631.225586 71.865 -96.9852
8631.408691 71.852 -162.7114
8631.591797 71.838 131.5814
8631.774902 71.827 65.8926
8631.958008 71.820 0.1565
8632.141113 71.808 -65.7337
8632.324219 71.768 -131.8205
8632.507324 71.680 162.0096
8632.690430 71.548 95.9820
8632.873535 71.411 30.2489
8633.056641 71.317 -35.2940
8633.239746 71.281 -100.9755
8633.422852 71.264 -167.0568
8633.605957 71.206 126.5311
8633.789062 71.073 60.1578
8633.972168 70.886 -5.7920
8634.155273 70.699 -71.2221
8634.338379 70.552 -136.4025
8634.521484 70.435 158.3089
8634.704590 70.299 92.8169
8634.887695 70.118 27.3449
8635.070801 69.913 -37.8348
8635.253906 69.731 -102.6848
8635.437012 69.598 -167.4192
8635.620117 69.495 127.7802
8635.803223 69.392 62.9918
8635.986328 69.288 -1.5488
8636.169434 69.218 -65.7578
8636.352539 69.210 -129.8526
8636.535645 69.248 165.8641
