* Generated by rew_pipeline.py (source UUID 186deba0-cbab-4d36-ad78-2cb4c056a7bc, calibrated to its own SPL at 100 Hz)
* Measurement: L.filtered.clean-fdw6-peq
* Dated: 2026-Sep-13 14:43:17
* Note: ; Trace Arithmetic A times B A = L.nofdw.clean-fdw6-peq B = FLX-trimmed.clean-fdw6-peq
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
12740.112305 69.250 -136.8900
12740.295410 69.307 156.7862
12740.478516 69.389 90.0620
12740.661621 69.415 22.8988
12740.844727 69.338 -44.3332
12741.027832 69.183 -111.1916
12741.210938 69.031 -177.5535
12741.394043 68.951 116.2321
12741.577148 68.940 49.6399
12741.760254 68.931 -17.5351
12741.943359 68.858 -85.0060
12742.126465 68.706 -152.2407
12742.309570 68.521 141.1469
12742.492676 68.366 75.1352
12742.675781 68.270 9.3576
12742.858887 68.210 -56.5495
12743.041992 68.141 -122.6786
12743.225098 68.044 171.0878
12743.408203 67.934 104.8413
12743.591309 67.829 38.5176
12743.774414 67.725 -27.9965
12743.957520 67.598 -94.6571
12744.140625 67.431 -161.2019
12744.323730 67.249 132.6755
12744.506836 67.105 67.0428
12744.689941 67.040 1.5918
12744.873047 67.034 -64.1527
12745.056152 67.016 -130.4351
12745.239258 66.911 162.9201
12745.422363 66.693 96.3673
12745.605469 66.401 30.3292
12745.788574 66.114 -35.1058
12745.971680 65.895 -100.2743
12746.154785 65.742 -165.6634
12746.337891 65.598 128.5257
12746.520996 65.408 62.5402
12746.704102 65.170 -3.1457
12746.887207 64.942 -68.2189
12747.070312 64.791 -132.8012
12747.253418 64.734 162.6508
12747.436523 64.718 97.7815
12747.619629 64.673 32.6380
12747.802734 64.567 -32.4417
12747.985840 64.423 -97.1668
12748.168945 64.294 -161.5481
12748.352051 64.208 134.1333
12748.535156 64.155 69.6000
12748.718262 64.109 4.7953
12748.901367 64.057 -60.1466
12749.084473 64.005 -125.0557
12749.267578 63.971 170.1936
12749.450684 63.971 105.6972
12749.633789 64.029 41.4954
12749.816895 64.170 -22.5527
12750.000000 64.392 -86.8079
12750.183105 64.641 -151.6181
12750.366211 64.830 143.0210
12750.549316 64.901 77.5488
12750.732422 64.873 12.5777
12750.915527 64.842 -51.5665
12751.098633 64.919 -115.2025
12751.281738 65.130 -179.0953
12751.464844 65.400 116.2358
12751.647949 65.632 50.8994
12751.831055 65.788 -14.6307
12752.014160 65.891 -79.9790
12752.197266 65.988 -145.1035
12752.380371 66.102 149.8217
12752.563477 66.233 84.6686
12752.746582 66.394 19.4127
12752.929688 66.613 -46.0622
12753.112793 66.903 -112.0735
12753.295898 67.217 -178.9059
12753.479004 67.473 113.5402
12753.662109 67.605 45.8186
12753.845215 67.616 -21.3315
12754.028320 67.585 -87.4296
12754.211426 67.621 -152.6469
12754.394531 67.766 142.2503
12754.577637 67.962 76.5300
12754.760742 68.109 10.0317
12754.943848 68.153 -56.9099
12755.126953 68.111 -123.8707
12755.310059 68.043 169.3485
12755.493164 68.001 102.6898
12755.676270 67.996 36.0502
12755.859375 68.015 -30.5222
12756.042480 68.049 -96.8690
12756.225586 68.103 -162.9184
12756.408691 68.174 131.2180
12756.591797 68.235 65.3691
12756.774902 68.251 -0.5054
12756.958008 68.210 -66.2921
12757.141113 68.136 -131.8878
12757.324219 68.077 162.6293
12757.507324 68.066 97.0188
12757.690430 68.104 31.0845
12757.873535 68.172 -35.1704
12758.056641 68.261 -101.6028
12758.239746 68.363 -168.0900
12758.422852 68.463 125.4169
12758.605957 68.528 58.9941
12758.789062 68.533 -7.1593
12758.972168 68.488 -72.8043
12759.155273 68.449 -137.9087
12759.338379 68.469 157.1733
12759.521484 68.551 91.8790
12759.704590 68.635 25.8888
12759.887695 68.654 -40.6203
12760.070801 68.591 -107.1372
12760.253906 68.489 -173.1962
12760.437012 68.421 121.2971
12760.620117 68.428 56.0359
12760.803223 68.491 -9.3684
12760.986328 68.553 -75.0454
12761.169434 68.576 -140.8447
12761.352539 68.564 153.4357
12761.535645 68.549 87.8423
12761.718750 68.563 22.2448
12761.901855 68.613 -43.5255
12762.084961 68.689 -109.5371
12762.268066 68.775 -175.7358
12762.451172 68.860 118.0028
12762.634277 68.933 51.8297
12762.817383 68.993 -14.1082
12763.000488 69.053 -79.7309
12763.183594 69.133 -145.1157
12763.366699 69.246 149.4832
12763.549805 69.376 83.7734
12763.732910 69.487 17.6265
12763.916016 69.552 -48.8427
12764.099121 69.572 -115.3850
12764.282227 69.577 178.1957
12764.465332 69.601 111.9351
12764.648438 69.658 45.7646
12764.831543 69.738 -20.3504
12765.014648 69.829 -86.3697
12765.197754 69.932 -152.2914
12765.380859 70.051 141.7313
12765.563965 70.167 75.4514
12765.747070 70.236 8.7408
12765.930176 70.222 -58.2672
12766.113281 70.124 -125.2569
12766.296387 69.990 168.0270
12766.479492 69.886 101.5633
12766.662598 69.841 35.0865
12766.845703 69.829 -31.6081
12767.028809 69.802 -98.4008
12767.211914 69.737 -164.9216
12767.395020 69.661 129.1140
12767.578125 69.620 63.6126
12767.761230 69.622 -1.8352
12767.944336 69.614 -67.5394
12768.127441 69.539 -133.3966
12768.310547 69.393 160.9881
12768.493652 69.242 95.8735
12768.676758 69.174 31.0276
12768.859863 69.207 -34.1322
12769.042969 69.276 -99.9574
12769.226074 69.297 -166.2127
12769.409180 69.245 127.7043
12769.592285 69.171 62.2570
12769.775391 69.152 -2.6116
12769.958496 69.211 -67.3875
12770.141602 69.301 -132.4669
12770.324707 69.360 162.1956
12770.507812 69.377 96.9064
12770.690918 69.404 31.7932
12770.874023 69.489 -33.4160
12771.057129 69.621 -99.1349
12771.240234 69.738 -165.4565
12771.423340 69.791 127.9863
12771.606445 69.794 61.7341
12771.789551 69.816 -3.9365
12771.972656 69.926 -69.2572
12772.155762 70.125 -134.7571
12772.338867 70.344 159.2329
12772.521973 70.507 92.8202
12772.705078 70.582 26.3760
12772.888184 70.592 -39.7813
12773.071289 70.586 -105.5935
12773.254395 70.601 -171.2523
12773.437500 70.648 122.9773
12773.620605 70.712 56.9229
12773.803711 70.778 -9.4596
12773.986816 70.833 -76.1337
12774.169922 70.871 -143.0120
12774.353027 70.888 150.0385
12774.536133 70.893 83.1632
12774.719238 70.903 16.4441
12774.902344 70.931 -50.1486
12775.085449 70.969 -116.7029
12775.268555 70.995 176.7596
12775.451660 70.988 110.3442
12775.634766 70.954 44.1940
12775.817871 70.918 -21.6794
12776.000977 70.903 -87.4747
12776.184082 70.902 -153.4674
12776.367188 70.886 140.2238
12776.550293 70.829 73.7244
12776.733398 70.744 7.2625
12776.916504 70.667 -59.0619
12777.099609 70.630 -125.3711
12777.282715 70.625 168.1424
12777.465820 70.615 101.4570
12777.648926 70.567 34.7837
12777.832031 70.484 -31.6098
12778.015137 70.394 -97.6338
12778.198242 70.321 -163.4446
12778.381348 70.257 130.7301
12778.564453 70.175 64.8208
12778.747559 70.065 -1.0587
12778.930664 69.946 -66.7994
12779.113770 69.850 -132.4719
12779.296875 69.779 161.7272
12779.479980 69.704 95.7088
12779.663086 69.595 29.6252
12779.846191 69.448 -36.2564
12780.029297 69.294 -101.8060
12780.212402 69.155 -167.1378
12780.395508 69.025 127.5621
12780.578613 68.878 62.2955
12780.761719 68.714 -2.7339
12780.944824 68.576 -67.4028
12781.127930 68.518 -131.9298
12781.311035 68.534 163.2672
12781.494141 68.561 98.0374
12781.677246 68.541 32.7258
12781.860352 68.486 -32.1116
12782.043457 68.475 -96.2518
12782.226562 68.579 -160.1063
12782.409668 68.776 135.6482
12782.592773 68.970 70.7581
12782.775879 69.090 5.5683
12782.958984 69.149 -59.4073
12783.142090 69.227 -124.0233
12783.325195 69.388 171.3286
12783.508301 69.614 106.1232
12783.691406 69.835 40.2304
12783.874512 70.000 -26.0236
12784.057617 70.117 -92.2054
12784.240723 70.233 -158.1248
12784.423828 70.382 136.0969
12784.606934 70.559 70.2530
12784.790039 70.738 4.2902
12784.973145 70.903 -61.6998
12785.156250 71.060 -127.6606
12785.339355 71.214 166.3300
12785.522461 71.352 100.1646
12785.705566 71.446 33.8733
12785.888672 71.487 -32.3597
12786.071777 71.495 -98.3618
12786.254883 71.510 -164.1512
12786.437988 71.552 130.0649
12786.621094 71.612 64.0890
12786.804199 71.666 -2.0951
12786.987305 71.709 -68.3686
12787.170410 71.756 -134.6596
12787.353516 71.816 158.9697
12787.536621 71.875 92.4415
12787.719727 71.905 25.8436
12787.902832 71.895 -40.5643
12788.085938 71.877 -106.5684
12788.269043 71.898 -172.2502
12788.452148 71.975 122.0225
12788.635254 72.068 55.9311
12788.818359 72.117 -10.4825
12789.001465 72.097 -76.8607
12789.184570 72.043 -142.8632
12789.367676 72.019 151.5119
12789.550781 72.054 85.9322
12789.733887 72.119 20.1039
12789.916992 72.161 -45.9005
12790.100098 72.167 -111.7342
12790.283203 72.181 -177.1739
12790.466309 72.260 117.5718
12790.649414 72.401 52.0098
12790.832520 72.537 -14.1431
12791.015625 72.597 -80.6770
12791.198730 72.565 -147.0799
12791.381836 72.499 147.0333
12791.564941 72.479 81.5911
12791.748047 72.539 16.1405
12791.931152 72.640 -49.6920
12792.114258 72.721 -115.8632
12792.297363 72.761 177.9594
12792.480469 72.792 112.0205
12792.663574 72.857 46.2310
12792.846680 72.962 -19.7142
12793.029785 73.068 -85.9882
12793.212891 73.131 -152.4463
12793.395996 73.145 141.2281
12793.579102 73.146 75.2369
12793.762207 73.171 9.5136
12793.945312 73.228 -56.1516
12794.128418 73.296 -121.8582
12794.311523 73.361 172.4834
12794.494629 73.439 106.9668
12794.677734 73.561 41.4674
12794.860840 73.726 -24.3293
12795.043945 73.890 -90.6332
12795.227051 73.997 -157.3107
12795.410156 74.028 136.0525
12795.593262 74.021 69.8523
12795.776367 74.050 4.1435
12795.959473 74.162 -61.4359
12796.142578 74.337 -127.3516
12796.325684 74.505 166.2406
12796.508789 74.608 99.5900
12796.691895 74.641 33.1069
12796.875000 74.651 -32.9660
12797.058105 74.695 -98.7429
12797.241211 74.796 -164.5925
12797.424316 74.926 129.1820
12797.607422 75.038 62.5689
12797.790527 75.111 -4.2052
12797.973633 75.155 -70.8956
12798.156738 75.204 -137.4255
12798.339844 75.276 156.0937
12798.522949 75.362 89.5127
12798.706055 75.435 22.8129
12798.889160 75.474 -43.8655
12799.072266 75.488 -110.3522
12799.255371 75.503 -176.6185
12799.438477 75.545 117.1583
12799.621582 75.605 50.7174
12799.804688 75.649 -16.0678
12799.987793 75.641 -83.0756
12800.170898 75.576 -150.0160
12800.354004 75.488 143.3630
12800.537109 75.429 77.0817
12800.720215 75.432 10.9028
12800.903320 75.488 -55.4650
12801.086426 75.550 -122.1141
12801.269531 75.580 171.1207
12801.452637 75.571 104.5000
12801.635742 75.547 38.1618
12801.818848 75.532 -27.9741
12802.001953 75.527 -94.0993
12802.185059 75.511 -160.3147
12802.368164 75.468 133.4558
12802.551270 75.406 67.3532
12802.734375 75.359 1.3989
12802.917480 75.349 -64.5685
12803.100586 75.367 -130.7470
12803.283691 75.382 162.8396
12803.466797 75.371 96.3850
12803.649902 75.341 30.1352
12803.833008 75.328 -35.8353
12804.016113 75.354 -101.6992
12804.199219 75.411 -167.7170
12804.382324 75.460 126.0023
12804.565430 75.472 59.5757
12804.748535 75.447 -6.7922
12804.931641 75.414 -73.0038
12805.114746 75.402 -139.1463
12805.297852 75.418 154.6123
12805.480957 75.445 88.1965
12805.664062 75.465 21.6833
12805.847168 75.480 -44.7909
12806.030273 75.501 -111.1631
12806.213379 75.540 -177.4909
12806.396484 75.589 116.1177
12806.579590 75.631 49.6037
12806.762695 75.648 -17.0069
12806.945801 75.632 -83.6380
12807.128906 75.585 -150.2102
12807.312012 75.517 143.3355
12807.495117 75.445 77.0235
12807.678223 75.389 10.8156
12807.861328 75.362 -55.4054
12808.044434 75.359 -121.7872
12808.227539 75.356 171.6014
12808.410645 75.327 104.8466
12808.593750 75.262 38.1466
12808.776855 75.179 -28.3331
12808.959961 75.105 -94.5946
12809.143066 75.056 -160.8036
12809.326172 75.018 132.8681
12809.509277 74.965 66.4011
12809.692383 74.886 -0.0810
12809.875488 74.793 -66.4655
12810.058594 74.710 -132.7880
12810.241699 74.642 160.7984
12810.424805 74.569 94.1998
12810.607910 74.465 27.5096
12810.791016 74.326 -39.0510
12810.974121 74.174 -105.3205
12811.157227 74.040 -171.3331
12811.340332 73.931 122.7374
12811.523438 73.830 56.7664
12811.706543 73.716 -9.2186
12811.889648 73.591 -75.1336
12812.072754 73.470 -141.0016
12812.255859 73.357 153.0264
12812.438965 73.230 86.8445
12812.622070 73.063 20.5596
12812.805176 72.853 -45.5511
12812.988281 72.640 -111.2810
12813.171387 72.469 -176.7109
12813.354492 72.351 117.8525
12813.537598 72.243 52.2052
12813.720703 72.091 -13.5178
12813.903809 71.882 -78.9511
12814.086914 71.655 -143.8323
12814.270020 71.468 151.7430
12814.453125 71.345 87.4032
12814.636230 71.262 22.8539
12814.819336 71.185 -41.9034
12815.002441 71.110 -106.7047
12815.185547 71.063 -171.4792
12815.368652 71.060 123.6791
12815.551758 71.093 58.6711
12815.734863 71.143 -6.4629
12815.917969 71.203 -71.6100
12816.101074 71.283 -136.7556
12816.284180 71.375 157.9907
12816.467285 71.450 92.5694
12816.650391 71.476 27.1291
12816.833496 71.459 -38.0537
12817.016602 71.447 -102.8482
12817.199707 71.491 -167.4688
12817.382812 71.599 127.6642
12817.565918 71.723 62.3066
12817.749023 71.814 -3.4159
12817.932129 71.863 -69.1797
12818.115234 71.898 -134.7711
12818.298340 71.952 159.7706
12818.481445 72.027 94.2882
12818.664551 72.101 28.7417
12818.847656 72.162 -36.7449
12819.030762 72.225 -102.0642
12819.213867 72.312 -167.3008
12819.396973 72.424 127.3247
12819.580078 72.528 61.6923
12819.763184 72.597 -4.0838
12819.946289 72.631 -69.7759
12820.129395 72.665 -135.2792
12820.312500 72.727 159.2874
12820.495605 72.817 93.7304
12820.678711 72.907 28.0120
12820.861816 72.982 -37.7120
12821.044922 73.058 -103.2828
12821.228027 73.162 -168.7410
12821.411133 73.300 125.6898
12821.594238 73.442 59.8326
12821.777344 73.548 -6.2584
12821.960449 73.605 -72.3492
12822.143555 73.635 -138.2388
12822.326660 73.680 156.0664
12822.509766 73.765 90.3672
12822.692871 73.881 24.4564
12822.875977 74.002 -41.7181
12823.059082 74.106 -108.0500
12823.242188 74.190 -174.3818
12823.425293 74.260 119.3995
12823.608398 74.329 53.3278
12823.791504 74.408 -12.6354
12823.974609 74.500 -78.5817
12824.157715 74.600 -144.6149
12824.340820 74.695 149.2152
12824.523926 74.774 82.9555
12824.707031 74.841 16.7102
12824.890137 74.915 -49.4710
12825.073242 75.011 -115.6692
12825.256348 75.124 177.9695
12825.439453 75.221 111.4064
12825.622559 75.273 44.8063
12825.805664 75.279 -21.5618
12825.988770 75.277 -87.5563
12826.171875 75.307 -153.3240
12826.354980 75.376 140.8031
12826.538086 75.448 74.6157
12826.721191 75.484 8.2147
12826.904297 75.481 -58.1142
12827.087402 75.478 -124.1987
12827.270508 75.518 169.8338
12827.453613 75.601 103.6881
12827.636719 75.684 37.2257
12827.819824 75.728 -29.3825
12828.002930 75.732 -95.8280
12828.186035 75.738 -161.9705
12828.369141 75.785 132.0137
12828.552246 75.872 65.8097
12828.735352 75.959 -0.7126
12828.918457 76.010 -67.3863
12829.101562 76.029 -133.9350
12829.284668 76.048 159.7607
12829.467773 76.092 93.5761
12829.650879 76.152 27.3119
12829.833984 76.197 -39.0802
12830.017090 76.211 -105.4744
12830.200195 76.206 -171.7490
12830.383301 76.208 122.0485
12830.566406 76.225 55.7410
12830.749512 76.239 -10.7764
12830.932617 76.232 -77.4082
12831.115723 76.208 -143.9526
12831.298828 76.193 149.6912
12831.481934 76.209 83.4212
12831.665039 76.249 17.0547
12831.848145 76.278 -49.4650
12832.031250 76.273 -116.0150
12832.214355 76.239 177.5597
12832.397461 76.201 111.2730
12832.580566 76.173 44.9880
12832.763672 76.150 -21.4148
12832.946777 76.116 -87.8903
12833.129883 76.074 -154.2780
12833.312988 76.049 139.5069
12833.496094 76.060 73.3630
12833.679199 76.091 7.1165
12833.862305 76.106 -59.2578
12834.045410 76.075 -125.5755
12834.228516 76.012 168.3821
12834.411621 75.956 102.6228
12834.594727 75.937 36.8856
12834.777832 75.941 -29.1294
12834.960938 75.930 -95.4731
12835.144043 75.882 -161.9159
12835.327148 75.817 131.8197
12835.510254 75.779 65.7944
12835.693359 75.792 -0.1942
12835.876465 75.839 -66.3887
12836.059570 75.874 -132.8304
12836.242676 75.870 160.6454
12836.425781 75.833 94.2198
12836.608887 75.786 27.9223
12836.791992 75.745 -38.3590
12836.975098 75.708 -104.7251
12837.158203 75.664 -171.1525
12837.341309 75.613 122.4597
12837.524414 75.568 56.1630
12837.707520 75.533 -10.0886
12837.890625 75.495 -76.3500
12838.073730 75.437 -142.5783
12838.256836 75.355 151.3477
12838.439941 75.271 85.4861
12838.623047 75.212 19.7196
12838.806152 75.184 -46.1821
12838.989258 75.166 -112.3620
12839.172363 75.130 -178.7493
12839.355469 75.067 114.8706
12839.538574 74.993 48.6720
12839.721680 74.928 -17.3348
12839.904785 74.874 -83.2642
12840.087891 74.810 -149.2100
12840.270996 74.717 144.8441
12840.454102 74.589 78.9796
12840.637207 74.440 13.2369
12840.820312 74.294 -52.4347
12841.003418 74.164 -118.1293
12841.186523 74.057 176.0980
12841.369629 73.973 110.2564
12841.552734 73.913 44.3862
12841.735840 73.869 -21.4703
12841.918945 73.830 -87.2581
12842.102051 73.781 -152.8988
12842.285156 73.720 141.6727
12842.468262 73.655 76.4435
12842.651367 73.592 11.3013
12842.834473 73.533 -53.8989
12843.017578 73.471 -119.2378
12843.200684 73.406 175.3011
12843.383789 73.346 109.7838
12843.566895 73.303 44.2669
12843.750000 73.284 -21.2060
12843.933105 73.289 -86.5783
12844.116211 73.317 -151.7970
12844.299316 73.372 143.1147
12844.482422 73.452 78.0203
12844.665527 73.535 12.7524
12844.848633 73.591 -52.7444
12845.031738 73.601 -118.3637
12845.214844 73.580 176.0531
12845.397949 73.566 110.5424
12845.581055 73.590 44.9546
12845.764160 73.648 -20.9005
12845.947266 73.708 -87.0349
12846.130371 73.741 -153.2294
12846.313477 73.750 140.8012
12846.496582 73.765 75.1736
12846.679688 73.811 9.7419
12846.862793 73.881 -55.7591
12847.045898 73.943 -121.4699
12847.229004 73.967 172.6892
12847.412109 73.957 106.9024
12847.595215 73.939 41.2739
12847.778320 73.945 -24.2577
12847.961426 73.983 -89.8432
12848.144531 74.039 -155.5755
12848.327637 74.089 138.5832
12848.510742 74.120 72.7613
12848.693848 74.134 7.0941
12848.876953 74.146 -58.3425
12849.060059 74.181 -123.5742
12849.243164 74.259 171.2506
12849.426270 74.383 105.8987
12849.609375 74.530 40.1749
12849.792480 74.664 -25.9433
12849.975586 74.754 -92.2766
12850.158691 74.798 -158.5564
12850.341797 74.822 135.3953
12850.524902 74.858 69.5545
12850.708008 74.920 3.7528
12850.891113 74.993 -62.1418
12851.074219 75.063 -128.1107
12851.257324 75.129 165.9448
12851.440430 75.213 100.0447
12851.623535 75.323 34.0696
12851.806641 75.447 -32.1148
12851.989746 75.552 -98.4873
12852.172852 75.618 -164.8524
12852.355957 75.658 128.9937
12852.539062 75.704 63.0655
12852.722168 75.775 -2.8437
12852.905273 75.855 -68.9687
12853.088379 75.909 -135.3443
12853.271484 75.920 158.2175
12853.454590 75.909 91.9370
12853.637695 75.917 25.8464
12853.820801 75.971 -40.2506
12854.003906 76.057 -106.5804
12854.187012 76.133 -173.1638
12854.370117 76.169 120.2140
12854.553223 76.167 53.8255
12854.736328 76.162 -12.2133
12854.919434 76.183 -78.0219
12855.102539 76.239 -143.8405
12855.285645 76.311 150.1583
12855.468750 76.379 83.9475
12855.651855 76.435 17.5804
12855.834961 76.480 -48.9016
12856.018066 76.514 -115.4868
12856.201172 76.532 177.8536
12856.384277 76.532 111.1953
12856.567383 76.519 44.6252
12856.750488 76.505 -21.8247
12856.933594 76.502 -88.2011
12857.116699 76.508 -154.5804
12857.299805 76.517 139.0029
12857.482910 76.520 72.5748
12857.666016 76.521 6.1746
12857.849121 76.524 -60.2000
12858.032227 76.530 -126.5956
12858.215332 76.531 166.9441
12858.398438 76.518 100.4226
12858.581543 76.485 33.8867
12858.764648 76.433 -32.6108
12858.947754 76.371 -99.0423
12859.130859 76.307 -165.4072
12859.313965 76.249 128.2796
12859.497070 76.203 61.9910
12859.680176 76.166 -4.3120
12859.863281 76.132 -70.6594
12860.046387 76.083 -137.0305
12860.229492 76.009 156.6651
12860.412598 75.910 90.5443
12860.595703 75.804 24.6558
12860.778809 75.712 -41.0865
12860.961914 75.640 -106.8620
12861.145020 75.574 -172.8021
12861.328125 75.492 121.1227
12861.511230 75.388 55.0793
12861.694336 75.282 -10.7691
12861.877441 75.200 -76.4001
12862.060547 75.157 -141.9417
12862.243652 75.140 152.4624
12862.426758 75.120 86.7934
12862.609863 75.079 21.1585
12862.792969 75.023 -44.3379
12862.976074 74.974 -109.7244
12863.159180 74.944 -175.1639
12863.342285 74.923 119.1864
12863.525391 74.889 53.3234
12863.708496 74.834 -12.5864
12863.891602 74.773 -78.3357
12864.074707 74.741 -143.8434
12864.257812 74.764 150.7704
12864.440918 74.836 85.2808
12864.624023 74.919 19.5511
12864.807129 74.970 -46.3506
12864.990234 74.966 -112.1978
12865.173340 74.922 -177.7675
12865.356445 74.880 116.9858
12865.539551 74.880 51.8598
12865.722656 74.930 -13.4767
12865.905762 75.000 -79.2411
12866.088867 75.050 -145.3834
12866.271973 75.063 148.3610
12866.455078 75.055 82.2741
12866.638184 75.066 16.4559
12866.821289 75.124 -49.2347
12867.004395 75.222 -115.0372
12867.187500 75.325 178.9343
12867.370605 75.395 112.7816
12867.553711 75.427 46.7177
12867.736816 75.442 -19.1222
12867.919922 75.470 -84.7966
12868.103027 75.524 -150.5021
12868.286133 75.588 143.6057
12868.469238 75.638 77.5377
12868.652344 75.664 11.4332
12868.835449 75.680 -54.5845
12869.018555 75.708 -120.5207
12869.201660 75.757 173.5073
12869.384766 75.817 107.3917
12869.567871 75.869 41.1341
12869.750977 75.904 -25.1681
12869.934082 75.926 -91.4190
12870.117188 75.950 -157.6028
12870.300293 75.981 136.2240
12870.483398 76.014 70.0124
12870.666504 76.042 3.7838
12870.849609 76.064 -62.3921
12871.032715 76.094 -128.4784
12871.215820 76.146 165.4681
12871.398926 76.219 99.3255
12871.582031 76.298 33.0073
12871.765137 76.360 -33.4569
12871.948242 76.392 -99.9347
12872.131348 76.402 -166.2877
12872.314453 76.412 127.5194
12872.497559 76.438 61.3812
12872.680664 76.477 -4.8728
12872.863770 76.507 -71.3385
12873.046875 76.501 -137.9495
12873.229980 76.450 155.4906
12873.413086 76.374 89.1781
12873.596191 76.310 23.1586
12873.779297 76.292 -42.7343
12873.962402 76.319 -108.7778
12874.145508 76.359 -175.1582
12874.328613 76.370 118.1572
12874.511719 76.328 51.3822
12874.694824 76.238 -15.2373
12874.877930 76.132 -81.5717
12875.061035 76.040 -147.6680
12875.244141 75.977 146.3148
12875.427246 75.938 80.2386
12875.610352 75.904 14.0688
12875.793457 75.865 -52.1449
12875.976562 75.818 -118.3365
12876.159668 75.765 175.5344
12876.342773 75.709 109.4867
12876.525879 75.654 43.5289
12876.708984 75.608 -22.3579
12876.892090 75.578 -88.2433
12877.075195 75.562 -154.2232
12877.258301 75.542 139.6609
12877.441406 75.504 73.4864
12877.624512 75.443 7.4171
12877.807617 75.378 -58.4185
12877.990723 75.335 -124.0462
12878.173828 75.323 170.3620
12878.356934 75.327 104.6360
12878.540039 75.319 38.7507
12878.723145 75.284 -27.1843
12878.906250 75.234 -93.0704
12879.089355 75.193 -158.9491
12879.272461 75.165 135.0313
12879.455566 75.133 68.7943
12879.638672 75.074 2.4706
12879.821777 74.989 -63.6662
12880.004883 74.915 -129.4289
12880.187988 74.897 165.0798
12880.371094 74.940 99.5162
12880.554199 75.000 33.6015
12880.737305 75.012 -32.6197
12880.920410 74.942 -98.8146
12881.103516 74.813 -164.6243
12881.286621 74.688 130.0475
12881.469727 74.622 64.9354
12881.652832 74.618 -0.3738
12881.835938 74.637 -66.0955
12882.019043 74.636 -132.1192
12882.202148 74.602 161.8312
12882.385254 74.558 95.9536
12882.568359 74.527 30.2435
12882.751465 74.515 -35.4287
12882.934570 74.502 -101.1423
12883.117676 74.472 -166.8347
12883.300781 74.424 127.6274
12883.483887 74.382 62.3026
12883.666992 74.374 -2.9050
12883.850098 74.405 -68.1820
12884.033203 74.462 -133.6589
12884.216309 74.522 160.6747
12884.399414 74.576 94.9295
12884.582520 74.628 29.2061
12884.765625 74.687 -36.4783
12884.948730 74.755 -102.1749
12885.131836 74.824 -167.9220
12885.314941 74.881 126.3131
12885.498047 74.927 60.6132
12885.681152 74.975 -4.9734
12885.864258 75.044 -70.5013
12886.047363 75.138 -136.1063
12886.230469 75.246 158.1005
12886.413574 75.344 92.1261
12886.596680 75.424 26.0841
12886.779785 75.492 -39.9124
12886.962891 75.567 -105.8589
12887.145996 75.660 -171.8682
12887.329102 75.759 121.9374
12887.512207 75.843 55.5495
12887.695312 75.899 -10.9112
12887.878418 75.935 -77.2993
12888.061523 75.973 -143.5721
12888.244629 76.030 150.1771
12888.427734 76.100 83.8198
12888.610840 76.163 17.3257
12888.793945 76.207 -49.2087
12888.977051 76.237 -115.6630
12889.160156 76.273 177.9740
12889.343262 76.329 111.5753
12889.526367 76.392 44.9895
12889.709473 76.435 -21.8092
12889.892578 76.436 -88.6810
12890.075684 76.399 -155.4208
12890.258789 76.348 138.0927
12890.441895 76.310 71.8126
12890.625000 76.299 5.5733
12890.808105 76.302 -60.7747
12890.991211 76.299 -127.2677
12891.174316 76.276 166.1624
12891.357422 76.231 99.6153
12891.540527 76.173 33.1622
12891.723633 76.112 -33.1707
12891.906738 76.057 -99.3934
12892.089844 76.014 -165.5448
12892.272949 75.981 128.3145
12892.456055 75.950 62.1269
12892.639160 75.911 -4.1262
12892.822266 75.853 -70.4129
12893.005371 75.777 -136.6851
12893.188477 75.691 157.0707
12893.371582 75.603 90.8210
12893.554688 75.512 24.5344
12893.737793 75.416 -41.7556
12893.920898 75.316 -107.9488
12894.104004 75.230 -173.9556
12894.287109 75.179 120.2089
12894.470215 75.173 54.4109
12894.653320 75.198 -11.5093
12894.836426 75.226 -77.6235
12895.019531 75.228 -143.8839
12895.202637 75.188 149.8255
12895.385742 75.108 83.6215
12895.568848 74.999 17.5893
12895.751953 74.878 -48.2263
12895.935059 74.773 -113.8468
12896.118164 74.704 -179.3930
12896.301270 74.677 114.9370
12896.484375 74.672 48.9847
12896.667480 74.653 -17.2457
12896.850586 74.598 -83.5769
12897.033691 74.510 -149.7867
12897.216797 74.416 144.2261
12897.399902 74.340 78.3789
12897.583008 74.283 12.5138
12897.766113 74.229 -53.4291
12897.949219 74.169 -119.3693
12898.132324 74.114 174.7831
12898.315430 74.083 108.9761
12898.498535 74.075 43.0380
12898.681641 74.058 -23.1231
12898.864746 73.997 -89.3655
12899.047852 73.888 -155.3908
12899.230957 73.770 138.9921
12899.414062 73.694 73.6451
12899.597168 73.671 8.1780
12899.780273 73.658 -57.6873
12899.963379 73.597 -123.8468
12900.146484 73.471 170.0943
12900.329590 73.321 104.4791
12900.512695 73.216 39.2879
12900.695801 73.190 -25.8603
12900.878906 73.214 -91.3480
12901.062012 73.227 -157.2198
12901.245117 73.192 136.7929
12901.428223 73.119 70.9892
12901.611328 73.049 5.4478
12901.794434 73.009 -59.9925
12901.977539 72.989 -125.5287
12902.160645 72.967 168.8081
12902.343750 72.926 103.1545
