* Generated by rew_pipeline.py (derived directly from its own WAV, phase referenced to its peak (sample 8192))
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
251.220703 -0.161 132.8747
251.586914 -0.161 133.0492
251.953125 -0.162 133.2240
252.319336 -0.162 133.3991
252.685547 -0.163 133.5745
253.051758 -0.163 133.7502
253.417969 -0.164 133.9262
253.784180 -0.164 134.1024
254.150391 -0.164 134.2789
254.516602 -0.165 134.4556
254.882812 -0.165 134.6326
255.249023 -0.166 134.8098
255.615234 -0.166 134.9872
255.981445 -0.167 135.1648
256.347656 -0.167 135.3427
256.713867 -0.168 135.5207
257.080078 -0.168 135.6990
257.446289 -0.169 135.8774
257.812500 -0.169 136.0559
258.178711 -0.170 136.2347
258.544922 -0.170 136.4136
258.911133 -0.171 136.5927
259.277344 -0.171 136.7720
259.643555 -0.172 136.9514
260.009766 -0.172 137.1309
260.375977 -0.173 137.3106
260.742188 -0.173 137.4904
261.108398 -0.174 137.6704
261.474609 -0.174 137.8504
261.840820 -0.175 138.0307
262.207031 -0.175 138.2110
262.573242 -0.176 138.3915
262.939453 -0.176 138.5720
263.305664 -0.177 138.7527
263.671875 -0.177 138.9335
264.038086 -0.178 139.1143
264.404297 -0.178 139.2953
264.770508 -0.179 139.4764
265.136719 -0.179 139.6576
265.502930 -0.180 139.8388
265.869141 -0.180 140.0202
266.235352 -0.181 140.2016
266.601562 -0.181 140.3831
266.967773 -0.182 140.5647
267.333984 -0.182 140.7464
267.700195 -0.183 140.9281
268.066406 -0.184 141.1100
268.432617 -0.184 141.2918
268.798828 -0.185 141.4738
269.165039 -0.185 141.6558
269.531250 -0.186 141.8379
269.897461 -0.186 142.0200
270.263672 -0.187 142.2022
270.629883 -0.187 142.3845
270.996094 -0.188 142.5668
271.362305 -0.189 142.7491
271.728516 -0.189 142.9315
272.094727 -0.190 143.1140
272.460938 -0.190 143.2965
272.827148 -0.191 143.4790
273.193359 -0.192 143.6616
273.559570 -0.192 143.8442
273.925781 -0.193 144.0268
274.291992 -0.193 144.2096
274.658203 -0.194 144.3923
275.024414 -0.195 144.5750
275.390625 -0.195 144.7578
275.756836 -0.196 144.9407
276.123047 -0.196 145.1235
276.489258 -0.197 145.3064
276.855469 -0.198 145.4892
277.221680 -0.198 145.6722
277.587891 -0.199 145.8551
277.954102 -0.200 146.0381
278.320312 -0.200 146.2210
278.686523 -0.201 146.4040
279.052734 -0.201 146.5870
279.418945 -0.202 146.7701
279.785156 -0.203 146.9531
280.151367 -0.203 147.1361
280.517578 -0.204 147.3192
280.883789 -0.205 147.5022
281.250000 -0.205 147.6853
281.616211 -0.206 147.8684
281.982422 -0.207 148.0515
282.348633 -0.207 148.2345
282.714844 -0.208 148.4176
283.081055 -0.209 148.6007
283.447266 -0.209 148.7838
283.813477 -0.210 148.9669
284.179688 -0.211 149.1499
284.545898 -0.211 149.3330
284.912109 -0.212 149.5161
285.278320 -0.213 149.6991
285.644531 -0.214 149.8822
286.010742 -0.214 150.0652
286.376953 -0.215 150.2483
286.743164 -0.216 150.4313
287.109375 -0.216 150.6143
287.475586 -0.217 150.7973
287.841797 -0.218 150.9802
288.208008 -0.219 151.1632
288.574219 -0.219 151.3462
288.940430 -0.220 151.5291
289.306641 -0.221 151.7120
289.672852 -0.221 151.8949
290.039062 -0.222 152.0777
290.405273 -0.223 152.2606
290.771484 -0.224 152.4434
291.137695 -0.224 152.6262
291.503906 -0.225 152.8090
291.870117 -0.226 152.9917
292.236328 -0.227 153.1744
292.602539 -0.228 153.3571
292.968750 -0.228 153.5398
293.334961 -0.229 153.7224
293.701172 -0.230 153.9050
294.067383 -0.231 154.0876
294.433594 -0.231 154.2701
294.799805 -0.232 154.4526
295.166016 -0.233 154.6351
295.532227 -0.234 154.8175
295.898438 -0.235 154.9999
296.264648 -0.235 155.1823
296.630859 -0.236 155.3646
296.997070 -0.237 155.5468
297.363281 -0.238 155.7291
297.729492 -0.239 155.9113
298.095703 -0.239 156.0934
298.461914 -0.240 156.2756
298.828125 -0.241 156.4576
299.194336 -0.242 156.6396
